repair_candidate_id,repair_axis,repair_source_kind,repair_source_family,source_split,recovery_corridor_profile,mitigation_metric_mode,parent_candidate_source_id,parent_task_source_id,parent_profile_name,parent_repair_source_kind,parent_selection_quota_name,parent_feasibility_tier_id,parent_source_role_semantics,parent_surface_variant,parent_normalized_surface_variant,parent_sampled_obstacle_label,parent_base_geometry_source,parent_outcome_bucket,parent_termination_reason,target_feasibility_tier_id,target_source_role_semantics,target_surface_variant,target_normalized_surface_variant,target_sampled_obstacle_label,candidate_source_id,source_v1_bounded_panel_spec_id,source_scenario_spec_id,source_role_semantics,profile_name,profile_group,speed_ref,mu,obstacle_distance,obstacle_half_width,label,threshold_score,time_to_obstacle,time_after_friction_step,friction_step_at,accepted,reject_reason,feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label,post_obstacle_track_width,base_geometry_source,representative_cell_rule
cosr_v0_0010_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_010,offtrack_anchor_relief_010,L2_window_50_current_tiled,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0010_offtrack_anchor_relief,cosr_v0_0010_offtrack_anchor_relief,cosr_v0_0010_offtrack_anchor_relief_scenario,stable_aeb,L2_window_50_current_tiled,stable_aeb,18.0,0.4,62.0,0.5,aeb_feasible,4.750925490196081,3.4444444444444446,2.4444444444444446,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0011_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_011,offtrack_anchor_relief_011,L3_online_gru,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0011_offtrack_anchor_relief,cosr_v0_0011_offtrack_anchor_relief,cosr_v0_0011_offtrack_anchor_relief_scenario,stable_aeb,L3_online_gru,stable_aeb,18.0,0.4,64.0,0.5,aeb_feasible,5.127937254901962,3.5555555555555554,2.5555555555555554,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0012_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_012,offtrack_anchor_relief_012,L3_reset_control_corrected,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0012_offtrack_anchor_relief,cosr_v0_0012_offtrack_anchor_relief,cosr_v0_0012_offtrack_anchor_relief_scenario,stable_aeb,L3_reset_control_corrected,stable_aeb,18.0,0.4,58.0,0.44999999999999996,aeb_feasible,4.1853171717171715,3.2222222222222223,2.2222222222222223,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_013,offtrack_anchor_relief_013,slice_anchor,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief_scenario,stable_aeb,slice_anchor,stable_aeb,18.0,0.4,60.0,0.44999999999999996,aeb_feasible,4.54909090909091,3.3333333333333335,2.3333333333333335,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0015_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_015,offtrack_anchor_relief_015,slice_anchor,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief_scenario,stable_aeb,slice_anchor,stable_aeb,18.0,0.4,64.0,0.44999999999999996,aeb_feasible,5.313632323232324,3.5555555555555554,2.5555555555555554,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0016_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_016,offtrack_anchor_relief_016,L0_current_masked,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0016_offtrack_anchor_relief,cosr_v0_0016_offtrack_anchor_relief,cosr_v0_0016_offtrack_anchor_relief_scenario,stable_aeb,L0_current_masked,stable_aeb,18.0,0.4,58.0,0.6,aeb_feasible,3.753207407407408,3.2222222222222223,2.2222222222222223,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0017_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_017,offtrack_anchor_relief_017,L1_one_step,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0017_offtrack_anchor_relief,cosr_v0_0017_offtrack_anchor_relief,cosr_v0_0017_offtrack_anchor_relief_scenario,stable_aeb,L1_one_step,stable_aeb,18.0,0.4,60.0,0.6,aeb_feasible,4.086666666666668,3.3333333333333335,2.3333333333333335,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0018_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_018,offtrack_anchor_relief_018,L2_window_100,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0018_offtrack_anchor_relief,cosr_v0_0018_offtrack_anchor_relief,cosr_v0_0018_offtrack_anchor_relief_scenario,stable_aeb,L2_window_100,stable_aeb,18.0,0.4,62.0,0.6,aeb_feasible,4.431429629629632,3.4444444444444446,2.4444444444444446,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0019_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_019,offtrack_anchor_relief_019,L2_window_100_current_tiled,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0019_offtrack_anchor_relief,cosr_v0_0019_offtrack_anchor_relief,cosr_v0_0019_offtrack_anchor_relief_scenario,stable_aeb,L2_window_100_current_tiled,stable_aeb,18.0,0.4,64.0,0.6,aeb_feasible,4.787496296296297,3.5555555555555554,2.5555555555555554,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0020_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_020,offtrack_anchor_relief_020,L2_window_13,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0020_offtrack_anchor_relief,cosr_v0_0020_offtrack_anchor_relief,cosr_v0_0020_offtrack_anchor_relief_scenario,stable_aeb,L2_window_13,stable_aeb,18.0,0.4,58.0,0.5499999999999999,aeb_feasible,3.889013333333334,3.2222222222222223,2.2222222222222223,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0021_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_021,offtrack_anchor_relief_021,L2_window_13_current_tiled,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0021_offtrack_anchor_relief,cosr_v0_0021_offtrack_anchor_relief,cosr_v0_0021_offtrack_anchor_relief_scenario,stable_aeb,L2_window_13_current_tiled,stable_aeb,18.0,0.4,60.0,0.5499999999999999,aeb_feasible,4.232000000000001,3.3333333333333335,2.3333333333333335,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0022_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_022,offtrack_anchor_relief_022,L2_window_25,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0022_offtrack_anchor_relief,cosr_v0_0022_offtrack_anchor_relief,cosr_v0_0022_offtrack_anchor_relief_scenario,stable_aeb,L2_window_25,stable_aeb,18.0,0.4,62.0,0.5499999999999999,aeb_feasible,4.586613333333335,3.4444444444444446,2.4444444444444446,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0023_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_023,offtrack_anchor_relief_023,L2_window_25_current_tiled,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0023_offtrack_anchor_relief,cosr_v0_0023_offtrack_anchor_relief,cosr_v0_0023_offtrack_anchor_relief_scenario,stable_aeb,L2_window_25_current_tiled,stable_aeb,18.0,0.4,64.0,0.5499999999999999,aeb_feasible,4.952853333333334,3.5555555555555554,2.5555555555555554,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0024_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,4178ce2f098eb75e,public_debug,anchor_offtrack_relief,not_mitigation,offtrack_anchor_relief_024,offtrack_anchor_relief_024,L2_window_50,anchor_neighborhood,,tier_c_boundary_near_miss,stable_aeb,,post_friction_step,aeb_feasible,,,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0024_offtrack_anchor_relief,cosr_v0_0024_offtrack_anchor_relief,cosr_v0_0024_offtrack_anchor_relief_scenario,stable_aeb,L2_window_50,stable_aeb,18.0,0.4,58.0,0.5,aeb_feasible,4.032807843137256,3.2222222222222223,2.2222222222222223,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,7.0,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0064_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_000,offtrack_boundary_relief_extension_000,slice_anchor,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0064_offtrack_boundary_relief_extension,cosr_v0_0064_offtrack_boundary_relief_extension,cosr_v0_0064_offtrack_boundary_relief_extension_scenario,stable_aes_only,slice_anchor,stable_aes_only,18.0,0.4,29.0,0.9000000000000001,aes_feasible,0.018544444444444547,1.6111111111111112,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0065_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_001,offtrack_boundary_relief_extension_001,L0_current_masked,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0065_offtrack_boundary_relief_extension,cosr_v0_0065_offtrack_boundary_relief_extension,cosr_v0_0065_offtrack_boundary_relief_extension_scenario,stable_aes_only,L0_current_masked,stable_aes_only,18.0,0.4,31.0,0.9000000000000001,aes_feasible,0.16387777777777815,1.7222222222222223,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0066_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_002,offtrack_boundary_relief_extension_002,L1_one_step,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0066_offtrack_boundary_relief_extension,cosr_v0_0066_offtrack_boundary_relief_extension,cosr_v0_0066_offtrack_boundary_relief_extension_scenario,stable_aes_only,L1_one_step,stable_aes_only,18.0,0.4,33.0,0.8,aes_feasible,0.3848450000000001,1.8333333333333333,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0067_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_003,offtrack_boundary_relief_extension_003,L2_window_100,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0067_offtrack_boundary_relief_extension,cosr_v0_0067_offtrack_boundary_relief_extension,cosr_v0_0067_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_100,stable_aes_only,18.0,0.4,35.0,0.8,aes_feasible,0.5577916666666667,1.9444444444444444,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
