task_source_id,candidate_source_id,repair_candidate_id,repair_axis,repair_source_kind,source_role_semantics,feasibility_tier_id,parent_feasibility_tier_id,normalized_surface_variant,source_split,sampled_obstacle_label,speed_ref,mu,friction_step_enabled,friction_step_at,obstacle_distance,obstacle_half_width,post_obstacle_track_width,base_geometry_source,representative_cell_rule,diagnostic_only_no_ranking_claim,contract_violation_count,history_length_is_one,action_history_mode_full,include_privileged_params_false,wheel_observation_mode_none,obstacle_relative_velocity_mode_zero
tqcos_exec_v0_0010_cosr_v0_0010_offtrack_anchor_relief,cosr_v0_0010_offtrack_anchor_relief,cosr_v0_0010_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,62.0,0.5,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0011_cosr_v0_0011_offtrack_anchor_relief,cosr_v0_0011_offtrack_anchor_relief,cosr_v0_0011_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,64.0,0.5,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0012_cosr_v0_0012_offtrack_anchor_relief,cosr_v0_0012_offtrack_anchor_relief,cosr_v0_0012_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,58.0,0.44999999999999996,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,60.0,0.44999999999999996,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,64.0,0.44999999999999996,6.5,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0015_cosr_v0_0016_offtrack_anchor_relief,cosr_v0_0016_offtrack_anchor_relief,cosr_v0_0016_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,58.0,0.6,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0016_cosr_v0_0017_offtrack_anchor_relief,cosr_v0_0017_offtrack_anchor_relief,cosr_v0_0017_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,60.0,0.6,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0017_cosr_v0_0018_offtrack_anchor_relief,cosr_v0_0018_offtrack_anchor_relief,cosr_v0_0018_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,62.0,0.6,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0018_cosr_v0_0019_offtrack_anchor_relief,cosr_v0_0019_offtrack_anchor_relief,cosr_v0_0019_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,64.0,0.6,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0019_cosr_v0_0020_offtrack_anchor_relief,cosr_v0_0020_offtrack_anchor_relief,cosr_v0_0020_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,58.0,0.5499999999999999,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0020_cosr_v0_0021_offtrack_anchor_relief,cosr_v0_0021_offtrack_anchor_relief,cosr_v0_0021_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,60.0,0.5499999999999999,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0021_cosr_v0_0022_offtrack_anchor_relief,cosr_v0_0022_offtrack_anchor_relief,cosr_v0_0022_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,62.0,0.5499999999999999,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0022_cosr_v0_0023_offtrack_anchor_relief,cosr_v0_0023_offtrack_anchor_relief,cosr_v0_0023_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,64.0,0.5499999999999999,6.75,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0023_cosr_v0_0024_offtrack_anchor_relief,cosr_v0_0024_offtrack_anchor_relief,cosr_v0_0024_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_debug,aeb_feasible,18.0,0.4,True,20,58.0,0.5,7.0,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0024_cosr_v0_0064_offtrack_boundary_relief_extension,cosr_v0_0064_offtrack_boundary_relief_extension,cosr_v0_0064_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,29.0,0.9000000000000001,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0025_cosr_v0_0065_offtrack_boundary_relief_extension,cosr_v0_0065_offtrack_boundary_relief_extension,cosr_v0_0065_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,31.0,0.9000000000000001,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0026_cosr_v0_0066_offtrack_boundary_relief_extension,cosr_v0_0066_offtrack_boundary_relief_extension,cosr_v0_0066_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,33.0,0.8,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0027_cosr_v0_0067_offtrack_boundary_relief_extension,cosr_v0_0067_offtrack_boundary_relief_extension,cosr_v0_0067_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,35.0,0.8,6.75,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0028_cosr_v0_0068_offtrack_boundary_relief_extension,cosr_v0_0068_offtrack_boundary_relief_extension,cosr_v0_0068_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,29.0,0.9000000000000001,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0029_cosr_v0_0069_offtrack_boundary_relief_extension,cosr_v0_0069_offtrack_boundary_relief_extension,cosr_v0_0069_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,31.0,0.9000000000000001,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0030_cosr_v0_0070_offtrack_boundary_relief_extension,cosr_v0_0070_offtrack_boundary_relief_extension,cosr_v0_0070_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,33.0,0.8,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0031_cosr_v0_0071_offtrack_boundary_relief_extension,cosr_v0_0071_offtrack_boundary_relief_extension,cosr_v0_0071_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,35.0,0.8,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0032_cosr_v0_0072_offtrack_boundary_relief_extension,cosr_v0_0072_offtrack_boundary_relief_extension,cosr_v0_0072_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,29.0,0.9000000000000001,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0033_cosr_v0_0073_offtrack_boundary_relief_extension,cosr_v0_0073_offtrack_boundary_relief_extension,cosr_v0_0073_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,31.0,0.9000000000000001,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0034_cosr_v0_0074_offtrack_boundary_relief_extension,cosr_v0_0074_offtrack_boundary_relief_extension,cosr_v0_0074_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,33.0,0.8,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0035_cosr_v0_0075_offtrack_boundary_relief_extension,cosr_v0_0075_offtrack_boundary_relief_extension,cosr_v0_0075_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,35.0,0.8,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0036_cosr_v0_0076_offtrack_boundary_relief_extension,cosr_v0_0076_offtrack_boundary_relief_extension,cosr_v0_0076_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,29.0,0.9000000000000001,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0037_cosr_v0_0077_offtrack_boundary_relief_extension,cosr_v0_0077_offtrack_boundary_relief_extension,cosr_v0_0077_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,31.0,0.9000000000000001,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0038_cosr_v0_0078_offtrack_boundary_relief_extension,cosr_v0_0078_offtrack_boundary_relief_extension,cosr_v0_0078_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,33.0,0.8,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0039_cosr_v0_0079_offtrack_boundary_relief_extension,cosr_v0_0079_offtrack_boundary_relief_extension,cosr_v0_0079_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,public_debug,aes_feasible,18.0,0.4,False,0,35.0,0.8,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion,cosr_v0_0112_success_support_expansion,cosr_v0_0112_success_support_expansion,success_support_expansion,success_stabilizer,drift_required_recovery,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_gate,drift_required,12.0,0.4,True,20,19.75,1.05,6.5,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0041_cosr_v0_0114_success_support_expansion,cosr_v0_0114_success_support_expansion,cosr_v0_0114_success_support_expansion,success_support_expansion,success_stabilizer,drift_required_recovery,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_gate,drift_required,12.0,0.4,True,20,19.75,1.05,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0042_cosr_v0_0115_success_support_expansion,cosr_v0_0115_success_support_expansion,cosr_v0_0115_success_support_expansion,success_support_expansion,success_stabilizer,drift_required_recovery,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_gate,drift_required,12.0,0.4,True,20,19.75,1.05,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0043_cosr_v0_0132_success_support_expansion,cosr_v0_0132_success_support_expansion,cosr_v0_0132_success_support_expansion,success_support_expansion,success_stabilizer,drift_required_recovery,tier_e_mitigation_only,tier_e_mitigation_only,steady_surface,public_gate,drift_required,12.0,0.4,False,0,15.588235294117645,1.6,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion,cosr_v0_0133_success_support_expansion,cosr_v0_0133_success_support_expansion,success_support_expansion,success_stabilizer,drift_required_recovery,tier_e_mitigation_only,tier_e_mitigation_only,steady_surface,public_gate,drift_required,12.0,0.4,False,0,15.588235294117645,1.6,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0045_cosr_v0_0129_success_support_expansion,cosr_v0_0129_success_support_expansion,cosr_v0_0129_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_e_mitigation_only,tier_e_mitigation_only,post_friction_step,public_gate,aeb_feasible,12.0,0.6,True,20,23.529411764705884,1.8,6.5,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0046_cosr_v0_0130_success_support_expansion,cosr_v0_0130_success_support_expansion,cosr_v0_0130_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_e_mitigation_only,tier_e_mitigation_only,post_friction_step,public_gate,aeb_feasible,12.0,0.6,True,20,25.529411764705884,1.8,6.5,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0047_cosr_v0_0131_success_support_expansion,cosr_v0_0131_success_support_expansion,cosr_v0_0131_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_e_mitigation_only,tier_e_mitigation_only,post_friction_step,public_gate,aeb_feasible,12.0,0.6,True,20,22.529411764705884,2.1,6.5,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0048_cosr_v0_0134_success_support_expansion,cosr_v0_0134_success_support_expansion,cosr_v0_0134_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_gate,aeb_feasible,12.0,0.6,True,20,27.833333333333332,0.75,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0049_cosr_v0_0135_success_support_expansion,cosr_v0_0135_success_support_expansion,cosr_v0_0135_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_gate,aeb_feasible,12.0,0.6,True,20,23.833333333333332,0.7,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0050_cosr_v0_0136_success_support_expansion,cosr_v0_0136_success_support_expansion,cosr_v0_0136_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,post_friction_step,public_gate,aeb_feasible,12.0,0.6,True,20,25.833333333333332,0.7,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0051_cosr_v0_0137_success_support_expansion,cosr_v0_0137_success_support_expansion,cosr_v0_0137_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,steady_surface,public_gate,aeb_feasible,12.0,0.4,False,0,31.708333333333332,1.0999999999999996,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0052_cosr_v0_0138_success_support_expansion,cosr_v0_0138_success_support_expansion,cosr_v0_0138_success_support_expansion,success_support_expansion,success_stabilizer,stable_aeb,tier_c_boundary_near_miss,tier_c_boundary_near_miss,steady_surface,public_gate,aeb_feasible,12.0,0.6,False,0,23.833333333333332,0.7,6.25,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,False,0,True,True,True,True,True
tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion,cosr_v0_0139_success_support_expansion,cosr_v0_0139_success_support_expansion,success_support_expansion,success_stabilizer,stable_aes_only,tier_b_feasible_emergency,tier_b_feasible_emergency,post_friction_step,public_gate,aes_feasible,12.0,0.4,True,20,18.0,0.4,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
