workload_id,panel_source_id,panel_task_family,profile_name,source_origin,source_kind,source_edge,window_tag,environment_rollout_scheduled,training_scheduled,profile_specific_tuning
m2020-active-safety-0004::T1_reactive_active_safety::L2_window_25,m2020-active-safety-0004,T1_reactive_active_safety,L2_window_25,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0004::T1_reactive_active_safety::L2_window_25_current_tiled,m2020-active-safety-0004,T1_reactive_active_safety,L2_window_25_current_tiled,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0004::T1_reactive_active_safety::L2_window_50,m2020-active-safety-0004,T1_reactive_active_safety,L2_window_50,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0004::T1_reactive_active_safety::L2_window_50_current_tiled,m2020-active-safety-0004,T1_reactive_active_safety,L2_window_50_current_tiled,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0004::T1_reactive_active_safety::L2_window_100,m2020-active-safety-0004,T1_reactive_active_safety,L2_window_100,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0004::T1_reactive_active_safety::L2_window_100_current_tiled,m2020-active-safety-0004,T1_reactive_active_safety,L2_window_100_current_tiled,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0004::T1_reactive_active_safety::L3_online_gru,m2020-active-safety-0004,T1_reactive_active_safety,L3_online_gru,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0004::T1_reactive_active_safety::L3_reset_control_corrected,m2020-active-safety-0004,T1_reactive_active_safety,L3_reset_control_corrected,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L0_current_masked,m2020-active-safety-0005,T1_reactive_active_safety,L0_current_masked,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L1_one_step,m2020-active-safety-0005,T1_reactive_active_safety,L1_one_step,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_13,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_13,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_13_current_tiled,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_13_current_tiled,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_25,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_25,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_25_current_tiled,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_25_current_tiled,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_50,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_50,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_50_current_tiled,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_50_current_tiled,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_100,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_100,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L2_window_100_current_tiled,m2020-active-safety-0005,T1_reactive_active_safety,L2_window_100_current_tiled,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L3_online_gru,m2020-active-safety-0005,T1_reactive_active_safety,L3_online_gru,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m2020-active-safety-0005::T1_reactive_active_safety::L3_reset_control_corrected,m2020-active-safety-0005,T1_reactive_active_safety,L3_reset_control_corrected,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L0_current_masked,m1680-spec-0000,T2_same_current_different_older_history,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L1_one_step,m1680-spec-0000,T2_same_current_different_older_history,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_13,m1680-spec-0000,T2_same_current_different_older_history,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_13_current_tiled,m1680-spec-0000,T2_same_current_different_older_history,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_25,m1680-spec-0000,T2_same_current_different_older_history,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_25_current_tiled,m1680-spec-0000,T2_same_current_different_older_history,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_50,m1680-spec-0000,T2_same_current_different_older_history,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_50_current_tiled,m1680-spec-0000,T2_same_current_different_older_history,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_100,m1680-spec-0000,T2_same_current_different_older_history,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L2_window_100_current_tiled,m1680-spec-0000,T2_same_current_different_older_history,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L3_online_gru,m1680-spec-0000,T2_same_current_different_older_history,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T2_same_current_different_older_history::L3_reset_control_corrected,m1680-spec-0000,T2_same_current_different_older_history,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L0_current_masked,m1680-spec-0001,T2_same_current_different_older_history,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L1_one_step,m1680-spec-0001,T2_same_current_different_older_history,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_13,m1680-spec-0001,T2_same_current_different_older_history,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_13_current_tiled,m1680-spec-0001,T2_same_current_different_older_history,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_25,m1680-spec-0001,T2_same_current_different_older_history,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_25_current_tiled,m1680-spec-0001,T2_same_current_different_older_history,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_50,m1680-spec-0001,T2_same_current_different_older_history,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_50_current_tiled,m1680-spec-0001,T2_same_current_different_older_history,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_100,m1680-spec-0001,T2_same_current_different_older_history,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L2_window_100_current_tiled,m1680-spec-0001,T2_same_current_different_older_history,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L3_online_gru,m1680-spec-0001,T2_same_current_different_older_history,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T2_same_current_different_older_history::L3_reset_control_corrected,m1680-spec-0001,T2_same_current_different_older_history,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
