seed,policy,steps,terminated,truncated,mu,initial_mu,mass,mass_scale,inertia_scale,cg_shift,tire_stiffness_scale,brake_scale,drive_scale,steer_tau_scale,drive_tau_scale,friction_step_at,friction_step_applied,obstacle_enabled,obstacle_label,collision,obstacle_completed,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,termination_reason,obstacle_passed_raw,completion_reason,outcome_bucket,return,mean_reward,lateral_rmse,lateral_peak,beta_abs_error_mean,beta_abs_peak,high_sideslip_fraction,speed_mean,action_rate_mean,plan_horizon,plan_action_rate_mean,plan_first_action_error_mean,dt,track_width,first_obstacle_pass_step,first_obstacle_pass_time_s,first_recovery_step,first_recovery_time_s,recovery_success,recovery_time_proxy,max_abs_beta,max_abs_yaw_rate,drift_used,controlled_drift_recovery_success,impact_speed_proxy,impact_beta_abs,impact_yaw_rate_abs,impact_severity_proxy,collision_mitigation_score,max_off_track_overshoot,time_to_first_off_track_s,off_track_severity_proxy,left_curve_steps,left_curve_lateral_rmse,left_curve_beta_abs_error_mean,left_curve_speed_mean,left_curve_reward_mean,right_curve_steps,right_curve_lateral_rmse,right_curve_beta_abs_error_mean,right_curve_speed_mean,right_curve_reward_mean,near_zero_steps,near_zero_lateral_rmse,near_zero_beta_abs_error_mean,near_zero_speed_mean,near_zero_reward_mean,workload_id,task_source_id,candidate_source_id,repair_candidate_id,repair_source_kind,selection_quota_name,source_role_semantics,parent_feasibility_tier_id,parent_surface_variant,normalized_surface_variant,source_split,base_geometry_source,representative_cell_rule,profile_name,profile_config_path,checkpoint_path,source_v1_bounded_panel_spec_id,source_scenario_spec_id,speed_ref,friction_step_enabled,obstacle_distance,obstacle_half_width,threshold_score,time_to_obstacle,time_after_friction_step,preflight_sampled_obstacle_label,eval_seed,success,task_quality_calibrated_measured_execution,environment_rollout_started,policy_action_executed,measured_rollout_started,training_started,replay_started,ppo_used,promoted,private_holdout_used,actor_input_contract_changed,profile_specific_tuning,controller_family_ranking_claim_made,paper_level_claim_made,level3_self_id_claim_made,sampled_obstacle_label
197651,checkpoint,16,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,45.502369557531466,1.5,44.002369557531466,off_track,False,off_track,off_track_noncollision_noncompletion,4.760436801714676,0.29752730010716727,2.5645695812834735,5.170234082863384,0.3470576777813525,0.12768420321827742,0.0,18.134924717423367,0.013711848296225071,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.12768420321827742,0.832156082482053,False,False,nan,nan,nan,nan,0.0,0.17023408286338437,0.8,0.17023408286338437,16,2.5645695812834735,0.3470576777813525,18.134924717423367,0.29752730010716727,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood::L2_window_25_current_tiled,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_25_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25_current_tiled/seed_167400/checkpoint.pt,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood_scenario,18.0,True,60.0,0.6,4.086666666666668,3.3333333333333335,2.3333333333333335,aeb_feasible,197651,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197652,checkpoint,16,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,45.538349078920355,1.5,44.038349078920355,off_track,False,off_track,off_track_noncollision_noncompletion,2.7510122723186066,0.1719382670199129,2.7554264701817783,5.471238912617096,0.3514844341758111,0.11591607795442611,0.0,18.090949456459818,0.009134138002991676,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.11591607795442611,0.8322971044756002,False,False,nan,nan,nan,nan,0.0,0.47123891261709616,0.8,0.47123891261709616,16,2.7554264701817783,0.3514844341758111,18.090949456459818,0.1719382670199129,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood::L2_window_50,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_50,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50/seed_167400/checkpoint.pt,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood_scenario,18.0,True,60.0,0.6,4.086666666666668,3.3333333333333335,2.3333333333333335,aeb_feasible,197652,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197653,checkpoint,17,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,44.596461091573374,1.5,43.096461091573374,off_track,False,off_track,off_track_noncollision_noncompletion,5.405675367093025,0.3179809039466485,2.62659523443759,5.447016486104143,0.24015798423679577,0.1536024242435297,0.0,18.13868440791043,0.013767775148153305,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.1536024242435297,0.8314297771093792,False,False,nan,nan,nan,nan,0.0,0.44701648610414324,0.8500000000000001,0.44701648610414324,17,2.62659523443759,0.24015798423679577,18.13868440791043,0.3179809039466485,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood::L2_window_50_current_tiled,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_50_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50_current_tiled/seed_167400/checkpoint.pt,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood_scenario,18.0,True,60.0,0.6,4.086666666666668,3.3333333333333335,2.3333333333333335,aeb_feasible,197653,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197654,checkpoint,17,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,44.63872474457765,1.5,43.13872474457765,off_track,False,off_track,off_track_noncollision_noncompletion,8.092567434154164,0.4760333784796567,2.5973789697151957,5.0346471773994494,0.26369591763103156,0.7003335666463912,0.47058823529411764,18.167095470795868,0.005594387650489807,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.7003335666463912,1.2570130392936372,True,False,nan,nan,nan,nan,0.0,0.03464717739944945,0.8500000000000001,0.03464717739944945,17,2.5973789697151957,0.26369591763103156,18.167095470795868,0.4760333784796567,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood::L3_online_gru,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood_scenario,18.0,True,60.0,0.6,4.086666666666668,3.3333333333333335,2.3333333333333335,aeb_feasible,197654,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197655,checkpoint,18,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,43.868513611140735,1.5,42.368513611140735,off_track,False,off_track,off_track_noncollision_noncompletion,11.168220423530132,0.6204566901961184,2.4619303835642654,5.092380041664651,0.2025109298009803,0.8142864068848832,0.5555555555555556,17.994032051485107,0.0031586133409291506,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.8142864068848832,1.2551777860767535,True,False,nan,nan,nan,nan,0.0,0.09238004166465075,0.9,0.09238004166465075,18,2.4619303835642654,0.2025109298009803,17.994032051485107,0.6204566901961184,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood::L3_reset_control_corrected,tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L3_reset_control_corrected,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_reset_control_corrected_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_reset_control_corrected/seed_167400/checkpoint.pt,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood_scenario,18.0,True,60.0,0.6,4.086666666666668,3.3333333333333335,2.3333333333333335,aeb_feasible,197655,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197656,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,43.195765573266776,1.4,41.79576557326678,off_track,False,off_track,off_track_noncollision_noncompletion,5.13829412233774,0.2704365327546179,2.5841131208490276,5.336331312083139,0.4202942501421014,0.38634007583946817,0.10526315789473684,17.804467578728588,0.005823219660669565,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.38634007583946817,0.8348095185315675,True,False,nan,nan,nan,nan,0.0,0.33633131208313927,0.9500000000000001,0.33633131208313927,19,2.5841131208490276,0.4202942501421014,17.804467578728588,0.2704365327546179,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L0_current_masked,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L0_current_masked,runs/m1674_controller_family_one_seed_public_pilot/configs/L0_current_masked_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L0_current_masked/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197656,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197657,checkpoint,18,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,44.161691542027306,1.4,42.76169154202731,off_track,False,off_track,off_track_noncollision_noncompletion,3.536195418631009,0.19645530103505607,2.8067682339292626,5.430874932273994,0.3724821418164584,0.5882083550452104,0.4444444444444444,17.634223871679374,0.005682128481566906,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.5882083550452104,0.8706285518862135,True,False,nan,nan,nan,nan,0.0,0.4308749322739942,0.9,0.4308749322739942,18,2.8067682339292626,0.3724821418164584,17.634223871679374,0.19645530103505607,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L1_one_step,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L1_one_step,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197657,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197658,checkpoint,16,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,45.537918155520366,1.4,44.13791815552037,off_track,False,off_track,off_track_noncollision_noncompletion,4.732710195638254,0.2957943872273909,2.529626565279886,5.200429486377104,0.3163468466687571,0.0932891724924076,0.0,18.09076924686346,0.008793298155069351,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.0932891724924076,0.8423957870711289,False,False,nan,nan,nan,nan,0.0,0.20042948637710367,0.8,0.20042948637710367,16,2.529626565279886,0.3163468466687571,18.09076924686346,0.2957943872273909,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_100,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_100,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197658,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197659,checkpoint,17,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,44.65975148566461,1.4,43.25975148566461,off_track,False,off_track,off_track_noncollision_noncompletion,4.224989915703819,0.2485288185708129,2.781025014220042,5.481247649786322,0.363455451913834,0.2944676029660844,0.0,18.067282119756168,0.009139232337474823,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.2944676029660844,0.8314796106937608,False,False,nan,nan,nan,nan,0.0,0.4812476497863223,0.8500000000000001,0.4812476497863223,17,2.781025014220042,0.363455451913834,18.067282119756168,0.2485288185708129,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_100_current_tiled,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_100_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197659,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197660,checkpoint,15,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,46.45966287673242,1.4,45.059662876732425,off_track,False,off_track,off_track_noncollision_noncompletion,2.2797764044418627,0.1519850936294575,2.797383461217353,5.322241228891151,0.39084271851882907,0.1634399559389368,0.0,18.093907865134373,0.008993053808808327,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.1634399559389368,0.8308258363055074,False,False,nan,nan,nan,nan,0.0,0.32224122889115137,0.75,0.32224122889115137,15,2.797383461217353,0.39084271851882907,18.093907865134373,0.1519850936294575,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_13,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_13,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197660,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197661,checkpoint,18,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,43.70722884306809,1.4,42.30722884306809,off_track,False,off_track,off_track_noncollision_noncompletion,1.2594773844984037,0.06997096580546687,2.5948532345722066,5.620153164735392,0.5988314037302798,0.1495124449514606,0.0,18.13836268452446,0.013190723024308681,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.1495124449514606,0.8342156372284033,False,False,nan,nan,nan,nan,0.0,0.6201531647353917,0.9,0.6201531647353917,18,2.5948532345722066,0.5988314037302798,18.13836268452446,0.06997096580546687,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_13_current_tiled,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_13_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13_current_tiled/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197661,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197662,checkpoint,16,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,45.53969037613398,1.4,44.139690376133984,off_track,False,off_track,off_track_noncollision_noncompletion,4.938892367888008,0.3086807729930005,2.568327537914493,5.208734907285482,0.31199946419882063,0.16773935713943347,0.0,18.086650053028944,0.009318708442151546,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.16773935713943347,0.8306091612715574,False,False,nan,nan,nan,nan,0.0,0.20873490728548205,0.8,0.20873490728548205,16,2.568327537914493,0.31199946419882063,18.086650053028944,0.3086807729930005,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_25,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_25,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197662,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197663,checkpoint,16,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,45.50377926276057,1.4,44.10377926276057,off_track,False,off_track,off_track_noncollision_noncompletion,4.019110668221877,0.25119441676386733,2.553371754173235,5.152529725690325,0.4198441722761891,0.08751850623161252,0.0,18.135960584090732,0.012848475947976112,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.08751850623161252,0.86018539989687,False,False,nan,nan,nan,nan,0.0,0.15252972569032508,0.8,0.15252972569032508,16,2.553371754173235,0.4198441722761891,18.135960584090732,0.25119441676386733,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_25_current_tiled,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_25_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25_current_tiled/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197663,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197664,checkpoint,16,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,45.54357067943524,1.4,44.14357067943524,off_track,False,off_track,off_track_noncollision_noncompletion,2.8705190649093986,0.1794074415568374,2.9032959487874885,5.509561229938679,0.24329121938800813,0.14898929068751066,0.0,18.08018648271234,0.009423741139471531,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.14898929068751066,0.8306990729938616,False,False,nan,nan,nan,nan,0.0,0.5095612299386794,0.8,0.5095612299386794,16,2.9032959487874885,0.24329121938800813,18.08018648271234,0.1794074415568374,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_50,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_50,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197664,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
197665,checkpoint,17,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,44.6369050643343,1.4,43.2369050643343,off_track,False,off_track,off_track_noncollision_noncompletion,3.13668862815833,0.18451109577401942,2.83367715398118,5.488613060625507,0.41592664036745114,0.2215983044856127,0.0,18.1053869309195,0.01064426451921463,1,nan,nan,0.05,5.0,nan,nan,nan,nan,False,nan,0.2215983044856127,0.8313286917532188,False,False,nan,nan,nan,nan,0.0,0.48861306062550725,0.8500000000000001,0.48861306062550725,17,2.83367715398118,0.41592664036745114,18.1053869309195,0.18451109577401942,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood::L2_window_50_current_tiled,tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_50_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50_current_tiled/seed_167400/checkpoint.pt,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood_scenario,18.0,True,60.0,0.5,4.385882352941178,3.3333333333333335,2.3333333333333335,aeb_feasible,197665,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
