task_source_id,profile_name,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,success_profile_count,profiles_with_success,success_source_count,sources_with_success,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L2_window_13,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.627194027110228,14.643392716127238,53.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L2_window_13_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,0.46251130452083045,9.163604006112399,65.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L2_window_25,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,17.719188055899913,26.444596067803882,66.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L2_window_25_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.616907291133103,12.476411308924774,48.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,5.798544899097001,18.07836980203833,59.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L2_window_50_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.530258005035996,3.4463122461964875,63.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L3_online_gru,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,8.45844151955164,54.80237925688077,92.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,15.242052146469074,41.68472141069195,77.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L0_current_masked,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,0.8473381124859523,37.238948374006256,77.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L1_one_step,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.640986644934976,34.840760556613354,91.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_100,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,9.503322643948202,24.213267788461845,60.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_100_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,0.9007790917657865,20.934614797942274,56.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_13,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,14.627118959691366,1.356186996532748,59.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_13_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.158872908925797,20.01789469694771,54.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_25,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,7.190475824236658,17.39423559626192,64.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_25_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.5020201865506655,12.570322041332318,50.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,14.508418772502079,41.29686036463851,79.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L2_window_50_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,14.388539195606475,0.4782395601475522,50.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0003-m2020-active-safety-0000,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,7.866740644927996,-23.825034438927943,158.0,1,L3_online_gru,1,m2033-smoke-0003-m2020-active-safety-0000,True,1,0,0,0,0,1
m2033-smoke-0003-m2020-active-safety-0000,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,7.870116950009155,31.317937615335993,86.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L0_current_masked,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,17.805494741740343,8.584845230486806,62.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L1_one_step,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,19.878628137934864,18.54374668645101,81.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_100,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,25.8145844989281,7.153150504575603,71.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_100_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,5.714288516266329,8.210795244889644,60.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_13,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,28.920538882038162,10.977050429711579,59.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_13_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,3.8977927055761095,13.651154204189679,58.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_25,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,2.7339490151226062,10.374047570302196,67.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_25_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,17.997445488989,17.597266940491565,61.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.629224235521109,12.855728597270016,59.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L2_window_50_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,22.61050666771704,18.777214574656,77.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L3_online_gru,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.783664766130357,50.910940570661495,100.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0004-m1680-spec-0003,L3_reset_control_corrected,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,1.7881866298775773,79.94495332450883,92.0,1,L3_reset_control_corrected,1,m2033-smoke-0004-m1680-spec-0003,True,1,0,0,0,0,1
m2033-smoke-0005-m1680-spec-0000,L0_current_masked,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,10.758730328171609,11.010060728371288,84.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L1_one_step,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,21.089170208318812,20.499352654353498,106.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_100,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,7.017583997060808,13.354458083353421,63.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_100_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,9.507889561683179,25.64765046939686,69.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_13,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,6.279241912788214,3.712048107110597,66.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_13_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,6.596005339613122,17.528202110650216,74.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_25,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,26.628351416423907,14.356510249584211,68.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_25_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,26.29008118700422,11.030751445714447,69.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,12.97470760609096,18.385120466094108,71.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L2_window_50_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,22.26060080424948,16.62051116861116,78.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0005-m1680-spec-0000,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,2.1517263228823267,111.43358745596464,85.0,1,L3_online_gru,1,m2033-smoke-0005-m1680-spec-0000,True,1,0,0,0,0,1
m2033-smoke-0005-m1680-spec-0000,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.510524971594442,49.41203658360928,85.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L0_current_masked,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,0.5950317654841326,36.91927753201668,84.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L1_one_step,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.10780532040936,10.736584436361852,71.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_100,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,8.811336227731065,4.907338770839077,67.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_100_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,25.659482464285418,7.401993147936392,71.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_13,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,29.37505236640331,6.291395852186758,72.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_13_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,19.96967184885047,16.801293500764302,60.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_25,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,24.375402693374784,20.733835532663125,73.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_25_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,18.4599624832536,15.180753972674413,76.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,9.002270582361891,32.92214033266165,74.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L2_window_50_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.594133525750598,26.702264114930426,65.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0006-m1680-spec-0005,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,6.037136287268975,79.12352452678834,133.0,1,L3_online_gru,1,m2033-smoke-0006-m1680-spec-0005,True,1,0,0,0,0,1
m2033-smoke-0006-m1680-spec-0005,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.878362573719034,29.706603088881433,74.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L0_current_masked,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,2.9170640313672065,30.32538722121978,82.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L1_one_step,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,14.0954382942758,34.346146826458686,81.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_100,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.027748520941639,27.723333159081733,71.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_100_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,8.649650857952883,14.336846716161936,71.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_13,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.54075535714914,9.376701642742981,72.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_13_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.384639952263568,17.290726083714507,58.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_25,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,7.799847568535133,24.285582647571626,75.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_25_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,18.39177265158584,19.791909695392636,62.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.766472987043404,10.858511032772423,70.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L2_window_50_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.482159546062668,19.916808590192932,73.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0007-m1680-spec-0006,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,5.641251067649519,98.82220457092814,100.0,1,L3_online_gru,1,m2033-smoke-0007-m1680-spec-0006,True,1,0,0,0,0,1
m2033-smoke-0007-m1680-spec-0006,L3_reset_control_corrected,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,3.0256484417800857,103.34095386031561,95.0,1,L3_reset_control_corrected,1,m2033-smoke-0007-m1680-spec-0006,True,1,0,0,0,0,1
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L0_current_masked,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.29837405391439,36.37330413913591,90.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L1_one_step,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,7.159901971671904,-44.222440316900816,197.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_100,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,28.061960281907478,14.160195782478677,68.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_100_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,6.43984482233627,15.46553102900133,69.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_13,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,24.028104637780395,23.164611577195235,66.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_13_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,3.1124860978433833,23.055639813386364,73.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_25,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.31202054995304,4.332833273003855,71.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_25_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.315526309923808,-0.08477598047847845,59.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.896310869750465,16.607553288272918,63.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L2_window_50_current_tiled,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,28.153985583269836,18.464038810339233,61.0,0,,0,,True,0,0,1,1,0,0
m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.29040469360120813,55.16641358328714,96.0,1,L3_online_gru,1,m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,True,1,0,0,0,0,1
