policy,key,seed,source_condition,source_step,paired_step,target_obstacle_distance,relocated_obstacle_body_y,relocated_obstacle_half_width,reference_normal_margin,reference_wrong_history_margin,reference_margin_gap,found_rows,accepted,normal_success,normal_margin,wrong_history_margin,margin_gap,margin_gap_delta_vs_reference
m399_base,9958|perturbed|39|36,9958,perturbed,39,36,9.5,-1.2,0.9,0.0003789526382989,-0.0017575737172665,0.0021365263555654,1,False,False,-0.0013438781762931118,-0.00354124923283905,0.002197371056545938,6.084470098053794e-05
m399_base,9998|perturbed|25|25,9998,perturbed,25,25,11.0,-1.0,1.4,0.0009823463918734,-0.0006409188329237,0.0016232652247971,1,True,True,0.0008970422353447027,-0.0008437612228622271,0.0017408034582069298,0.0001175382334098298
m399_base,9951|perturbed|35|32,9951,perturbed,35,32,10.0,-1.2,1.4,0.0009230125498942,-5.206639750454656e-06,0.0009282191896446,1,False,False,-0.000210187659470229,-0.0014642452326132371,0.0012540575731430081,0.0003258383834984081
m399_base,10038|perturbed|38|38,10038,perturbed,38,38,11.5,-0.8,1.2,0.2890381016548282,0.2856726699034304,0.0033654317513978,1,True,True,0.28845707728383996,0.284735706993565,0.0037213702902749723,0.00035593853887717214
m399_base,9910|perturbed|38|35,9910,perturbed,38,35,10.5,-0.8,1.2,0.2832964319330338,0.278028793325102,0.0052676386079317,1,True,True,0.288467308261227,0.2798950548063259,0.008572253454901091,0.0033046148469693913
m399_base,9907|perturbed|27|18,9907,perturbed,27,18,10.5,-1.2,0.7,0.1110636578472228,0.0835755297944174,0.0274881280528054,1,True,True,0.10288410705734186,0.0805486565353477,0.02233545052199415,-0.0051526775308112505
m399_base,10033|perturbed|29|23,10033,perturbed,29,23,9.5,-1.2,0.7,0.0354981689906621,0.0127290479055686,0.0227691210850935,1,True,True,0.026257621850723778,0.00829080239293467,0.017966819457789107,-0.004802301627304394
m399_base,10033|perturbed|26|23,10033,perturbed,26,23,9.5,-1.2,0.7,0.1081897916553806,0.0957178523693589,0.0124719392860217,1,True,True,0.09814508820630574,0.08929222876880138,0.008852859437504357,-0.003619079848517344
m399_base,9982|perturbed|42|39,9982,perturbed,42,39,9.5,-1.2,0.7,0.075174154491783,0.0393208094407531,0.0358533450510298,1,True,True,0.06261196462273255,0.028706659826384096,0.03390530479634846,-0.0019480402546813436
m399_base,10000|perturbed|41|32,10000,perturbed,41,32,10.5,-1.2,0.9,0.0050161496310765,0.0014393044718794,0.003576845159197,1,True,True,0.003660609113227853,0.0009002918843297181,0.002760317228898135,-0.0008165279302988653
m399_base,10006|perturbed|37|40,10006,perturbed,37,40,12.5,-1.2,0.7,0.1003727975190202,0.0769199235577666,0.0234528739612536,1,True,True,0.0987544044209887,0.07555823252971461,0.023196171891274098,-0.0002567020699795024
m399_base,10000|perturbed|38|32,10000,perturbed,38,32,9.5,-1.2,0.7,0.0965907772850815,0.0932045950781028,0.0033861822069787,1,True,True,0.09532320543951811,0.09265940810515794,0.002663797334360174,-0.000722384872618526
m399_base,10033|perturbed|29|23,10033,perturbed,29,23,10.0,-1.2,0.7,0.2034605154066446,0.197222626621095,0.0062378887855496,1,True,True,0.20065424508444085,0.1950690740989829,0.005585170985457966,-0.0006527178000916341
m399_base,10012|perturbed|39|36,10012,perturbed,39,36,12.5,-0.8,1.4,0.2369755133069353,0.2332725531660848,0.0037029601408504,1,True,True,0.23410883877076394,0.23046273460838895,0.0036461041623749857,-5.685597847541416e-05
m399_base,9969|perturbed|40|40,9969,perturbed,40,40,12.0,-0.8,1.4,0.0956784811818063,0.0920842752843982,0.0035942058974081,1,True,True,0.11219693833315203,0.1087850216041546,0.003411916728997433,-0.00018228916841066733
m399_base,9969|perturbed|40|40,9969,perturbed,40,40,12.0,-0.8,1.3,0.1984476415859366,0.1949656636849788,0.0034819779009578,1,True,True,0.21468149730288744,0.21136406557454634,0.0033174317283410915,-0.00016454617261670848
m399_base,9872|perturbed|21|18,9872,perturbed,21,18,12.0,-1.2,1.2,0.0021623914801365,-0.0053157644763204,0.0074781559564569,1,True,True,0.0022842558832865123,-0.005510768802313493,0.007795024685600005,0.00031686872914310493
m399_base,9863|perturbed|23|26,9863,perturbed,23,26,12.5,-1.0,0.7,0.0792707319439862,0.0740369785912569,0.0052337533527293,1,True,True,0.08012652458797165,0.07477358873080076,0.005352935857170893,0.00011918250444159333
m399_base,9951|perturbed|32|32,9951,perturbed,32,32,9.5,-1.2,1.0,0.0965634837205002,0.0939439594994684,0.0026195242210318,1,True,True,0.09476558865205353,0.09270443351615687,0.002061155135896664,-0.0005583690851351359
m399_base,9951|perturbed|35|32,9951,perturbed,35,32,9.5,-1.2,1.0,0.0724866509094921,0.0689335186742547,0.0035531322352373,1,True,True,0.07120409954812268,0.06821761939611637,0.00298648015200631,-0.0005666520832309902
m399_base,9939|perturbed|24|27,9939,perturbed,24,27,12.5,-0.8,1.4,0.2304414627401816,0.214707880328631,0.0157335824115505,1,True,True,0.22630227474269793,0.21039333464907495,0.01590894009362298,0.00017535768207247934
m399_base,9919|perturbed|34|31,9919,perturbed,34,31,10.0,-0.8,1.4,0.082353802138078,0.0788851514039294,0.0034686507341485,1,True,True,0.08044808398043557,0.07709447855799478,0.0033536054224407863,-0.00011504531170771371
m399_base,9919|perturbed|34|31,9919,perturbed,34,31,10.0,-0.8,1.3,0.1823739175394649,0.1790391956314332,0.0033347219080317,1,True,True,0.1804920243398862,0.17726733477509793,0.0032246895647882745,-0.00011003234324342536
m399_base,9880|perturbed|35|35,9880,perturbed,35,35,12.5,-0.8,0.8,0.061465002869794,0.0542687640629431,0.0071962388068509,1,True,True,0.058641280092620374,0.051312169981793554,0.00732911011082682,0.00013287130397591964
m399_base,9872|perturbed|21|18,9872,perturbed,21,18,12.5,-0.8,1.3,0.0019941568862753,-0.0055261351010158,0.0075202919872912,1,True,True,0.002469383803679559,-0.005349581673776971,0.00781896547745653,0.0002986734901653295
m399_base,9863|perturbed|29|26,9863,perturbed,29,26,12.5,-1.0,0.8,0.0182323023794637,0.0139481039063005,0.0042841984731631,1,True,True,0.01973279835124586,0.015481811782003696,0.0042509865692421656,-3.3211903920934635e-05
m399_base,9958|perturbed|45|39,9958,perturbed,45,39,12.5,-1.2,1.4,0.1708610861034531,0.1638720018639077,0.0069890842395454,1,True,True,0.16783262302122592,0.16059090785640162,0.007241715164824303,0.0002526309252789032
m399_base,9939|perturbed|27|27,9939,perturbed,27,27,12.5,-0.8,1.4,0.2983142136647632,0.2875190726391765,0.0107951410255866,1,True,True,0.29342976952305166,0.2825664895963489,0.010863279926702774,6.813890111617357e-05
m399_base,9863|perturbed|26|26,9863,perturbed,26,26,12.5,-1.0,0.7,0.0956727060991262,0.0906783899557879,0.0049943161433383,1,True,True,0.09683766971112218,0.09174729396377135,0.005090375747350828,9.605960401252826e-05
m399_base,9958|perturbed|45|39,9958,perturbed,45,39,12.5,-1.0,1.4,0.027745200360838,0.0206921678821134,0.0070530324787245,1,True,True,0.024879117040453202,0.0175761353214976,0.0073029817189556034,0.0002499492402311034
m964_direction_target_a0_15,9982|perturbed|45|39,9982,perturbed,45,39,9.5,-1.2,0.7,0.0149978353286703,-0.0261497596537358,0.0411475949824062,1,False,False,-0.004929549263047894,-0.04011003579071515,0.035180486527667254,-0.005967108454738947
m964_direction_target_a0_15,10033|perturbed|26|23,10033,perturbed,26,23,9.5,-1.2,0.8,0.0155923961580906,0.0026642238052345,0.012928172352856,1,True,True,0.00020159511747097625,-0.008339954116906023,0.008541549234377,-0.004386623118479
m964_direction_target_a0_15,10000|perturbed|41|32,10000,perturbed,41,32,10.5,-1.2,0.8,0.1031687161772374,0.1000000722786063,0.0031686438986311,1,True,True,0.10129518509196656,0.09915794802088351,0.0021372370710830424,-0.0010314068275480578
m964_direction_target_a0_15,10000|perturbed|35|32,10000,perturbed,35,32,11.0,-1.2,1.0,0.0123530219514804,0.0098659255114006,0.0024870964400798,1,False,True,0.009878055413900633,0.008274739963120448,0.001603315450780185,-0.0008837809892996151
m964_direction_target_a0_15,9951|perturbed|32|32,9951,perturbed,32,32,9.5,-1.2,0.9,0.1956232312023809,0.1931671709652069,0.0024560602371739,1,False,True,0.19353096005198256,0.1918115223223693,0.001719437729613249,-0.0007366225075606508
m964_direction_target_a0_15,9907|perturbed|27|18,9907,perturbed,27,18,10.5,-1.2,0.8,0.0073485332252682,-0.0118964383557684,0.0192449715810367,1,True,True,0.0022743888940202073,-0.017975094609696818,0.020249483503717025,0.001004511922680324
m964_direction_target_a0_15,9919|perturbed|37|31,9919,perturbed,37,31,10.0,-0.8,1.4,0.1280510241238719,0.125626650760763,0.0024243733631088,1,True,True,0.1270415484221541,0.1248791067062327,0.0021624417159213927,-0.00026193164718740737
m964_direction_target_a0_15,9919|perturbed|37|31,9919,perturbed,37,31,10.0,-0.8,1.3,0.2280034102600425,0.225709853505799,0.0022935567542434,1,True,True,0.22703765731556036,0.22496858871663683,0.002069068598923529,-0.0002244881553198708
m964_direction_target_a0_15,10004|perturbed|31|31,10004,perturbed,31,31,9.5,-1.0,0.8,0.0003408507153677,-0.0004319160483368,0.0007727667637045,1,False,True,0.0037206087120360554,0.003072668797478695,0.0006479399145573606,-0.0001248268491471394
m964_direction_target_a0_15,10023|perturbed|12|12,10023,perturbed,12,12,11.0,-0.8,1.2,0.049366756123812,0.0473044881675295,0.0020622679562825,1,True,True,0.04913268278291616,0.04703542211898837,0.0020972606639277913,3.4992707645291506e-05
m964_direction_target_a0_15,9958|perturbed|39|36,9958,perturbed,39,36,9.5,-1.2,0.9,0.0003789526382989,-0.0017575737172665,0.0021365263555654,1,False,False,-0.0005780571264164536,-0.002716003094115127,0.0021379459676986734,1.419612133273223e-06
m964_direction_target_a0_15,9998|perturbed|25|25,9998,perturbed,25,25,11.0,-1.0,1.4,0.0009823463918734,-0.0006409188329237,0.0016232652247971,1,True,True,0.0016028613633798372,-0.00014569705764388985,0.001748558421023727,0.00012529319622662702
m964_direction_target_a0_15,9951|perturbed|35|32,9951,perturbed,35,32,10.0,-1.2,1.4,0.0009230125498942,-5.206639750454656e-06,0.0009282191896446,1,True,True,0.00013127307046056913,-0.0012136200166112943,0.0013448930870718634,0.00041667389742726336
m964_direction_target_a0_15,10038|perturbed|38|38,10038,perturbed,38,38,11.5,-0.8,1.2,0.2890381016548282,0.2856726699034304,0.0033654317513978,1,True,True,0.29127693033744784,0.2872655564489883,0.004011373888459513,0.0006459421370617127
m964_direction_target_a0_15,9910|perturbed|38|35,9910,perturbed,38,35,10.5,-0.8,1.2,0.2832964319330338,0.278028793325102,0.0052676386079317,1,True,True,0.29471721012313834,0.283948794743226,0.010768415379912355,0.005500776771980655
m964_direction_target_a0_15,9907|perturbed|27|18,9907,perturbed,27,18,10.5,-1.2,0.7,0.1110636578472228,0.0835755297944174,0.0274881280528054,1,True,True,0.09802347460856398,0.07813935888108192,0.019884115727482055,-0.007604012325323345
m964_direction_target_a0_15,10033|perturbed|29|23,10033,perturbed,29,23,9.5,-1.2,0.7,0.0354981689906621,0.0127290479055686,0.0227691210850935,1,True,True,0.021287543460322578,0.004545219357494412,0.016742324102828166,-0.006026796982265336
m964_direction_target_a0_15,10033|perturbed|26|23,10033,perturbed,26,23,9.5,-1.2,0.7,0.1081897916553806,0.0957178523693589,0.0124719392860217,1,True,True,0.09316878799126393,0.08518037786695465,0.007988410124309286,-0.004483529161712414
m964_direction_target_a0_15,9982|perturbed|42|39,9982,perturbed,42,39,9.5,-1.2,0.7,0.075174154491783,0.0393208094407531,0.0358533450510298,1,True,True,0.05537675536584019,0.02270553962704458,0.03267121573879561,-0.0031821293122341887
m964_direction_target_a0_15,10000|perturbed|41|32,10000,perturbed,41,32,10.5,-1.2,0.9,0.0050161496310765,0.0014393044718794,0.003576845159197,1,True,True,0.0028708836849440367,0.00046190575522953026,0.0024089779297145064,-0.0011678672294824937
m964_direction_target_a0_15,10006|perturbed|37|40,10006,perturbed,37,40,12.5,-1.2,0.7,0.1003727975190202,0.0769199235577666,0.0234528739612536,1,True,True,0.10249724520254411,0.07962181626257725,0.022875428939966858,-0.0005774450212867425
m964_direction_target_a0_15,10000|perturbed|38|32,10000,perturbed,38,32,9.5,-1.2,0.7,0.0965907772850815,0.0932045950781028,0.0033861822069787,1,True,True,0.094558362300313,0.09219813326341342,0.002360229036899586,-0.001025953170079114
m964_direction_target_a0_15,10033|perturbed|29|23,10033,perturbed,29,23,10.0,-1.2,0.7,0.2034605154066446,0.197222626621095,0.0062378887855496,1,True,True,0.19911399166917843,0.19375266961486992,0.005361322054308504,-0.000876566731241096
m964_direction_target_a0_15,10012|perturbed|39|36,10012,perturbed,39,36,12.5,-0.8,1.4,0.2369755133069353,0.2332725531660848,0.0037029601408504,1,True,True,0.23706730041371094,0.23363410744706448,0.003433192966646459,-0.00026976717420394095
m964_direction_target_a0_15,9969|perturbed|40|40,9969,perturbed,40,40,12.0,-0.8,1.4,0.0956784811818063,0.0920842752843982,0.0035942058974081,1,True,True,0.1267448471612136,0.12351664086115699,0.003228206300056602,-0.0003659995973514982
m964_direction_target_a0_15,9969|perturbed|40|40,9969,perturbed,40,40,12.0,-0.8,1.3,0.1984476415859366,0.1949656636849788,0.0034819779009578,1,True,True,0.2291494898392621,0.22600517921305263,0.0031443106262094567,-0.00033766727474834326
m964_direction_target_a0_15,9872|perturbed|21|18,9872,perturbed,21,18,12.0,-1.2,1.2,0.0021623914801365,-0.0053157644763204,0.0074781559564569,1,True,True,0.0036187672179432973,-0.004011887382642243,0.00763065460058554,0.00015249864412864023
m964_direction_target_a0_15,9863|perturbed|23|26,9863,perturbed,23,26,12.5,-1.0,0.7,0.0792707319439862,0.0740369785912569,0.0052337533527293,1,True,True,0.08157175439661857,0.07638306910460346,0.005188685292015105,-4.506806071419463e-05
m964_direction_target_a0_15,9951|perturbed|32|32,9951,perturbed,32,32,9.5,-1.2,1.0,0.0965634837205002,0.0939439594994684,0.0026195242210318,1,False,True,0.09433734586901665,0.09240179200241183,0.0019355538666048222,-0.0006839703544269777
m964_direction_target_a0_15,9951|perturbed|35|32,9951,perturbed,35,32,9.5,-1.2,1.0,0.0724866509094921,0.0689335186742547,0.0035531322352373,1,True,True,0.07091228574275377,0.06804379632245694,0.002868489420296827,-0.0006846428149404732
m964_direction_target_a0_15,9939|perturbed|24|27,9939,perturbed,24,27,12.5,-0.8,1.4,0.2304414627401816,0.214707880328631,0.0157335824115505,1,True,True,0.22694466062597707,0.21116432958297526,0.015780331043001805,4.6748631451303674e-05
m964_direction_target_a0_15,9919|perturbed|34|31,9919,perturbed,34,31,10.0,-0.8,1.4,0.082353802138078,0.0788851514039294,0.0034686507341485,1,True,True,0.08162045312176325,0.07839994062582134,0.0032205124959419074,-0.00024813823820659265
m964_direction_target_a0_15,9919|perturbed|34|31,9919,perturbed,34,31,10.0,-0.8,1.3,0.1823739175394649,0.1790391956314332,0.0033347219080317,1,True,True,0.18165767991683923,0.17856055993923325,0.0030971199776059777,-0.0002376019304257222
m964_direction_target_a0_15,9880|perturbed|35|35,9880,perturbed,35,35,12.5,-0.8,0.8,0.061465002869794,0.0542687640629431,0.0071962388068509,1,True,True,0.05964265282386294,0.05241119951048723,0.007231453313375713,3.521450652481297e-05
m964_direction_target_a0_15,9872|perturbed|21|18,9872,perturbed,21,18,12.5,-0.8,1.3,0.0019941568862753,-0.0055261351010158,0.0075202919872912,1,True,True,0.0037146193985577725,-0.003975575186749847,0.007690194585307619,0.00016990259801641892
m964_direction_target_a0_15,9863|perturbed|29|26,9863,perturbed,29,26,12.5,-1.0,0.8,0.0182323023794637,0.0139481039063005,0.0042841984731631,1,True,True,0.021954976985176344,0.017822322136569424,0.00413265484860692,-0.00015154362455617985
m964_direction_target_a0_15,9958|perturbed|45|39,9958,perturbed,45,39,12.5,-1.2,1.4,0.1708610861034531,0.1638720018639077,0.0069890842395454,1,True,True,0.16993451756186095,0.1627970659480087,0.007137451613852264,0.0001483673743068641
m964_direction_target_a0_15,9939|perturbed|27|27,9939,perturbed,27,27,12.5,-0.8,1.4,0.2983142136647632,0.2875190726391765,0.0107951410255866,1,True,True,0.2940947971459935,0.2833280975144574,0.010766699631536092,-2.844139405050808e-05
m964_direction_target_a0_15,9863|perturbed|26|26,9863,perturbed,26,26,12.5,-1.0,0.7,0.0956727060991262,0.0906783899557879,0.0049943161433383,1,True,True,0.09867520781130135,0.09371011812693397,0.004965089684367374,-2.9226458970925753e-05
m964_direction_target_a0_15,9958|perturbed|45|39,9958,perturbed,45,39,12.5,-1.0,1.4,0.027745200360838,0.0206921678821134,0.0070530324787245,1,True,True,0.027000171943341478,0.01979526189991443,0.0072049100434270485,0.00015187756470254853
