execution_candidate_id,actor_head_delta_candidate_id,source_execution_admission_candidate_id,source_milestone,source_artifact,source_row_id,source_family,task_family,workload_id,task_source_id,profile_name,parent_checkpoint_path,parent_profile_config_path,actor_head_delta_panel_spec_ids,actor_head_delta_traceability_count,execution_admission_status,execution_scheduled_in_m2960,environment_reset_admitted,environment_rollout_scheduled,measured_validation_scheduled,training_scheduled,dependency_execution_scheduled,checkpoint_load_scheduled,checkpoint_save_scheduled,checkpoint_mutation_scheduled,profile_specific_tuning,actor_observation_dim,actor_action_dim,actor_input_contract_changed,hidden_oracle_actor_input_required,future_target_actor_input_required,route_labels_actor_visible,source_labels_actor_visible,evaluator_labels_actor_visible,diagnostic_labels_actor_visible,success_progress_labels_actor_visible,verdict_labels_actor_visible,ordinary_engineering_denominator_allowed_after_audit,validation_denominator_allowed,paper_denominator_allowed,high_fidelity_readiness_allowed,self_id_claim_allowed,diagnostic_only_no_verdict,parent_checkpoint_exists,parent_profile_config_exists,claim_boundary
m2960-execution-candidate-0011,m2956-actor-head-delta-candidate-0011,m2916-execution-admission-candidate-0011,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0002,exact_executable_reentry_baseline,T4,m1680-spec-0002::L3_online_gru,m1680-spec-0002,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0012,m2956-actor-head-delta-candidate-0012,m2916-execution-admission-candidate-0012,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0003,exact_executable_reentry_baseline,T4,m1680-spec-0004::L3_online_gru,m1680-spec-0004,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0013,m2956-actor-head-delta-candidate-0013,m2916-execution-admission-candidate-0013,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0004,exact_executable_reentry_baseline,T4,m1680-spec-0005::L3_online_gru,m1680-spec-0005,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0014,m2956-actor-head-delta-candidate-0014,m2916-execution-admission-candidate-0014,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0005,exact_executable_reentry_baseline,T4,m1680-spec-0006::L3_online_gru,m1680-spec-0006,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0015,m2956-actor-head-delta-candidate-0015,m2916-execution-admission-candidate-0015,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0006,exact_executable_reentry_baseline,T5,m1680-spec-0036::L3_online_gru,m1680-spec-0036,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0016,m2956-actor-head-delta-candidate-0016,m2916-execution-admission-candidate-0016,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0007,exact_executable_reentry_baseline,T5,m1680-spec-0038::L3_online_gru,m1680-spec-0038,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0017,m2956-actor-head-delta-candidate-0017,m2916-execution-admission-candidate-0017,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0008,exact_executable_reentry_baseline,T5,m1680-spec-0040::L3_online_gru,m1680-spec-0040,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0018,m2956-actor-head-delta-candidate-0018,m2916-execution-admission-candidate-0018,m2737,runs/m2737_engineering_controller_route_a_post_negative_diagnostic_source_diverse_closed_loop_evidence_surface_bounded_execution_preflight/candidate_execution_rows.csv,m2734-candidate-m2716-0009,exact_executable_reentry_baseline,T5,m1680-spec-0041::L3_online_gru,m1680-spec-0041,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0019,m2956-actor-head-delta-candidate-0019,m2916-execution-admission-candidate-0019,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0001,source_diverse_current_sim_offtrack,T4,m1680-spec-0000::L3_online_gru,m1680-spec-0000,L3_online_gru,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0020,m2956-actor-head-delta-candidate-0020,m2916-execution-admission-candidate-0020,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0002,source_diverse_current_sim_offtrack,T4,m1680-spec-0002::L3_online_gru,m1680-spec-0002,L3_online_gru,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0021,m2956-actor-head-delta-candidate-0021,m2916-execution-admission-candidate-0021,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0003,source_diverse_current_sim_offtrack,T4,m1680-spec-0004::L3_online_gru,m1680-spec-0004,L3_online_gru,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0022,m2956-actor-head-delta-candidate-0022,m2916-execution-admission-candidate-0022,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0004,source_diverse_current_sim_offtrack,T4,m1680-spec-0006::L3_online_gru,m1680-spec-0006,L3_online_gru,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0023,m2956-actor-head-delta-candidate-0023,m2916-execution-admission-candidate-0023,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0005,source_diverse_current_sim_offtrack,T5,m1680-spec-0036::L3_online_gru,m1680-spec-0036,L3_online_gru,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0024,m2956-actor-head-delta-candidate-0024,m2916-execution-admission-candidate-0024,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0006,source_diverse_current_sim_offtrack,T5,m1680-spec-0038::L3_online_gru,m1680-spec-0038,L3_online_gru,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0025,m2956-actor-head-delta-candidate-0025,m2916-execution-admission-candidate-0025,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0007,source_diverse_current_sim_offtrack,T5,m1680-spec-0040::L3_online_gru,m1680-spec-0040,L3_online_gru,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0026,m2956-actor-head-delta-candidate-0026,m2916-execution-admission-candidate-0026,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0008,exact_executable_reentry_baseline,T4,m1680-spec-0000::L3_online_gru,m1680-spec-0000,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0027,m2956-actor-head-delta-candidate-0027,m2916-execution-admission-candidate-0027,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0009,exact_executable_reentry_baseline,T4,m1680-spec-0002::L3_online_gru,m1680-spec-0002,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2960-execution-candidate-0028,m2956-actor-head-delta-candidate-0028,m2916-execution-admission-candidate-0028,m2746,runs/m2746_engineering_controller_route_a_source_diverse_failure_taxonomy_scenario_role_metric_panel_bounded_execution_preflight/candidate_execution_rows.csv,m2746-execution-candidate-0010,exact_executable_reentry_baseline,T4,m1680-spec-0004::L3_online_gru,m1680-spec-0004,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,m2953-panel-spec-0001;m2953-panel-spec-0002;m2953-panel-spec-0003;m2953-panel-spec-0004;m2953-panel-spec-0005;m2953-panel-spec-0006;m2953-panel-spec-0007;m2953-panel-spec-0008,88,actor_head_delta_execution_admission_materialized_for_separate_bounded_execution_design,True,True,True,False,False,False,True,False,False,False,72,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,"M2960 Route A actor-head delta bounded diagnostic execution preflight only; read-only parent checkpoint loading, zero-residual actor-head delta wrapper execution, reset, step, rollout, and policy action may be recorded for the 56 M2956 admitted rows, while 11 stale fixed-source rows remain guardrails. No replay, validation, training, PPO, dependency execution, checkpoint mutation, checkpoint save, ranking, winner selection, promotion, repair success, driver-performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, full ideal driver, or self-ID claim is made"
