batch_size,iteration_index,device,timed_path,observation_shape,action_shape,forward_time_us,per_sample_time_us,action_finite,action_within_bounds,synthetic_observation_source
1,83,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.9,41.9,True,True,seeded_normal_shape_only
1,84,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.761,41.761,True,True,seeded_normal_shape_only
1,85,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.89,41.89,True,True,seeded_normal_shape_only
1,86,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.881,41.881,True,True,seeded_normal_shape_only
1,87,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.69,41.69,True,True,seeded_normal_shape_only
1,88,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,42.091,42.091,True,True,seeded_normal_shape_only
1,89,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,42.05,42.05,True,True,seeded_normal_shape_only
1,90,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,42.44,42.44,True,True,seeded_normal_shape_only
1,91,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.71,41.71,True,True,seeded_normal_shape_only
1,92,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,42.27,42.27,True,True,seeded_normal_shape_only
1,93,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,42.431,42.431,True,True,seeded_normal_shape_only
1,94,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,42.13,42.13,True,True,seeded_normal_shape_only
1,95,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,43.171,43.171,True,True,seeded_normal_shape_only
1,96,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,42.13,42.13,True,True,seeded_normal_shape_only
1,97,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.881,41.881,True,True,seeded_normal_shape_only
1,98,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.89,41.89,True,True,seeded_normal_shape_only
1,99,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,41.651,41.651,True,True,seeded_normal_shape_only
8,0,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,80.57,10.07125,True,True,seeded_normal_shape_only
8,1,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,84.401,10.550125,True,True,seeded_normal_shape_only
8,2,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,173.481,21.685125,True,True,seeded_normal_shape_only
8,3,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,93.371,11.671375,True,True,seeded_normal_shape_only
8,4,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,79.87,9.98375,True,True,seeded_normal_shape_only
8,5,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,79.05,9.88125,True,True,seeded_normal_shape_only
8,6,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.04,9.63,True,True,seeded_normal_shape_only
8,7,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.961,9.370125,True,True,seeded_normal_shape_only
8,8,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.821,9.352625,True,True,seeded_normal_shape_only
8,9,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.261,9.282625,True,True,seeded_normal_shape_only
8,10,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.201,9.650125,True,True,seeded_normal_shape_only
8,11,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.341,9.667625,True,True,seeded_normal_shape_only
8,12,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.02,9.3775,True,True,seeded_normal_shape_only
8,13,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.771,9.471375,True,True,seeded_normal_shape_only
8,14,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,78.081,9.760125,True,True,seeded_normal_shape_only
8,15,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,103.951,12.993875,True,True,seeded_normal_shape_only
8,16,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.691,9.586375,True,True,seeded_normal_shape_only
8,17,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.151,9.393875,True,True,seeded_normal_shape_only
8,18,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.351,9.293875,True,True,seeded_normal_shape_only
8,19,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,95.261,11.907625,True,True,seeded_normal_shape_only
8,20,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,80.151,10.018875,True,True,seeded_normal_shape_only
8,21,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,78.521,9.815125,True,True,seeded_normal_shape_only
8,22,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.211,9.651375,True,True,seeded_normal_shape_only
8,23,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.59,9.57375,True,True,seeded_normal_shape_only
8,24,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.51,9.56375,True,True,seeded_normal_shape_only
8,25,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,78.031,9.753875,True,True,seeded_normal_shape_only
8,26,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.631,9.203875,True,True,seeded_normal_shape_only
8,27,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.081,9.635125,True,True,seeded_normal_shape_only
8,28,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.061,9.632625,True,True,seeded_normal_shape_only
8,29,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.671,9.208875,True,True,seeded_normal_shape_only
8,30,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.951,9.243875,True,True,seeded_normal_shape_only
8,31,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,78.15,9.76875,True,True,seeded_normal_shape_only
8,32,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.53,9.31625,True,True,seeded_normal_shape_only
8,33,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.371,9.296375,True,True,seeded_normal_shape_only
8,34,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.851,9.231375,True,True,seeded_normal_shape_only
8,35,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.921,9.240125,True,True,seeded_normal_shape_only
8,36,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.241,9.280125,True,True,seeded_normal_shape_only
8,37,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.791,9.473875,True,True,seeded_normal_shape_only
8,38,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.621,9.327625,True,True,seeded_normal_shape_only
8,39,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.97,9.49625,True,True,seeded_normal_shape_only
8,40,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.58,9.1975,True,True,seeded_normal_shape_only
8,41,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.461,9.307625,True,True,seeded_normal_shape_only
8,42,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.611,9.201375,True,True,seeded_normal_shape_only
8,43,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.401,9.425125,True,True,seeded_normal_shape_only
8,44,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.591,9.323875,True,True,seeded_normal_shape_only
8,45,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.741,9.717625,True,True,seeded_normal_shape_only
8,46,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.88,9.485,True,True,seeded_normal_shape_only
8,47,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.56,9.32,True,True,seeded_normal_shape_only
8,48,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.481,9.685125,True,True,seeded_normal_shape_only
8,49,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,137.502,17.18775,True,True,seeded_normal_shape_only
8,50,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,93.571,11.696375,True,True,seeded_normal_shape_only
8,51,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,80.051,10.006375,True,True,seeded_normal_shape_only
8,52,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,89.551,11.193875,True,True,seeded_normal_shape_only
8,53,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,78.661,9.832625,True,True,seeded_normal_shape_only
8,54,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,82.871,10.358875,True,True,seeded_normal_shape_only
8,55,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,81.761,10.220125,True,True,seeded_normal_shape_only
8,56,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,78.291,9.786375,True,True,seeded_normal_shape_only
8,57,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.621,9.577625,True,True,seeded_normal_shape_only
8,58,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.36,9.42,True,True,seeded_normal_shape_only
8,59,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.88,9.36,True,True,seeded_normal_shape_only
8,60,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,80.351,10.043875,True,True,seeded_normal_shape_only
8,61,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.151,9.268875,True,True,seeded_normal_shape_only
8,62,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.211,9.276375,True,True,seeded_normal_shape_only
8,63,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,96.791,12.098875,True,True,seeded_normal_shape_only
8,64,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,80.701,10.087625,True,True,seeded_normal_shape_only
8,65,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,78.331,9.791375,True,True,seeded_normal_shape_only
8,66,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.751,9.593875,True,True,seeded_normal_shape_only
8,67,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.091,9.636375,True,True,seeded_normal_shape_only
8,68,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.19,9.64875,True,True,seeded_normal_shape_only
8,69,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.9,9.4875,True,True,seeded_normal_shape_only
8,70,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.231,9.528875,True,True,seeded_normal_shape_only
8,71,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.131,9.391375,True,True,seeded_normal_shape_only
8,72,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.691,9.336375,True,True,seeded_normal_shape_only
8,73,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.061,9.507625,True,True,seeded_normal_shape_only
8,74,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.981,9.372625,True,True,seeded_normal_shape_only
8,75,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,77.69,9.71125,True,True,seeded_normal_shape_only
8,76,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.35,9.54375,True,True,seeded_normal_shape_only
8,77,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.781,9.472625,True,True,seeded_normal_shape_only
8,78,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.331,9.541375,True,True,seeded_normal_shape_only
8,79,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.761,9.345125,True,True,seeded_normal_shape_only
8,80,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.381,9.297625,True,True,seeded_normal_shape_only
8,81,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,86.741,10.842625,True,True,seeded_normal_shape_only
8,82,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.28,9.41,True,True,seeded_normal_shape_only
8,83,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.39,9.42375,True,True,seeded_normal_shape_only
8,84,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.121,9.265125,True,True,seeded_normal_shape_only
8,85,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,82.771,10.346375,True,True,seeded_normal_shape_only
8,86,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.151,9.393875,True,True,seeded_normal_shape_only
8,87,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.021,9.252625,True,True,seeded_normal_shape_only
8,88,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.731,9.216375,True,True,seeded_normal_shape_only
8,89,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,74.92,9.365,True,True,seeded_normal_shape_only
8,90,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.07,9.13375,True,True,seeded_normal_shape_only
8,91,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,73.711,9.213875,True,True,seeded_normal_shape_only
8,92,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,239.213,29.901625,True,True,seeded_normal_shape_only
8,93,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,101.771,12.721375,True,True,seeded_normal_shape_only
8,94,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,85.651,10.706375,True,True,seeded_normal_shape_only
8,95,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,82.321,10.290125,True,True,seeded_normal_shape_only
8,96,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,80.361,10.045125,True,True,seeded_normal_shape_only
8,97,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,85.581,10.697625,True,True,seeded_normal_shape_only
8,98,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,76.36,9.545,True,True,seeded_normal_shape_only
8,99,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,75.9,9.4875,True,True,seeded_normal_shape_only
32,0,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,116.681,3.64628125,True,True,seeded_normal_shape_only
32,1,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.401,3.73128125,True,True,seeded_normal_shape_only
32,2,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,116.252,3.632875,True,True,seeded_normal_shape_only
32,3,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,115.751,3.61721875,True,True,seeded_normal_shape_only
32,4,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,121.191,3.78721875,True,True,seeded_normal_shape_only
32,5,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,114.781,3.58690625,True,True,seeded_normal_shape_only
32,6,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,114.971,3.59284375,True,True,seeded_normal_shape_only
32,7,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.751,3.71096875,True,True,seeded_normal_shape_only
32,8,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,115.641,3.61378125,True,True,seeded_normal_shape_only
32,9,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,117.121,3.66003125,True,True,seeded_normal_shape_only
32,10,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,142.021,4.43815625,True,True,seeded_normal_shape_only
32,11,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,123.242,3.8513125,True,True,seeded_normal_shape_only
32,12,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,120.131,3.75409375,True,True,seeded_normal_shape_only
32,13,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,127.091,3.97159375,True,True,seeded_normal_shape_only
32,14,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.752,3.74225,True,True,seeded_normal_shape_only
32,15,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.391,3.73096875,True,True,seeded_normal_shape_only
32,16,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.181,3.72440625,True,True,seeded_normal_shape_only
32,17,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,141.422,4.4194375,True,True,seeded_normal_shape_only
32,18,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.901,3.71565625,True,True,seeded_normal_shape_only
32,19,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.681,3.70878125,True,True,seeded_normal_shape_only
32,20,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,125.772,3.930375,True,True,seeded_normal_shape_only
32,21,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,117.611,3.67534375,True,True,seeded_normal_shape_only
32,22,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,117.171,3.66159375,True,True,seeded_normal_shape_only
32,23,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,117.751,3.67971875,True,True,seeded_normal_shape_only
32,24,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.761,3.71128125,True,True,seeded_normal_shape_only
32,25,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,117.681,3.67753125,True,True,seeded_normal_shape_only
32,26,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,120.271,3.75846875,True,True,seeded_normal_shape_only
32,27,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,176.952,5.52975,True,True,seeded_normal_shape_only
