claim_id,claim_family,claim_allowed_in_m2611,evidence_required_before_claim,status_pass,claim_boundary
hf4_discrepancy_result_claim_boundary,hf4_discrepancy_result,False,future HF4 external validation and discrepancy audit,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
rollout_success_claim_boundary,rollout_success,False,future audited rollout-success criteria,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
success_rate_or_controller_family_verdict_claim_boundary,success_rate_or_controller_family_verdict,False,separate benchmark/verdict milestone,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
controller_ranking_or_winner_selection_claim_boundary,controller_ranking_or_winner_selection,False,controller-family comparison milestone,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
checkpoint_promotion_claim_boundary,checkpoint_promotion,False,promotion gates after proof and generalization retention,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
driver_performance_claim_boundary,driver_performance,False,measured validation with claim-boundary audit,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
paper_level_evidence_claim_boundary,paper_level_evidence,False,separate paper-route evidence matrix,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
finite_window_vs_gru_result_claim_boundary,finite_window_vs_gru_result,False,separate paper-route finite-window-vs-GRU matrix,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
current_sim_verdict_claim_boundary,current_sim_verdict,False,separate current-sim verdict synthesis,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
level3_self_identification_claim_boundary,level3_self_identification,False,separate self-ID proof gate,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
