panel_unit_id,source_kind,comparison_support_intent,profile_label,availability_label,denominator_source_artifact,denominator_source_row_count,episode_count,success_count,collision_count,offtrack_outcome_count,success_rate,collision_rate,offtrack_outcome_rate,clearance_margin_mean,return_mean,steps_mean,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty,observed_success_support,support_absence_semantics,generated_proxy_boundary_only
panel_unit_002_late_boundary_collision_relief,late_boundary_collision_relief,collision_relief_probe,L0_current_masked,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,0,1,9,0.0,0.1,0.9,7.0325213130846205,27.442249881233597,87.3,True,0,1,9,9,1,0,False,no_success_support_observed_in_m2134_aggregate,True
panel_unit_002_late_boundary_collision_relief,late_boundary_collision_relief,collision_relief_probe,L1_one_step,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,1,1,8,0.1,0.1,0.8,4.517651827887983,20.338530545544636,79.8,True,1,1,8,8,1,1,True,observed_success_support,True
panel_unit_002_late_boundary_collision_relief,late_boundary_collision_relief,collision_relief_probe,L2_window_50,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,0,0,10,0.0,0.0,1.0,9.21989471913626,7.991950528017083,64.2,True,0,0,10,10,0,0,False,profile_not_in_m2138_success_support_union,True
panel_unit_002_late_boundary_collision_relief,late_boundary_collision_relief,collision_relief_probe,L3_online_gru,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,4,1,5,0.4,0.1,0.5,5.567328513621335,52.71778387340752,85.8,True,4,1,5,5,1,4,True,observed_success_support,True
panel_unit_002_late_boundary_collision_relief,late_boundary_collision_relief,collision_relief_probe,L3_reset_control_corrected,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,3,5,2,0.3,0.5,0.2,2.6316560516397094,35.739159949512825,76.2,True,3,5,2,2,5,3,True,observed_success_support,True
panel_unit_003_near_zero_margin_collision_relief,near_zero_margin_collision_relief,collision_relief_probe,L0_current_masked,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,1,3,6,0.1,0.3,0.6,5.158515640269251,31.424041038437927,109.0,True,1,3,6,6,3,1,True,observed_success_support,True
panel_unit_003_near_zero_margin_collision_relief,near_zero_margin_collision_relief,collision_relief_probe,L1_one_step,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,0,4,6,0.0,0.4,0.6,3.184097276351721,18.47743464076101,88.5,True,0,4,6,6,4,0,False,no_success_support_observed_in_m2134_aggregate,True
panel_unit_003_near_zero_margin_collision_relief,near_zero_margin_collision_relief,collision_relief_probe,L2_window_50,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,0,0,10,0.0,0.0,1.0,8.042220876163814,9.00930487522539,75.3,True,0,0,10,10,0,0,False,profile_not_in_m2138_success_support_union,True
panel_unit_003_near_zero_margin_collision_relief,near_zero_margin_collision_relief,collision_relief_probe,L3_online_gru,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,1,2,7,0.1,0.2,0.7,6.311865262910921,54.53852232143733,102.2,True,1,2,7,7,2,1,True,observed_success_support,True
panel_unit_003_near_zero_margin_collision_relief,near_zero_margin_collision_relief,collision_relief_probe,L3_reset_control_corrected,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,4,2,4,0.4,0.2,0.4,3.7663530532472462,60.81101035213211,92.5,True,4,2,4,4,2,4,True,observed_success_support,True
panel_unit_004_nominal_delay_support_boundary,nominal_delay_support_boundary,support_ladder_medium,L0_current_masked,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,1,3,6,0.1,0.3,0.6,3.529702695845663,25.803466944238732,103.5,True,1,3,6,6,3,1,True,observed_success_support,True
panel_unit_004_nominal_delay_support_boundary,nominal_delay_support_boundary,support_ladder_medium,L1_one_step,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,1,4,5,0.1,0.4,0.5,2.7540695247055575,28.121661884664622,86.1,True,1,4,5,6,3,1,True,observed_success_support,True
panel_unit_004_nominal_delay_support_boundary,nominal_delay_support_boundary,support_ladder_medium,L2_window_50,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,0,0,10,0.0,0.0,1.0,6.589649974986434,2.0689251088584224,80.5,True,0,0,10,10,0,0,False,profile_not_in_m2138_success_support_union,True
panel_unit_004_nominal_delay_support_boundary,nominal_delay_support_boundary,support_ladder_medium,L3_online_gru,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,5,3,2,0.5,0.3,0.2,2.7554640541372315,50.20649053741346,80.5,True,5,3,2,2,3,5,True,observed_success_support,True
panel_unit_004_nominal_delay_support_boundary,nominal_delay_support_boundary,support_ladder_medium,L3_reset_control_corrected,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,6,1,3,0.6,0.1,0.3,4.603356101203555,66.2671616714237,102.4,True,6,1,3,3,1,6,True,observed_success_support,True
panel_unit_005_profile_diversity_support,profile_diversity_support,support_ladder_medium,L0_current_masked,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,1,2,7,0.1,0.2,0.7,7.850148037109025,21.4715128610284,96.0,True,1,2,7,7,2,1,True,observed_success_support,True
panel_unit_005_profile_diversity_support,profile_diversity_support,support_ladder_medium,L1_one_step,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,1,1,8,0.1,0.1,0.8,11.257083052112222,24.216473556116377,94.2,True,1,1,8,8,1,1,True,observed_success_support,True
panel_unit_005_profile_diversity_support,profile_diversity_support,support_ladder_medium,L2_window_50,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,0,0,10,0.0,0.0,1.0,13.405535728542805,4.049963516617411,70.1,True,0,0,10,10,0,0,False,profile_not_in_m2138_success_support_union,True
panel_unit_005_profile_diversity_support,profile_diversity_support,support_ladder_medium,L3_online_gru,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,5,0,5,0.5,0.0,0.5,11.026059897182387,55.72014210191925,94.3,True,5,0,5,5,0,5,True,observed_success_support,True
panel_unit_005_profile_diversity_support,profile_diversity_support,support_ladder_medium,L3_reset_control_corrected,denominator_available_from_profile_source_kind_aggregate,runs/m2128_paper_route_outcome_supported_decisive_comparison_support_outcome_localization/outcome_by_profile_source_kind.csv,1,10,6,0,4,0.6,0.0,0.4,6.986406261816745,61.57854508912844,99.8,True,6,0,4,4,0,6,True,observed_success_support,True
