step,metric_phase,total_loss,exact_m297_loss,exact_m270_loss,hinge_m297,hinge_m270,hinge_old_key,old_key_surrogate_loss,old_key_preference_loss,old_key_action_anchor_loss,old_key_recovery_loss,old_key_recovery_preferred_loss,old_key_recovery_wrong_anchor_loss,current_family_conflict_loss,current_family_conflict_preferred_loss,current_family_conflict_rejected_loss,replay_trajectory_anchor_loss,active_boundary_loss,active_boundary_wrong_loss,active_boundary_gap_loss,active_boundary_normal_loss,active_boundary_v2_loss,active_boundary_v2_wrong_loss,active_boundary_v2_gap_loss,active_boundary_v2_normal_loss,action_anchor_loss,param_l2_to_base,param_l2_to_raw,grad_norm,learning_rate,exact_m297_delta_vs_base,exact_m270_delta_vs_base,exact_m297_no_regression,exact_m270_no_regression,exact_lexicographic_pass,positive_violation
11,post_update,13.596475601196289,1.1891170740127563,0.6776511669158936,1.8139020539820194e-05,6.975664291530848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013588892295956612,6.008209766150685e-06,0.001358288456685841,2.6130150217795745e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1275807739584707e-05,8.661743544635669e-10,8.467341827689268e-10,2155.24853515625,3e-06,1.823902130126953e-05,6.985664367675781e-05,False,False,False,8.789566497802734e-05
12,post_update,13.440810203552246,1.1890876293182373,0.6776365041732788,0.0,5.509390030056238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013434932567179203,7.140153684304096e-06,0.0013427792582660913,3.0119899747660384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.540639616199769e-05,1.0344786138816175e-09,1.0109217907228185e-09,2260.92138671875,3e-06,-1.1205673217773438e-05,5.519390106201172e-05,True,False,False,5.5093901062011716e-05
13,post_update,13.286459922790527,1.189041256904602,0.6776108741760254,0.0,2.9463903047144413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013282254338264465,8.374386197829153e-06,0.0013273879885673523,3.448670031502843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9921569876023568e-05,1.2184266928727538e-09,1.1908913855052106e-09,2131.16796875,3e-06,-5.7578086853027344e-05,2.956390380859375e-05,True,False,False,2.946390380859375e-05
14,post_update,13.133930206298828,1.1889972686767578,0.6775863170623779,0.0,4.906790309178177e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013130031526088715,9.712925020721741e-06,0.001312031876295805,3.921684037777595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.482634201645851e-05,1.4184105001646685e-09,1.3868369785896562e-09,2092.9130859375,3e-06,-0.00010156631469726562,5.0067901611328125e-06,True,False,False,4.906790161132813e-06
15,post_update,12.982348442077637,1.1889722347259521,0.6775741577148438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012977895326912403,1.1152254955959506e-05,0.001296674250625074,4.4281947339186445e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01062352466397e-05,1.633950308388421e-09,1.598135845881643e-09,2083.75439453125,3e-06,-0.0001266002655029297,-7.152557373046875e-06,True,True,True,0.0
16,post_update,12.831025123596191,1.188967227935791,0.677574872970581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012825952842831612,1.269105814571958e-05,0.0012813261710107327,4.967568747815676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5754808525089175e-05,1.8647468014165725e-09,1.824486450807683e-09,2073.4580078125,3e-06,-0.0001316070556640625,-6.4373016357421875e-06,True,True,True,0.0
17,post_update,12.68010139465332,1.1889793872833252,0.6775867938995361,0.0,5.383627467381302e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012674341909587383,1.4328181350720115e-05,0.0012660013744607568,5.5398013500962406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.176933336770162e-05,2.110781771591519e-09,2.065903448311701e-09,2058.63330078125,3e-06,-0.00011944770812988281,5.4836273193359375e-06,True,False,False,5.383627319335938e-06
18,post_update,12.53026008605957,1.1890031099319458,0.6776061654090881,0.0,2.4755136109888554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012523217126727104,1.606518344487995e-05,0.0012507152277976274,6.145968654891476e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.815660915686749e-05,2.3722868114361972e-09,2.3226722767333285e-09,2038.6768798828125,3e-06,-9.572505950927734e-05,2.485513687133789e-05,True,False,False,2.475513687133789e-05
19,post_update,12.381880760192871,1.1890230178833008,0.67762291431427,0.0,4.150404129177332e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012372985482215881,1.7906204448081553e-05,0.001235507894307375,6.789087638026103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.493476394098252e-05,2.6500264205253643e-09,2.5957089810901834e-09,2016.3453369140625,3e-06,-7.581710815429688e-05,4.1604042053222656e-05,True,False,False,4.1504042053222654e-05
20,post_update,12.23436164855957,1.1890274286270142,0.6776295304298401,0.0,4.812015686184168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012224088422954082,1.9852499463013373e-05,0.0012204236118122935,7.470928539987653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.211050251498818e-05,2.944234855917216e-09,2.8853559541630602e-09,2008.9215087890625,3e-06,-7.140636444091797e-05,4.8220157623291016e-05,True,False,False,4.812015762329101e-05
21,post_update,12.087383270263672,1.1890140771865845,0.6776243448257446,0.0,4.2934552766382694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01207675226032734,2.1904374079895206e-05,0.001205484732054174,8.191692904802039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.968320278450847e-05,3.2547786688041924e-09,3.1915203813071003e-09,2000.3328857421875,3e-06,-8.475780487060547e-05,4.303455352783203e-05,True,False,False,4.293455352783203e-05
22,post_update,11.941267967224121,1.188988447189331,0.677611231803894,0.0,2.9821530915796757e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011930717155337334,2.406174644420389e-05,0.0011906655272468925,8.950971823651344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.765432721702382e-05,3.5818570331969113e-09,3.5143230547873827e-09,1979.603271484375,3e-06,-0.00011038780212402344,2.9921531677246094e-05,True,False,False,2.9821531677246095e-05
23,post_update,11.796435356140137,1.1889619827270508,0.6775973439216614,0.0,1.593364868313074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011785604991018772,2.6324056307203136e-05,0.0011759281624108553,9.74726426647976e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.601929923519492e-05,3.9253311712172945e-09,3.853522390073749e-09,1956.3477783203125,3e-06,-0.00013685226440429688,1.6033649444580078e-05,True,False,False,1.593364944458008e-05
24,post_update,11.652682304382324,1.188944935798645,0.6775895953178406,0.0,8.185045771824662e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011641080491244793,2.8688973543467e-05,0.0011612391099333763,0.00010578685760265216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001047684854711406,4.284942178855999e-09,4.208749793122024e-09,1941.871826171875,3e-06,-0.0001538991928100586,8.285045623779297e-06,True,False,False,8.185045623779296e-06
25,post_update,11.509722709655762,1.188942551612854,0.6775912046432495,0.0,9.794371180760209e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011497093364596367,3.1152754672802985e-05,0.001146594062447548,0.00011443428229540586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011388717393856496,4.6600638903271374e-09,4.5793386860282226e-09,1931.3428955078125,3e-06,-0.00015628337860107422,9.894371032714844e-06,True,False,False,9.794371032714843e-06
26,post_update,11.367683410644531,1.188952088356018,0.677600622177124,0.0,1.9211904145777225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011353742331266403,3.3716070902301e-05,0.0011320026824250817,0.00012341940600890666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001233774673892185,5.0508770499391176e-09,4.965492905739666e-09,1915.0289306640625,3e-06,-0.00014674663543701172,1.9311904907226562e-05,True,False,False,1.9211904907226563e-05
27,post_update,11.226788520812988,1.18896484375,0.6776119470596313,0.0,3.0536786653101444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01121120247989893,3.638246198534034e-05,0.0011174820829182863,0.0001327646750723943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001332553947577253,5.457940766007141e-09,5.367862598859574e-09,1895.159912109375,3e-06,-0.00013399124145507812,3.063678741455078e-05,True,False,False,3.053678741455078e-05
28,post_update,11.087042808532715,1.1889712810516357,0.6776190400123596,0.0,3.762973938137293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011069849133491516,3.915416891686618e-05,0.0011030695168301463,0.0001424885995220393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014353066217154264,5.8817155590418224e-09,5.78700420916789e-09,1879.970703125,3e-06,-0.00012755393981933594,3.7729740142822266e-05,True,False,False,3.762974014282226e-05
29,post_update,10.948185920715332,1.1889665126800537,0.6776188611984253,0.0,3.745092544704676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010929835960268974,4.203277421765961e-05,0.0010887803509831429,0.00015260151121765375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001542097597848624,6.322403933722853e-09,6.223165538443709e-09,1867.90966796875,3e-06,-0.0001323223114013672,3.7550926208496094e-05,True,False,False,3.745092620849609e-05
30,post_update,10.81030559539795,1.1889519691467285,0.6776123642921448,0.0,3.095401916652918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010791187174618244,4.501798684941605e-05,0.0010746169136837125,0.00016310022328980267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016529011190868914,6.7799796887868524e-09,6.676311947728664e-09,1852.3902587890625,3e-06,-0.0001468658447265625,3.1054019927978516e-05,True,False,False,3.095401992797851e-05
31,post_update,10.673528671264648,1.188934326171875,0.6776034832000732,0.0,2.2072927094995975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01065362524241209,4.810916288988665e-05,0.0010605516145005822,0.00017397530609741807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001767679932527244,7.254327805128469e-09,7.1462511463948886e-09,1833.986328125,3e-06,-0.00016450881958007812,2.2172927856445312e-05,True,False,False,2.2072927856445313e-05
32,post_update,10.537907600402832,1.1889212131500244,0.67759770154953,0.0,1.6291276551783085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010516926646232605,5.1302577048772946e-05,0.001046562334522605,0.00018520875892136246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018863310106098652,7.745169838813126e-09,7.632626974896084e-09,1818.1131591796875,3e-06,-0.00017762184143066406,1.6391277313232422e-05,True,False,False,1.6291277313232423e-05
33,post_update,10.403264045715332,1.1889173984527588,0.6775977611541748,0.0,1.6350881196558475e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01038094237446785,5.459715612232685e-05,0.0010326345218345523,0.00019678687385749072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002008751907851547,8.251992866803448e-09,8.134890094879665e-09,1804.7572021484375,3e-06,-0.00018143653869628906,1.6450881958007812e-05,True,False,False,1.6350881958007813e-05
34,post_update,10.269643783569336,1.1889219284057617,0.6776032447814941,0.0,2.1834508515894413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010245731100440025,5.799139762530103e-05,0.0010187739972025156,0.00020871020387858152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021349327289499342,8.774872384265109e-09,8.653118221957357e-09,1789.46728515625,3e-06,-0.00017690658569335938,2.193450927734375e-05,True,False,False,2.183450927734375e-05
35,post_update,10.137167930603027,1.1889293193817139,0.6776102781295776,0.0,2.8867856599390507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010111475363373756,6.148800457594916e-05,0.001004998805001378,0.00022099213674664497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022649615129921585,9.314256033121637e-09,9.187821170542065e-09,1772.1796875,3e-06,-0.00016951560974121094,2.8967857360839844e-05,True,False,False,2.8867857360839845e-05
36,post_update,10.005821228027344,1.1889328956604004,0.6776149868965149,0.0,3.3576623536646366e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009978367947041988,6.508953811135143e-05,0.0009913279209285975,0.00023365062952507287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023989725741557777,9.870541717305059e-09,9.739462569768875e-09,1756.5367431640625,3e-06,-0.0001659393310546875,3.36766242980957e-05,True,False,False,3.35766242980957e-05
37,post_update,9.875504493713379,1.1889287233352661,0.6776145100593567,0.0,3.309978637844324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009846571832895279,6.879824650241062e-05,0.000977777293883264,0.000246694398811087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002537003019824624,1.044400654848232e-08,1.0308350617549422e-08,1742.3800048828125,3e-06,-0.00017011165618896484,3.319978713989258e-05,True,False,False,3.3099787139892576e-05
38,post_update,9.746243476867676,1.188918113708496,0.6776097416877747,0.0,2.833141479641199e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009716047905385494,7.261362043209374e-05,0.000964343489613384,0.000260122527834028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026790666743181646,1.103471447549964e-08,1.0894545710016246e-08,1726.7528076171875,3e-06,-0.00018072128295898438,2.8431415557861328e-05,True,False,False,2.833141555786133e-05
39,post_update,9.618138313293457,1.1889064311981201,0.6776041984558105,0.0,2.2788182832300663e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009586628526449203,7.65328441048041e-05,0.0009510095114819705,0.0002739200717769563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028250558534637094,1.1642269370781833e-08,1.149758954710478e-08,1710.2330322265625,3e-06,-0.00019240379333496094,2.288818359375e-05,True,False,False,2.278818359375e-05
40,post_update,9.491131782531738,1.188899040222168,0.6776013374328613,0.0,1.9927159883081913e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009458105079829693,8.055451326072216e-05,0.0009377550450153649,0.00028807518538087606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002974896633531898,1.2266346161027286e-08,1.2117112646592432e-08,1695.2119140625,3e-06,-0.00019979476928710938,2.002716064453125e-05,True,False,False,1.992716064453125e-05
