candidate_id,intervention_condition_id,execution_scheduled,matched_history_required,ordinary_denominator_allowed,expected_trace_rows,stop_if_unresolved
m2773_stable_aes_seed_265102_fresh_nominal_or_role_default,zero_previous_command_history,True,False,True,80,True
m2773_stable_aes_seed_265102_fresh_nominal_or_role_default,held_actuator_history,True,False,True,80,True
m2773_stable_aes_seed_265102_fresh_fault_delay_noise,normal_recurrent,True,False,True,80,True
m2773_stable_aes_seed_265102_fresh_fault_delay_noise,reset_hidden_each_step,True,False,True,80,True
m2773_stable_aes_seed_265102_fresh_fault_delay_noise,zero_previous_command_history,True,False,True,80,True
m2773_stable_aes_seed_265102_fresh_fault_delay_noise,held_actuator_history,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_nominal_or_role_default,normal_recurrent,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_nominal_or_role_default,zero_previous_command_history,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_nominal_or_role_default,held_actuator_history,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_fault_delay_noise,normal_recurrent,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_fault_delay_noise,reset_hidden_each_step,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_fault_delay_noise,zero_previous_command_history,True,False,True,80,True
m2773_stable_aes_seed_265103_fresh_fault_delay_noise,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_nominal_or_role_default,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_nominal_or_role_default,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_nominal_or_role_default,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_fault_delay_noise,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_fault_delay_noise,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_fault_delay_noise,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266100_fresh_fault_delay_noise,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_nominal_or_role_default,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_nominal_or_role_default,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_nominal_or_role_default,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_fault_delay_noise,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_fault_delay_noise,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_fault_delay_noise,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266101_fresh_fault_delay_noise,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_nominal_or_role_default,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_nominal_or_role_default,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_nominal_or_role_default,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_fault_delay_noise,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_fault_delay_noise,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_fault_delay_noise,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266102_fresh_fault_delay_noise,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_nominal_or_role_default,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_nominal_or_role_default,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_nominal_or_role_default,held_actuator_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_fault_delay_noise,normal_recurrent,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_fault_delay_noise,reset_hidden_each_step,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_fault_delay_noise,zero_previous_command_history,True,False,True,80,True
m2773_drift_required_recovery_seed_266103_fresh_fault_delay_noise,held_actuator_history,True,False,True,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_nominal_or_role_default,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_nominal_or_role_default,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_nominal_or_role_default,held_actuator_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_fault_delay_noise,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_fault_delay_noise,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_fault_delay_noise,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267100_fresh_fault_delay_noise,held_actuator_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_nominal_or_role_default,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_nominal_or_role_default,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_nominal_or_role_default,held_actuator_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_fault_delay_noise,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_fault_delay_noise,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_fault_delay_noise,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267101_fresh_fault_delay_noise,held_actuator_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_nominal_or_role_default,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_nominal_or_role_default,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_nominal_or_role_default,held_actuator_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_fault_delay_noise,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_fault_delay_noise,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_fault_delay_noise,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267102_fresh_fault_delay_noise,held_actuator_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_nominal_or_role_default,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_nominal_or_role_default,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_nominal_or_role_default,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_nominal_or_role_default,held_actuator_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_fault_delay_noise,normal_recurrent,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_fault_delay_noise,reset_hidden_each_step,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_fault_delay_noise,zero_previous_command_history,True,False,False,80,True
m2773_unavoidable_mitigation_seed_267103_fresh_fault_delay_noise,held_actuator_history,True,False,False,80,True
