step,metric_phase,total_loss,exact_m297_loss,exact_m270_loss,hinge_m297,hinge_m270,hinge_old_key,old_key_surrogate_loss,old_key_preference_loss,old_key_action_anchor_loss,old_key_recovery_loss,old_key_recovery_preferred_loss,old_key_recovery_wrong_anchor_loss,current_family_conflict_loss,current_family_conflict_preferred_loss,current_family_conflict_rejected_loss,replay_trajectory_anchor_loss,active_boundary_loss,active_boundary_wrong_loss,active_boundary_gap_loss,active_boundary_normal_loss,active_boundary_v2_loss,active_boundary_v2_wrong_loss,active_boundary_v2_gap_loss,active_boundary_v2_normal_loss,action_anchor_loss,param_l2_to_base,param_l2_to_raw,grad_norm,learning_rate,exact_m297_delta_vs_base,exact_m270_delta_vs_base,exact_m297_no_regression,exact_m270_no_regression,exact_lexicographic_pass,positive_violation
22,post_update,12.309615135192871,1.1889451742172241,0.6776299476623535,0.0,4.853738937526941e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012299754656851292,1.8824641301762313e-05,0.0012280929367989302,7.156185165513307e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.789658800698817e-05,2.8451396794082484e-09,2.757775341422075e-09,2020.6220703125,3e-06,-0.00015366077423095703,4.863739013671875e-05,True,False,False,4.853739013671875e-05
23,post_update,12.16761302947998,1.1889971494674683,0.6776686906814575,0.0,8.728040847927332e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012151701375842094,2.0786472305189818e-05,0.0012130915420129895,7.841448677936569e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.510474824812263e-05,3.142130111655206e-09,3.050116825775717e-09,2007.0252685546875,3e-06,-0.0001016855239868164,8.738040924072266e-05,True,False,False,8.728040924072265e-05
24,post_update,12.024279594421387,1.188997745513916,0.6776738166809082,0.0,9.240640792995691e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012006613425910473,2.285175105498638e-05,0.0011983761796727777,8.568716293666512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.270078978966922e-05,3.454686314796618e-09,3.3585720871087688e-09,2071.731689453125,3e-06,-0.0001010894775390625,9.250640869140625e-05,True,False,False,9.240640869140625e-05
25,post_update,11.879212379455566,1.1889523267745972,0.6776490211486816,0.0,6.761087570339441e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186464074999094,2.5015042410814203e-05,0.0011839625658467412,9.33590781642124e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06640270841308e-05,3.78207953843912e-09,3.6823664117946464e-09,2072.395751953125,3e-06,-0.00014650821685791016,6.771087646484375e-05,True,False,False,6.761087646484375e-05
26,post_update,11.736161231994629,1.1888808012008667,0.6776073575019836,0.0,2.5947229005396366e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011724571697413921,2.7282741939416155e-05,0.0011697288136929274,0.00010142781684407964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.901717567117885e-05,4.125137564869874e-09,4.022102650935722e-09,1992.6588134765625,3e-06,-0.0002180337905883789,2.6047229766845703e-05,True,False,False,2.5947229766845704e-05
27,post_update,11.596943855285645,1.1888134479522705,0.6775681972503662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011585068888962269,2.965560634038411e-05,0.0011555413948372006,0.00010986367851728573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010776484850794077,4.4843679880557374e-09,4.377930462595714e-09,1932.3555908203125,3e-06,-0.0002853870391845703,-1.3113021850585938e-05,True,True,True,0.0
28,post_update,11.458617210388184,1.188767910003662,0.6775431632995605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011445743963122368,3.212520823581144e-05,0.0011413618922233582,0.00011861582606798038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011687252845149487,4.858443425348469e-09,4.748337723015084e-09,1932.35107421875,3e-06,-0.00033092498779296875,-3.814697265625e-05,True,True,True,0.0
29,post_update,11.320564270019531,1.1887422800064087,0.6775309443473816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01130665373057127,3.4689877793425694e-05,0.001127196359448135,0.0001276832917938009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012633648293558508,5.247338119573897e-09,5.133323099926201e-09,1917.7528076171875,3e-06,-0.0003565549850463867,-5.036592483520508e-05,True,True,True,0.0
30,post_update,11.182910919189453,1.1887346506118774,0.6775302886962891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011167924851179123,3.734929850907065e-05,0.00111305748578161,0.00013706540630664676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013615351053886116,5.650961032444002e-09,5.532821756304429e-09,1903.09228515625,3e-06,-0.0003641843795776367,-5.1021575927734375e-05,True,True,True,0.0
31,post_update,11.045723915100098,1.1887433528900146,0.677540123462677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011029624380171299,4.010248449048959e-05,0.0010989521397277713,0.00014676176942884922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014632080274168402,6.0691842662663475e-09,5.946732883899131e-09,1888.377197265625,3e-06,-0.0003554821014404297,-4.118680953979492e-05,True,True,True,0.0
32,post_update,10.909067153930664,1.1887670755386353,0.6775596737861633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010891815647482872,4.2949213820975274e-05,0.0010848867241293192,0.00015677197370678186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001568380102980882,6.502057559032437e-09,6.375118211110475e-09,1873.6116943359375,3e-06,-0.0003317594528198242,-2.1636486053466797e-05,True,True,True,0.0
33,post_update,10.773056983947754,1.1888045072555542,0.6775879859924316,0.0,6.575720362889115e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010754573158919811,4.588928277371451e-05,0.001070868456736207,0.00016709952615201473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016770645743235946,6.9496302046445635e-09,6.818043907230731e-09,1858.80029296875,3e-06,-0.0002943277359008789,6.67572021484375e-06,True,False,False,6.57572021484375e-06
34,post_update,10.6392183303833,1.1888489723205566,0.6776209473609924,0.0,3.953708801418543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010617982596158981,4.8927919124253094e-05,0.0010569054866209626,0.000177765658008866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017894274787977338,7.412489733127359e-09,7.2761752178962524e-09,1836.3623046875,3e-06,-0.0002498626708984375,3.9637088775634766e-05,True,False,False,3.953708877563476e-05
35,post_update,10.507305145263672,1.1888742446899414,0.6776412129402161,0.0,5.980266723781824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010482780635356903,5.207791400607675e-05,0.0010430703405290842,0.00018884718883782625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019059822079725564,7.892698050682156e-09,7.751863151383986e-09,1816.6761474609375,3e-06,-0.00022459030151367188,5.990266799926758e-05,True,False,False,5.9802667999267576e-05
36,post_update,10.375436782836914,1.1888673305511475,0.6776406764984131,0.0,5.9266225434839725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010349653661251068,5.533908915822394e-05,0.001029431470669806,0.00020035923807881773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002026708098128438,8.390176553518813e-09,8.245170768361731e-09,1826.5797119140625,3e-06,-0.0002315044403076172,5.936622619628906e-05,True,False,False,5.926622619628906e-05
37,post_update,10.243775367736816,1.188832402229309,0.6776219010353088,0.0,4.049076233059168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01021849736571312,5.8710549637908116e-05,0.0010159786324948072,0.0002122951700584963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021515694970730692,8.904750714577858e-09,8.755877800581402e-09,1810.4364013671875,3e-06,-0.0002664327621459961,4.0590763092041016e-05,True,False,False,4.049076309204101e-05
38,post_update,10.113849639892578,1.1887867450714111,0.6775960922241211,0.0,1.468195205234224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010088582523167133,6.219102215254679e-05,0.001002639182843268,0.00022462855849880725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022805208573117852,9.436390335793021e-09,9.283750657118617e-09,1771.694091796875,3e-06,-0.0003120899200439453,1.4781951904296875e-05,True,False,False,1.4681951904296874e-05
39,post_update,9.98572826385498,1.1887524127960205,0.6775774955749512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009959223680198193,6.57707205391489e-05,0.000989345251582563,0.00023730110842734575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024131967802532017,9.983608606489724e-09,9.827065383660738e-09,1754.99267578125,3e-06,-0.0003464221954345703,-3.814697265625e-06,True,True,True,0.0
40,post_update,9.858227729797363,1.1887407302856445,0.6775733232498169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098302336409688,6.943823245819658e-05,0.00097607949282974,0.00025026057846844196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002549172786530107,1.0544844109006135e-08,1.0384130888496657e-08,1755.45751953125,3e-06,-0.0003581047058105469,-7.987022399902344e-06,True,True,True,0.0
