measurement_episode_id,fresh_panel_row_id,panel_family,axis_id,axis_family,scenario_family,fresh_scenario_distribution,fresh_seed,m3080_reference_measurement_episode_id,m3080_reference_eval_seed,m3080_reference_outcome_bucket,source_denominator_reused,fixed_denominator_row_reused,measurement_admission_after_m3083,baseline_measurement_row_id,source_episode_index,executable_workload_id,workload_contract_id,source_resolution_id,profile_binding_id,executable_source_spec_id,task_source_id,base_profile_name,direct_action_profile_name,binding_role,task_family,source_edge,window_tag,strata,eval_seed,policy,steps,terminated,truncated,success,collision,obstacle_completed,termination_reason,outcome_bucket,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,high_sideslip_fraction,beta_abs_error_mean,lateral_rmse,action_rate_mean,max_off_track_overshoot,time_to_first_off_track_s,off_track_severity_proxy,recoverability_window_success_available,recoverability_window_success,return,speed_mean,candidate_output_semantics,runtime_base_policy_required,direct_action_step_count,raw_action_abs_max,raw_action_l2_mean,action_clip_fraction,final_action_abs_max,baseline_success,baseline_collision,baseline_min_clearance_margin,baseline_high_sideslip_fraction,baseline_lateral_rmse,baseline_action_rate_mean,baseline_return,success_delta_vs_baseline,collision_delta_vs_baseline,clearance_margin_delta_vs_baseline,high_sideslip_fraction_delta_vs_baseline,lateral_rmse_delta_vs_baseline,action_rate_delta_vs_baseline,return_delta_vs_baseline,environment_reset_run,environment_step_run,policy_action_run,policy_rollout_run,validation_run,training_run,replay_run,ppo_run,ranking_run,winner_selected,checkpoint_mutated,checkpoint_promoted,actor_input_contract_changed,hidden_oracle_actor_input_required,target_labels_actor_visible,target_provenance_actor_visible,source_labels_actor_visible,route_labels_actor_visible,outcome_labels_actor_visible,success_progress_labels_actor_visible,verdict_labels_actor_visible,ttc_actor_input_required,success_rate_verdict_claim_made,driver_performance_claim_made,repair_success_claim_made,validation_result_claim_made,paper_claim_made,finite_window_vs_gru_claim_made,current_sim_verdict_claim_made,high_fidelity_validation_claim_made,full_ideal_driver_completion_claim_made,level3_self_id_claim_made,measurement_only_no_verdict,claim_boundary
m3084-measurement-episode-0011,m3082-fresh-panel-0011,m3082_fresh_robustness_panel,collision_lateral_intrusion,collision_preservation,fresh_obstacle_lateral_intrusion,fresh_obstacle_lateral_offsets_and_reveal_timing,True,m3080-measurement-episode-0011,301510,success_obstacle_pass,False,False,True,m3080-measurement-episode-0011,11,m3012-executable-workload-0023,m3009-workload-contract-0023,m3009-source-resolution-0012,m3009-profile-binding-0001,m3012-executable-source-spec-0012,m3006-src-0011,route_a_candidate_m2655_mitigation_preserving,route_a_candidate_m2655_mitigation_preserving+m3078_deterministic_safety_reflex_fresh_collision_lateral_intrusion,candidate,T5,ood_drive_loss_proxy|boundary_axis,mapping_window_new_source,active_safety_driver_v1;T5;candidate;collision_lateral_intrusion;fresh_obstacle_lateral_offsets_and_reveal_timing;t5_near_boundary_warmup,401550,m3078_deterministic_safety_reflex_fresh,93,False,True,True,False,True,,success_obstacle_pass,11.728055028210976,1.930833615814239,9.797221412396738,0.0,0.41751194076513104,0.9238489487558179,0.035407904535532,0.0,,0.0,False,False,81.28571474542518,8.89184708113422,direct_action_clipped,False,93,1.0,1.0777789290233324,0.0,1.0,True,False,9.934895300887764,0.0,0.5802381252145551,0.033282309770584106,63.27361995661581,0.0,0.0,-0.13767388849102602,0.0,0.3436108235412628,0.0021255947649478912,18.01209478880937,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0012,m3082-fresh-panel-0012,m3082_fresh_robustness_panel,collision_lateral_intrusion,collision_preservation,fresh_obstacle_lateral_intrusion,fresh_obstacle_lateral_offsets_and_reveal_timing,True,m3080-measurement-episode-0012,301511,success_obstacle_pass,False,False,True,m3080-measurement-episode-0012,12,m3012-executable-workload-0024,m3009-workload-contract-0024,m3009-source-resolution-0012,m3009-profile-binding-0002,m3012-executable-source-spec-0012,m3006-src-0011,route_a_parent_l3_online_gru,route_a_parent_l3_online_gru+m3078_deterministic_safety_reflex_fresh_collision_lateral_intrusion,parent,T5,ood_drive_loss_proxy|boundary_axis,mapping_window_new_source,active_safety_driver_v1;T5;parent;collision_lateral_intrusion;fresh_obstacle_lateral_offsets_and_reveal_timing;t5_near_boundary_warmup,401551,m3078_deterministic_safety_reflex_fresh,73,False,True,True,False,True,,success_obstacle_pass,5.931843925458861,1.8670502730164884,4.064793652442373,0.0,0.4648501476380686,0.9131560154462618,0.026033524423837662,0.0,,0.0,False,False,59.81583687232986,8.992522743908207,direct_action_clipped,False,73,1.0,1.0802362455080634,0.0,1.0,True,False,10.748051426260396,0.0,1.577861005941172,0.02752469666302204,51.48977645157305,0.0,0.0,-6.683257773818023,0.0,-0.6647049904949102,-0.0014911722391843796,8.32606042075681,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0013,m3082-fresh-panel-0013,m3082_fresh_robustness_panel,collision_lateral_intrusion,collision_preservation,fresh_obstacle_lateral_intrusion,fresh_obstacle_lateral_offsets_and_reveal_timing,True,m3080-measurement-episode-0013,301512,off_track_noncollision_noncompletion,False,False,True,m3080-measurement-episode-0013,13,m3012-executable-workload-0027,m3009-workload-contract-0027,m3009-source-resolution-0014,m3009-profile-binding-0001,m3012-executable-source-spec-0014,m3006-src-0013,route_a_candidate_m2655_mitigation_preserving,route_a_candidate_m2655_mitigation_preserving+m3078_deterministic_safety_reflex_fresh_collision_lateral_intrusion,candidate,T5,perception_delay_proxy|curved_boundary_obstacle,decision_minus_32,active_safety_driver_v1;T5;candidate;collision_lateral_intrusion;fresh_obstacle_lateral_offsets_and_reveal_timing;t5_high_speed_close_obstacle,401560,m3078_deterministic_safety_reflex_fresh,51,True,False,False,False,False,off_track,off_track_noncollision_noncompletion,6.813677040229681,1.8444290775853749,4.969247962644307,0.5882352941176471,0.3449044309238721,2.5472032648774348,0.03550936281681061,0.04374900005202775,1.02,0.04374900005202775,False,False,18.983383576640357,14.406797381269625,direct_action_clipped,False,51,1.0,1.1690780017890183,0.0,1.0,False,False,15.36994499142628,0.3146067415730337,2.059084763293552,0.039882782846689224,-79.26236087135058,0.0,0.0,-10.400697028781973,0.2736285525446134,0.4881185015838829,-0.004373420029878616,98.24574444799094,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0014,m3082-fresh-panel-0014,m3082_fresh_robustness_panel,collision_lateral_intrusion,collision_preservation,fresh_obstacle_lateral_intrusion,fresh_obstacle_lateral_offsets_and_reveal_timing,True,m3080-measurement-episode-0014,301513,success_obstacle_pass,False,False,True,m3080-measurement-episode-0014,14,m3012-executable-workload-0028,m3009-workload-contract-0028,m3009-source-resolution-0014,m3009-profile-binding-0002,m3012-executable-source-spec-0014,m3006-src-0013,route_a_parent_l3_online_gru,route_a_parent_l3_online_gru+m3078_deterministic_safety_reflex_fresh_collision_lateral_intrusion,parent,T5,perception_delay_proxy|curved_boundary_obstacle,decision_minus_32,active_safety_driver_v1;T5;parent;collision_lateral_intrusion;fresh_obstacle_lateral_offsets_and_reveal_timing;t5_high_speed_close_obstacle,401561,m3078_deterministic_safety_reflex_fresh,67,True,False,False,False,False,off_track,off_track_noncollision_noncompletion,2.2503853633739714,2.1738210659646637,0.0765642974093077,0.6567164179104478,0.4042447752025523,2.234514095658729,0.07215816527605057,0.06173867611002848,1.34,0.06173867611002848,False,False,29.83540912278879,12.950543699351645,direct_action_clipped,False,67,1.0,1.1301243838979238,0.0,1.0,True,False,14.990813311870912,0.0,0.9752580383546163,0.025745941326022148,76.05303242201795,-1.0,0.0,-14.914249014461605,0.6567164179104478,1.2592560573041125,0.04641222395002842,-46.21762329922916,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0015,m3082-fresh-panel-0015,m3082_fresh_robustness_panel,collision_lateral_intrusion,collision_preservation,fresh_obstacle_lateral_intrusion,fresh_obstacle_lateral_offsets_and_reveal_timing,True,m3080-measurement-episode-0015,301514,collision_failure,False,False,True,m3080-measurement-episode-0015,15,m3012-executable-workload-0031,m3009-workload-contract-0031,m3009-source-resolution-0016,m3009-profile-binding-0001,m3012-executable-source-spec-0016,m3006-src-0015,route_a_candidate_m2655_mitigation_preserving,route_a_candidate_m2655_mitigation_preserving+m3078_deterministic_safety_reflex_fresh_collision_lateral_intrusion,candidate,T5,sensor_noise_proxy|brake_fade_or_loss_proxy,reveal_plus_8,active_safety_driver_v1;T5;candidate;collision_lateral_intrusion;fresh_obstacle_lateral_offsets_and_reveal_timing;t5_near_boundary_warmup,401570,m3078_deterministic_safety_reflex_fresh,105,False,True,True,False,True,,success_obstacle_pass,15.910328271011203,1.9886562895397364,13.921671981471466,0.0,0.39174794317096434,1.6546300662261424,0.017608534544706345,0.0,,0.0,False,False,60.870298460636235,8.328715998053736,direct_action_clipped,False,105,1.0,1.0961389473506382,0.0,1.0,False,True,-0.0718597694466181,0.14705882352941177,0.4512840275640823,0.044991638511419296,15.766384826610324,1.0,-1.0,13.993531750918084,-0.14705882352941177,1.20334603866206,-0.02738310396671295,45.103913634025915,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0016,m3082-fresh-panel-0016,m3082_fresh_robustness_panel,collision_lateral_intrusion,collision_preservation,fresh_obstacle_lateral_intrusion,fresh_obstacle_lateral_offsets_and_reveal_timing,True,m3080-measurement-episode-0016,301515,success_obstacle_pass,False,False,True,m3080-measurement-episode-0016,16,m3012-executable-workload-0032,m3009-workload-contract-0032,m3009-source-resolution-0016,m3009-profile-binding-0002,m3012-executable-source-spec-0016,m3006-src-0015,route_a_parent_l3_online_gru,route_a_parent_l3_online_gru+m3078_deterministic_safety_reflex_fresh_collision_lateral_intrusion,parent,T5,sensor_noise_proxy|brake_fade_or_loss_proxy,reveal_plus_8,active_safety_driver_v1;T5;parent;collision_lateral_intrusion;fresh_obstacle_lateral_offsets_and_reveal_timing;t5_near_boundary_warmup,401571,m3078_deterministic_safety_reflex_fresh,115,False,True,True,False,True,,success_obstacle_pass,16.7351736301452,1.6773805822007524,15.057793047944449,0.0,0.570910317621749,1.460636186137383,0.022229382768273354,0.0,,0.0,False,False,66.85542159658955,7.749565374276824,direct_action_clipped,False,115,1.0,1.1278553392576134,0.0,1.0,True,False,0.09558002211610939,0.40816326530612246,1.8023505017294092,0.05570659041404724,46.121134797732424,0.0,0.0,14.962213025828339,-0.40816326530612246,-0.34171431559202614,-0.03347720764577389,20.734286798857127,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0017,m3082-fresh-panel-0017,m3082_fresh_robustness_panel,offtrack_boundary_recovery,offtrack_containment,fresh_curved_boundary_recovery,fresh_boundary_curvature_and_lane_width,True,m3080-measurement-episode-0017,301516,success_obstacle_pass,False,False,True,m3080-measurement-episode-0017,17,m3012-executable-workload-0003,m3009-workload-contract-0003,m3009-source-resolution-0002,m3009-profile-binding-0001,m3012-executable-source-spec-0002,m3006-src-0001,route_a_candidate_m2655_mitigation_preserving,route_a_candidate_m2655_mitigation_preserving+m3078_deterministic_safety_reflex_fresh_offtrack_boundary_recovery,candidate,T5,curved_boundary_obstacle|capability_step_down_variant,decision_minus_40,active_safety_driver_v1;T5;candidate;offtrack_boundary_recovery;fresh_boundary_curvature_and_lane_width;t5_boundary_axis_retarget,401600,m3078_deterministic_safety_reflex_fresh,248,True,False,False,False,False,off_track,off_track_noncollision_noncompletion,7.690802871851751,2.043613678804679,5.647189193047073,0.43548387096774194,0.3858559604196621,1.9569351174064533,0.020339513197541237,0.0401753332877135,4.96,0.0401753332877135,False,False,-107.55479775067846,3.296702467549158,direct_action_clipped,False,248,1.0,1.1241693770693195,0.0,1.0,True,False,7.4166326318196205,0.0,1.5815508515328567,0.0329708568751812,47.61074231873319,-1.0,0.0,-1.769443438772548,0.43548387096774194,0.37538426587359663,-0.012631343677639961,-155.16554006941163,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0018,m3082-fresh-panel-0018,m3082_fresh_robustness_panel,offtrack_boundary_recovery,offtrack_containment,fresh_curved_boundary_recovery,fresh_boundary_curvature_and_lane_width,True,m3080-measurement-episode-0018,301517,success_obstacle_pass,False,False,True,m3080-measurement-episode-0018,18,m3012-executable-workload-0004,m3009-workload-contract-0004,m3009-source-resolution-0002,m3009-profile-binding-0002,m3012-executable-source-spec-0002,m3006-src-0001,route_a_parent_l3_online_gru,route_a_parent_l3_online_gru+m3078_deterministic_safety_reflex_fresh_offtrack_boundary_recovery,parent,T5,curved_boundary_obstacle|capability_step_down_variant,decision_minus_40,active_safety_driver_v1;T5;parent;offtrack_boundary_recovery;fresh_boundary_curvature_and_lane_width;t5_boundary_axis_retarget,401601,m3078_deterministic_safety_reflex_fresh,75,False,True,True,False,True,,success_obstacle_pass,6.232429027469927,1.7428109413897197,4.489618086080208,0.0,0.6351957466257429,0.9316422492456042,0.02300594002008438,0.0,,0.0,False,False,53.78813536670407,8.647498934728112,direct_action_clipped,False,75,1.0,1.0715291706720989,0.0,1.0,True,False,4.952015565916539,0.0,1.5196838537017432,0.047061823308467865,53.83690157586037,0.0,0.0,-0.46239747983633084,0.0,-0.588041604456139,-0.024055883288383484,-0.048766209156298146,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0019,m3082-fresh-panel-0019,m3082_fresh_robustness_panel,offtrack_boundary_recovery,offtrack_containment,fresh_curved_boundary_recovery,fresh_boundary_curvature_and_lane_width,True,m3080-measurement-episode-0019,301518,collision_failure,False,False,True,m3080-measurement-episode-0019,19,m3012-executable-workload-0007,m3009-workload-contract-0007,m3009-source-resolution-0004,m3009-profile-binding-0001,m3012-executable-source-spec-0004,m3006-src-0003,route_a_candidate_m2655_mitigation_preserving,route_a_candidate_m2655_mitigation_preserving+m3078_deterministic_safety_reflex_fresh_offtrack_boundary_recovery,candidate,T5,brake_fade_or_loss_proxy|boundary_axis_variant,decision_minus_28,active_safety_driver_v1;T5;candidate;offtrack_boundary_recovery;fresh_boundary_curvature_and_lane_width;t5_near_boundary_warmup,401610,m3078_deterministic_safety_reflex_fresh,121,False,True,True,False,True,,success_obstacle_pass,18.49957841576174,1.7304753931821155,16.769103022579625,0.0,0.3008257877471439,1.401695805434417,0.022532504051923752,0.0,,0.0,False,False,82.47442799364687,7.617620802099384,direct_action_clipped,False,121,1.0,1.0795912663798688,0.0,1.0,False,True,-0.06427238513391487,0.5,2.4515267510590233,0.04914509877562523,-3.656420881914041,1.0,-1.0,16.83337540771354,-0.5,-1.0498309456246062,-0.026612594723701477,86.13084887556091,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0020,m3082-fresh-panel-0020,m3082_fresh_robustness_panel,offtrack_boundary_recovery,offtrack_containment,fresh_curved_boundary_recovery,fresh_boundary_curvature_and_lane_width,True,m3080-measurement-episode-0020,301519,success_obstacle_pass,False,False,True,m3080-measurement-episode-0020,20,m3012-executable-workload-0008,m3009-workload-contract-0008,m3009-source-resolution-0004,m3009-profile-binding-0002,m3012-executable-source-spec-0004,m3006-src-0003,route_a_parent_l3_online_gru,route_a_parent_l3_online_gru+m3078_deterministic_safety_reflex_fresh_offtrack_boundary_recovery,parent,T5,brake_fade_or_loss_proxy|boundary_axis_variant,decision_minus_28,active_safety_driver_v1;T5;parent;offtrack_boundary_recovery;fresh_boundary_curvature_and_lane_width;t5_near_boundary_warmup,401611,m3078_deterministic_safety_reflex_fresh,124,True,False,False,False,False,speed_too_low,speed_too_low_noncollision_noncompletion,2.2776978489977413,1.612697116203511,0.6650007327942302,0.28225806451612906,0.4058763382291559,1.8858097830295375,0.07166267186403275,0.0,,0.0,False,False,16.625136727725753,5.633506607361278,direct_action_clipped,False,124,1.0,1.3591873741918994,0.0,1.0,True,False,0.5415794029701142,0.36,1.4651866683858077,0.05442531779408455,52.19111377980178,-1.0,0.0,0.12342132982411602,-0.07774193548387093,0.4206231146437298,0.017237354069948196,-35.56597705207603,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0021,m3082-fresh-panel-0021,m3082_fresh_robustness_panel,offtrack_boundary_recovery,offtrack_containment,fresh_curved_boundary_recovery,fresh_boundary_curvature_and_lane_width,True,m3080-measurement-episode-0021,301520,success_obstacle_pass,False,False,True,m3080-measurement-episode-0021,21,m3012-executable-workload-0011,m3009-workload-contract-0011,m3009-source-resolution-0006,m3009-profile-binding-0001,m3012-executable-source-spec-0006,m3006-src-0005,route_a_candidate_m2655_mitigation_preserving,route_a_candidate_m2655_mitigation_preserving+m3078_deterministic_safety_reflex_fresh_offtrack_boundary_recovery,candidate,T5,t5_near_boundary_warmup|curved_boundary_obstacle_variant,decision_minus_36,active_safety_driver_v1;T5;candidate;offtrack_boundary_recovery;fresh_boundary_curvature_and_lane_width;t5_near_boundary_warmup,401620,m3078_deterministic_safety_reflex_fresh,132,False,True,True,False,True,,success_obstacle_pass,11.204931537817327,1.8658675125058388,9.339064025311488,0.3106060606060606,0.20737062597609265,1.321062347744538,0.05959354341030121,0.0,,0.0,False,False,71.72692525489822,6.335787184972041,direct_action_clipped,False,132,1.0,1.1465590650385076,0.0,1.0,True,False,20.770451862561128,0.5439560439560439,0.1856170784022497,0.03159668296575546,71.60588831301263,0.0,0.0,-11.43138783724964,-0.2333499833499833,1.1354452693422883,0.027996860444545746,0.12103694188559189,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
m3084-measurement-episode-0022,m3082-fresh-panel-0022,m3082_fresh_robustness_panel,offtrack_boundary_recovery,offtrack_containment,fresh_curved_boundary_recovery,fresh_boundary_curvature_and_lane_width,True,m3080-measurement-episode-0022,301521,success_obstacle_pass,False,False,True,m3080-measurement-episode-0022,22,m3012-executable-workload-0012,m3009-workload-contract-0012,m3009-source-resolution-0006,m3009-profile-binding-0002,m3012-executable-source-spec-0006,m3006-src-0005,route_a_parent_l3_online_gru,route_a_parent_l3_online_gru+m3078_deterministic_safety_reflex_fresh_offtrack_boundary_recovery,parent,T5,t5_near_boundary_warmup|curved_boundary_obstacle_variant,decision_minus_36,active_safety_driver_v1;T5;parent;offtrack_boundary_recovery;fresh_boundary_curvature_and_lane_width;t5_near_boundary_warmup,401621,m3078_deterministic_safety_reflex_fresh,123,False,True,True,False,True,,success_obstacle_pass,18.969710903960937,1.550203185840986,17.419507718119952,0.0,0.32558074904902395,1.704814763455411,0.024867607280611992,0.0,,0.0,False,False,75.64764117210467,7.409470125743683,direct_action_clipped,False,123,1.0,1.0837471960036735,0.0,1.0,True,False,27.334912282632114,0.0,2.077534988759698,0.010312115773558617,57.502145203268825,0.0,0.0,-9.915404564512162,0.0,-0.37272022530428717,0.014555491507053375,18.145495968835846,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"M3084 Active Safety Driver v1 actor-visible deterministic direct-action safety-reflex fresh robustness measurement preflight only; fresh current-sim measurement rows and metric tables may be recorded for the M3078 deterministic direct-action safety-reflex candidate on the M3082 fresh panel. The candidate is executed as final_action = actor_visible_safety_reflex_action(obs72). No runtime base policy, hidden oracle, TTC, target, provenance, source, route, outcome, progress, or verdict actor input is used. No validation result, driver-performance verdict, current-sim verdict, ranking, winner selection, checkpoint promotion, checkpoint mutation, repair success, high-fidelity validation, paper evidence, finite-window-vs-GRU, full ideal driver, or self-ID claim is made"
