profile_name,parent_feasibility_tier_id,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
L2_window_25,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,1,43,44,0.0,0.022727272727272728,0.9772727272727273,1.0,32.83917984889656,3.3349109836078497,17.772727272727273,True,0,1,43,44,0,0
L2_window_25,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,7,2,3,0.0,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.10929320770484956,-11.660712993603036,15.11111111111111,True,0,7,2,3,6,0
L2_window_25,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,1,6,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,2.4719620324441904,0.7732326282513021,21.428571428571427,True,0,1,6,6,1,0
L2_window_25,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,16.293707526814984,3.5442019607807267,16.5,True,0,0,8,8,0,0
L2_window_25_current_tiled,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,4,8,10,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,12.401054006228838,-1.2549123005630427,21.083333333333332,True,0,4,8,10,2,0
L2_window_25_current_tiled,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,1,43,43,0.0,0.022727272727272728,0.9772727272727273,0.9772727272727273,33.17452161171994,3.417674545885082,17.25,True,0,1,43,43,1,0
L2_window_25_current_tiled,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,8,1,5,0.0,0.8888888888888888,0.1111111111111111,0.5555555555555556,-0.08212598446512596,-12.445888784886597,15.11111111111111,True,0,8,1,5,4,0
L2_window_25_current_tiled,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,1,6,7,0.0,0.14285714285714285,0.8571428571428571,1.0,2.605619485138498,1.759647393724697,21.0,True,0,1,6,7,0,0
L2_window_25_current_tiled,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,16.120926696926883,4.052229137912561,16.625,True,0,0,8,8,0,0
L2_window_50,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,1,11,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,12.563893984470361,3.0513486767752998,20.916666666666668,True,0,1,11,11,1,0
L2_window_50,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,2,42,43,0.0,0.045454545454545456,0.9545454545454546,0.9772727272727273,33.03784057441405,3.190972925029067,17.545454545454547,True,0,2,42,43,1,0
L2_window_50,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,8,1,2,0.0,0.8888888888888888,0.1111111111111111,0.2222222222222222,-0.022856481106393996,-13.516845520382786,15.11111111111111,True,0,8,1,2,7,0
L2_window_50,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,1,6,7,0.0,0.14285714285714285,0.8571428571428571,1.0,2.8444123103622267,0.31418236661096827,20.857142857142858,True,0,1,6,7,0,0
L2_window_50,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,16.500296518538512,3.7847887903179385,16.25,True,0,0,8,8,0,0
L2_window_50_current_tiled,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,2,10,11,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666666,12.40614714661394,1.9537977479046085,21.083333333333332,True,0,2,10,11,1,0
L2_window_50_current_tiled,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,1,43,43,0.0,0.022727272727272728,0.9772727272727273,0.9772727272727273,33.092970175699456,3.366760876202933,17.363636363636363,True,0,1,43,43,1,0
L2_window_50_current_tiled,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,7,2,5,0.0,0.7777777777777778,0.2222222222222222,0.5555555555555556,-0.060180892939249477,-12.203330358863768,15.222222222222221,True,0,7,2,5,4,0
L2_window_50_current_tiled,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,1,6,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,2.355626501764054,1.660987238981555,21.428571428571427,True,0,1,6,6,1,0
L2_window_50_current_tiled,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,16.794782951211616,4.119565245399945,15.875,True,0,0,8,8,0,0
L3_online_gru,tier_b_feasible_emergency,outcome_by_profile_parent_tier,weak_support,12,3,4,5,5,0.25,0.3333333333333333,0.4166666666666667,0.4166666666666667,10.581649103905374,10.302011851110828,25.333333333333332,True,3,4,5,5,4,3
L3_online_gru,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,weak_support,44,2,2,40,41,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.9318181818181818,31.305843104951826,10.74316307318078,20.363636363636363,True,2,2,40,41,1,2
L3_online_gru,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,weak_support,9,3,5,1,1,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.15378239322087311,4.324492615310654,16.555555555555557,True,3,5,1,1,5,3
L3_online_gru,tier_e_mitigation_only,outcome_by_profile_parent_tier,weak_support,7,1,5,1,1,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.6374620018136312,3.9592963672582786,26.0,True,1,5,1,1,5,1
L3_online_gru,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,15.042195417662963,8.396077552939442,18.0,True,0,0,8,8,0,0
L3_reset_control_corrected,tier_b_feasible_emergency,outcome_by_profile_parent_tier,weak_support,12,2,4,6,6,0.16666666666666666,0.3333333333333333,0.5,0.5,10.32795972109115,10.116809732229308,26.25,True,2,4,6,6,4,2
L3_reset_control_corrected,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,weak_support,44,3,1,40,40,0.06818181818181818,0.022727272727272728,0.9090909090909091,0.9090909090909091,31.30718092902398,10.424844249538427,20.477272727272727,True,3,1,40,40,1,3
L3_reset_control_corrected,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,weak_support,9,4,5,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.22771676797591534,5.338663298130628,16.77777777777778,True,4,5,0,0,5,4
L3_reset_control_corrected,tier_e_mitigation_only,outcome_by_profile_parent_tier,weak_support,7,3,2,2,2,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.05169603139577,14.403690663425664,26.428571428571427,True,3,2,2,2,2,3
L3_reset_control_corrected,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,14.81432247109622,9.826237898878523,18.375,True,0,0,8,8,0,0
