pair_id,role_family,dynamics_axis,stress_family,seed_index,seed,source_execution_row_id,candidate_execution_row_id,source_checkpoint,candidate_checkpoint,source_checkpoint_hash,candidate_checkpoint_hash,source_steps_executed,candidate_steps_executed,candidate_minus_source_minimum_obstacle_clearance_m,candidate_minus_source_minimum_road_margin_m,candidate_minus_source_final_road_margin_m,candidate_minus_source_final_speed_mps,candidate_minus_source_max_abs_yaw_rate,candidate_minus_source_max_abs_y,candidate_minus_source_throttle_brake_conflict_proxy,candidate_minus_source_mean_throttle,candidate_minus_source_mean_brake,candidate_minus_source_mean_action_l1,candidate_minus_source_command_response_proxy,mean_action_delta_l1,paired_row_complete,finite_delta,diagnostic_only,ranking_admissible,winner_selected,success_rate_verdict_computed,claim_scope,forbidden_interpretation
m2784_pair_drift_required_recovery_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_266102,drift_required_recovery,fresh_fault_delay_noise,recurrent_hidden_reset_stress,2,266102,m2784_pair_drift_required_recovery_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_266102_source,m2784_pair_drift_required_recovery_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_266102_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.0012794408592631257,0.00331306948402732,0.00331306948402732,-0.0031213027088101697,-0.00028036734827419085,-0.0033198269576715234,0.0,0.0,0.0,0.0003811955451965554,0.0019976605304803385,0.0003811888396740108,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_266103,drift_required_recovery,fresh_fault_delay_noise,recurrent_hidden_reset_stress,3,266103,m2784_pair_drift_required_recovery_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_266103_source,m2784_pair_drift_required_recovery_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_266103_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.001489979019170029,0.002671212343706042,0.002671212343706042,-0.002425206084151199,-0.0001401911394528499,-0.0026687771933544546,0.0,0.0,0.0,0.0002948269248008728,0.0015045342162380848,0.00029482493797935067,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266100,drift_required_recovery,fresh_nominal_or_role_default,held_actuator_history_stress,0,266100,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266100_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266100_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.000979424277918639,0.002261091486063016,0.002261091486063016,-0.0019843128629748463,-0.00026208422416962307,-0.0022575505068669344,0.0,0.0,0.0,0.0002707563340663688,0.0012009613158303623,0.000270764529705055,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266101,drift_required_recovery,fresh_nominal_or_role_default,held_actuator_history_stress,1,266101,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266101_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266101_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.0017573278691047634,0.0028805676931038526,0.0028805676931038526,-0.0025514922651312943,-0.0008071241607918722,-0.0028761833025221506,0.0,0.0,0.0,0.0003369845449924247,0.0015693247061667748,0.0003369837999343724,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266102,drift_required_recovery,fresh_nominal_or_role_default,held_actuator_history_stress,2,266102,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266102_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266102_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.00104578673551603,0.002494452604430375,0.002494452604430375,-0.0014624581707254336,0.0,-0.0024875831555717376,0.0,0.0,0.0,0.00029949769377701774,0.0007162153693780482,0.00029949744542441997,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266103,drift_required_recovery,fresh_nominal_or_role_default,held_actuator_history_stress,3,266103,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266103_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266103_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.001099363688526811,0.002390659687451002,0.002390659687451002,-0.002110201730292527,-0.00025634772668281514,-0.002386933593442997,0.0,0.0,0.0,0.0002944536507129003,0.0012062435816559969,0.00029446035623548195,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266100,drift_required_recovery,fresh_nominal_or_role_default,previous_command_history_stress,0,266100,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266100_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266100_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.0009950563094438536,0.0023498153298042723,0.0023498153298042723,-0.0020256542631176266,-0.0006417418486269755,-0.002346122599182987,0.0,0.0,0.0,0.0002772524952888711,0.001235995433221504,0.0002772544821103562,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266101,drift_required_recovery,fresh_nominal_or_role_default,previous_command_history_stress,1,266101,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266101_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266101_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.0016810612426874094,0.0029345166154985947,0.0029345166154985947,-0.002590440906850233,-0.0006838758673060608,-0.0029300141158987714,0.0,0.0,0.0,0.00034692659974089324,0.001595030357428584,0.000346926848093676,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266102,drift_required_recovery,fresh_nominal_or_role_default,previous_command_history_stress,2,266102,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266102_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266102_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.0010588983520780637,0.0026526377564564108,0.0026526377564564108,-0.0015568113374890835,0.0,-0.0026452345797585153,0.0,0.0,0.0,0.0003152534365654658,0.0007701369856238927,0.0003152502079804738,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266103,drift_required_recovery,fresh_nominal_or_role_default,previous_command_history_stress,3,266103,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266103_source,m2784_pair_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266103_candidate,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,runs/m2782_engineering_controller_route_a_source_only_belief_stress_short_training_continuation_preflight/checkpoints/m2782_belief_stress_short_training_candidate.pt,e6ecf4bc3f273ea8f7bd4149c068708a86c0969a982cac602635339639938b87,96944838f1075e6ce6d463f336056f1d81799d7ac69d419ca3a9644582cc0ae8,80,80,-0.0011036076850219345,0.0024937120456431927,0.0024937120456431927,-0.002161598481269955,-0.0008484511115962046,-0.0024898232206989057,0.0,0.0,0.0,0.0003018625080586368,0.0012754517532060916,0.0003018672267596223,True,True,True,False,False,False,Route A source-only paired closed-loop delta diagnostic preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
