slice_kind,slice_id,profile_name,task_source_id,task_family,episode_count,profile_count,spec_count,success_count,collision_count,offtrack_outcome_count,speed_too_low_count,termination_offtrack_count,success_rate,collision_rate,offtrack_outcome_rate,termination_offtrack_rate,dominant_outcome,dominance_share,hidden_dynamics_bucket_present,outcome_dominance_blocked,task_quality_blocked,interpretable_for_history_comparison,reason,claim_boundary
spec,task_source_id=m1680-spec-0010,,m1680-spec-0010,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0011,,m1680-spec-0011,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0012,,m1680-spec-0012,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0013,,m1680-spec-0013,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0014,,m1680-spec-0014,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0015,,m1680-spec-0015,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0016,,m1680-spec-0016,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0017,,m1680-spec-0017,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0018,,m1680-spec-0018,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0019,,m1680-spec-0019,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0020,,m1680-spec-0020,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0021,,m1680-spec-0021,,12,12,1,0,1,11,0,12,0.0,0.08333333333333333,0.9166666666666666,1.0,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0022,,m1680-spec-0022,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0023,,m1680-spec-0023,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0024,,m1680-spec-0024,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0025,,m1680-spec-0025,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0026,,m1680-spec-0026,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0027,,m1680-spec-0027,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0028,,m1680-spec-0028,,12,12,1,2,0,10,0,10,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0029,,m1680-spec-0029,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0030,,m1680-spec-0030,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0031,,m1680-spec-0031,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0032,,m1680-spec-0032,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0033,,m1680-spec-0033,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0034,,m1680-spec-0034,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0035,,m1680-spec-0035,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0036,,m1680-spec-0036,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0037,,m1680-spec-0037,,12,12,1,2,0,10,0,10,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0038,,m1680-spec-0038,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
