task_source_id,episode_count,success_rate,collision_rate,clearance_margin_mean,clearance_margin_p10,return_mean,steps_mean,control_smoothness,spin_or_unstable_rate,failure_rate,all_selected_metrics_finite,recovery_success_rate,recovery_time_proxy_mean,controlled_drift_recovery_success_rate,drift_used_rate,impact_severity_proxy_mean,collision_mitigation_score_mean,max_off_track_overshoot_mean,off_track_severity_proxy_mean,task_family,source_family
m1680-spec-0015,12,0.0,0.0,14.696718794644235,5.29563616174298,16.033884053250855,74.08333333333333,0.00255349974516624,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07372573890911334,0.07372573890911334,T4,actuator_delay_step
m1680-spec-0016,12,0.08333333333333333,0.0,17.796440220926794,8.384174621254544,24.83559014869678,80.25,0.002458106386863316,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.05030603922605703,0.05030603922605703,T4,capability_step_down
m1680-spec-0017,12,0.0,0.08333333333333333,15.129385059786733,9.947905247398962,20.70823643515797,74.33333333333333,0.0025589331198716536,0.0,0.0,True,0.0,,0.0,0.0,11.553842232306717,0.9628201860255597,0.0630917516523386,0.0630917516523386,T4,t4_actuator_delay_response
m1680-spec-0018,12,0.08333333333333333,0.08333333333333333,12.841160649921903,0.7833663561259685,22.59188343654469,70.33333333333333,0.002547532247263007,0.0,0.0,True,0.0,,0.0,0.0,9.316129300803174,0.7763441084002646,0.05182562214404,0.05182562214404,T4,t4_actuator_delay_response
m1680-spec-0019,12,0.0,0.0,14.293233324135405,2.094398137486468,19.01847134001946,80.25,0.0022543350545068583,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.06469799291747454,0.06469799291747454,T4,t4_capability_step_temporal
m1680-spec-0020,12,0.0,0.0,17.933997700374366,8.114007307288272,24.39584127395891,69.75,0.002808138116961345,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.06766686119590837,0.06766686119590837,T4,t4_staged_warmup_capability
m1680-spec-0021,12,0.0,0.08333333333333333,12.696687169853897,1.2102184606039206,17.91268160329715,74.08333333333333,0.0025159800134133548,0.0,0.0,True,0.0,,0.0,0.0,7.120416550320025,0.593368045860002,0.07363308106415871,0.07363308106415871,T4,capability_step_up
m1680-spec-0022,12,0.0,0.0,16.062796704408864,6.590006873690804,19.475877731311517,74.91666666666667,0.0023713423821997517,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.06405253137704718,0.06405253137704718,T4,actuator_delay_step
m1680-spec-0023,12,0.0,0.0,11.851673044983611,3.010706550129568,23.51038927613637,75.5,0.00232001107360702,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07591029343157245,0.07591029343157245,T4,capability_step_down
m1680-spec-0024,12,0.0,0.0,12.107467955278386,4.3971732312468985,16.058039837366476,74.58333333333333,0.002405074832495302,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07878248918716195,0.07878248918716195,T4,t4_actuator_delay_response
m1680-spec-0025,12,0.0,0.0,10.789910748605926,4.351007598149233,15.332470254278968,77.91666666666667,0.0023564119765069336,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.06040031122109468,0.06040031122109468,T4,t4_actuator_delay_response
m1680-spec-0026,12,0.08333333333333333,0.0,14.863087225566451,6.5757314333258,33.16181867886066,79.41666666666667,0.002315929731897389,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.05919703203177118,0.05919703203177118,T4,t4_capability_step_temporal
m1680-spec-0027,12,0.08333333333333333,0.0,11.140729364709971,3.9768442481037307,22.262528458348186,67.33333333333333,0.0026529132737778127,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.05367232956846261,0.05367232956846261,T4,t4_staged_warmup_capability
m1680-spec-0028,12,0.16666666666666666,0.0,13.22362658452775,1.895212000062634,34.70292376283651,77.58333333333333,0.0024907826979566985,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.06034576977328321,0.06034576977328321,T4,capability_step_up
m1680-spec-0029,12,0.0,0.0,16.71094155696349,5.6258835560955065,23.359553933607312,76.16666666666667,0.0025353065623979396,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07729762989944848,0.07729762989944848,T4,actuator_delay_step
m1680-spec-0030,12,0.0,0.0,13.454568265582488,3.1854903024038865,24.99164077224515,74.41666666666667,0.002560696540361581,0.0,0.0,True,0.0,,0.0,0.16666666666666666,,0.0,0.06197953788859619,0.06197953788859619,T4,capability_step_down
m1680-spec-0031,12,0.0,0.0,14.9520631844545,5.204909061113357,15.779506493429295,70.83333333333333,0.002756235456521002,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07055289563426322,0.07055289563426322,T4,t4_actuator_delay_response
m1680-spec-0032,12,0.0,0.08333333333333333,12.79302793577508,3.4881953311106515,20.27745038862856,69.08333333333333,0.0027483612114641196,0.0,0.0,True,0.0,,0.0,0.0,8.025674946484166,0.6688062455403472,0.07443103508714739,0.07443103508714739,T4,t4_actuator_delay_response
m1680-spec-0033,12,0.0,0.0,12.639265168591619,2.731682779121685,22.54526822721267,71.25,0.002548507172226285,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.07104996274605273,0.07104996274605273,T4,t4_capability_step_temporal
m1680-spec-0034,12,0.0,0.08333333333333333,10.132296210679021,4.364093171354099,23.816775595813297,80.66666666666667,0.002558281077654101,0.0,0.0,True,0.0,,0.0,0.08333333333333333,5.19199153927905,0.4326659616065875,0.064313043913657,0.064313043913657,T4,t4_staged_warmup_capability
m1680-spec-0035,12,0.0,0.08333333333333333,13.062470588404963,2.084013716687944,24.526797545693427,78.08333333333333,0.0023930466510743522,0.0,0.0,True,0.0,,0.0,0.08333333333333333,9.468265037123617,0.789022086426968,0.05765993211177959,0.05765993211177959,T4,capability_step_up
m1680-spec-0036,12,0.0,0.08333333333333333,8.52737528383087,1.4733024396014582,16.35467438539381,67.75,0.0027268081127355495,0.0,0.0,True,0.0,,0.0,0.08333333333333333,11.898301388038115,0.9915251156698429,0.0787658321147117,0.0787658321147117,T5,t5_near_boundary_warmup
m1680-spec-0037,12,0.16666666666666666,0.0,7.484296510849961,0.8159559709446734,23.20712073648853,68.16666666666667,0.002697155539256831,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.05000450957564073,0.05000450957564073,T5,brake_fade_or_loss_proxy
m1680-spec-0038,12,0.08333333333333333,0.08333333333333333,9.05416080922494,0.5248830847275199,20.714380178265277,70.66666666666667,0.002611487128888257,0.0,0.0,True,0.0,,0.0,0.0,7.519829794023744,0.626652482835312,0.07711904314494333,0.07711904314494333,T5,t5_near_boundary_warmup
m1680-spec-0039,12,0.0,0.0,8.352012491019211,2.027541900541142,19.91961241555154,68.66666666666667,0.002497267948153118,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07734626876134836,0.07734626876134836,T5,curved_boundary_obstacle
m1680-spec-0040,12,0.0,0.0,11.263961638688329,6.3811991758509,20.269374807779776,66.91666666666667,0.0024052567071824646,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.07717154366817731,0.07717154366817731,T5,t5_boundary_axis_retarget
m1680-spec-0041,12,0.08333333333333333,0.08333333333333333,7.334007055889162,0.9900500531096487,20.323369383461177,62.083333333333336,0.0027681826419817903,0.0,0.0,True,0.0,,0.0,0.0,12.28786608978104,1.0239888408150868,0.08590750610400082,0.08590750610400082,T5,drive_loss_proxy
m1680-spec-0042,12,0.0,0.08333333333333333,7.8032529581229655,0.47944369225684064,22.40614189343196,74.16666666666667,0.002127618034137413,0.0,0.0,True,0.0,,0.0,0.0,8.486891353050048,0.707240946087504,0.06266935181430948,0.06266935181430948,T5,t5_boundary_axis_retarget
m1680-spec-0043,12,0.08333333333333333,0.16666666666666666,4.9634412682356475,-0.010212344196707392,23.834098131580316,70.5,0.002678770552544544,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,11.555554724749864,1.9259257874583107,0.053519447379336484,0.053519447379336484,T5,t5_near_boundary_warmup
m1680-spec-0044,12,0.0,0.08333333333333333,6.5227953760164405,1.0750953378531853,18.84104140267274,66.5,0.00263406423619017,0.0,0.0,True,0.0,,0.0,0.0,10.117135471683989,0.8430946226403324,0.07061490209078751,0.07061490209078751,T5,t5_near_boundary_warmup
m1680-spec-0045,12,0.08333333333333333,0.0,9.39858645244287,2.532046749303657,25.73714720914802,71.66666666666667,0.002742969033230717,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.06438453154180539,0.06438453154180539,T5,brake_fade_or_loss_proxy
m1680-spec-0046,12,0.08333333333333333,0.08333333333333333,7.092202229221449,1.32704406068154,22.880026179564187,72.25,0.00272495818110959,0.0,0.0,True,0.0,,0.0,0.08333333333333333,11.276413698536567,0.939701141544714,0.037693602105559165,0.037693602105559165,T5,t5_near_boundary_warmup
m1680-spec-0047,12,0.08333333333333333,0.0,9.876512721168226,4.073629415265284,22.095943424939126,64.25,0.002650154686610525,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,,0.0,0.07230629771124282,0.07230629771124282,T5,curved_boundary_obstacle
m1680-spec-0048,12,0.0,0.16666666666666666,7.784107565592573,-0.05515589248152556,19.54335754713969,64.41666666666667,0.00264231213562501,0.0,0.0,True,0.0,,0.0,0.16666666666666666,10.946902510895066,1.8244837518158443,0.09118617355946323,0.09118617355946323,T5,t5_boundary_axis_retarget
m1680-spec-0049,12,0.08333333333333333,0.0,6.3874275362029636,2.487485139617578,21.715090469780687,66.75,0.002698018516336257,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,,0.0,0.05927322899774564,0.05927322899774564,T5,drive_loss_proxy
m1680-spec-0050,12,0.08333333333333333,0.0,6.772886760362993,3.2580839147576923,24.5751207852513,73.0,0.002384023721485088,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,,0.0,0.053215477202193995,0.053215477202193995,T5,t5_boundary_axis_retarget
m1680-spec-0051,12,0.08333333333333333,0.0,7.245113938384521,0.4503988646696348,18.39234484157173,67.91666666666667,0.0027284984389552847,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.04860597383862272,0.04860597383862272,T5,t5_near_boundary_warmup
m1680-spec-0052,12,0.16666666666666666,0.08333333333333333,8.097869184890573,1.0558896706477698,25.205053391397332,73.25,0.002558586517504106,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,9.148651405407728,0.7623876171173106,0.07438511407503452,0.07438511407503452,T5,t5_near_boundary_warmup
m1680-spec-0053,12,0.0,0.16666666666666666,7.3349199874615705,0.12507350372676557,17.41693341412768,69.91666666666667,0.0023651803785469383,0.0,0.0,True,0.0,,0.0,0.0,9.603615158884585,1.6006025264807642,0.056691108171447326,0.056691108171447326,T5,t5_boundary_axis_retarget
m1680-spec-0054,12,0.0,0.08333333333333333,8.521638091411884,1.269148400318625,15.421357629971189,69.58333333333333,0.0026234836453416697,0.0,0.0,True,0.0,,0.0,0.08333333333333333,8.527680746831292,0.710640062235941,0.07900600754679814,0.07900600754679814,T5,t5_near_boundary_warmup
m1680-spec-0055,12,0.08333333333333333,0.08333333333333333,7.043204793860313,0.7423613908384913,25.407127835950053,74.66666666666667,0.002572142160109555,0.0,0.0,True,0.0,,0.0,0.08333333333333333,11.42435521441281,0.9520296012010675,0.071110058287618,0.071110058287618,T5,t5_near_boundary_warmup
m1680-spec-0056,12,0.08333333333333333,0.0,9.217730731218571,4.238318520090862,23.741843723793224,77.0,0.002226951502962038,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.0850558781958961,0.0850558781958961,T5,t5_boundary_axis_retarget
m1680-spec-0057,12,0.0,0.0,6.612565618531673,1.1964702327381915,18.717170847483374,64.16666666666667,0.0028434280247893184,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07452452882786709,0.07452452882786709,T5,t5_near_boundary_warmup
m1680-spec-0058,12,0.08333333333333333,0.0,8.023375247186724,1.166874211610555,23.85953565664437,67.0,0.0025037181039806455,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,,0.0,0.07817997156742162,0.07817997156742162,T5,t5_near_boundary_warmup
m1680-spec-0059,12,0.08333333333333333,0.08333333333333333,10.643169234286757,0.8193953212656315,20.60670112357488,70.0,0.0022617943808048344,0.0,0.0,True,0.0,,0.0,0.0,7.816281329587969,0.6513567774656641,0.06862032454828466,0.06862032454828466,T5,t5_boundary_axis_retarget
m1680-spec-0060,12,0.0,0.0,5.554489547903564,0.7491609616363807,18.3462603820176,66.58333333333333,0.002591146893488864,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.054710865013808174,0.054710865013808174,T5,t5_near_boundary_warmup
m1680-spec-0061,12,0.0,0.0,7.396463664052291,0.5721124664306126,16.30009494789707,68.33333333333333,0.002529246334840233,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.07087233548684028,0.07087233548684028,T5,t5_near_boundary_warmup
m1680-spec-0062,12,0.08333333333333333,0.0,4.938490665299043,0.35748975678710354,26.726720964055158,70.33333333333333,0.0021363059931900352,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,,0.0,0.07189680340132298,0.07189680340132298,T5,t5_boundary_axis_retarget
m1680-spec-0063,12,0.08333333333333333,0.0,6.926233395851001,1.7088166836952583,21.192888322652337,68.0,0.0026308789723164714,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.06774588958243033,0.06774588958243033,T5,t5_near_boundary_warmup
m1680-spec-0064,12,0.16666666666666666,0.0,7.700554659214063,1.066142111166815,24.370168113268676,67.91666666666667,0.0026727091850868114,0.0,0.0,True,0.0,,0.0,0.08333333333333333,,0.0,0.05091131104292668,0.05091131104292668,T5,t5_near_boundary_warmup
m1680-spec-0065,12,0.08333333333333333,0.08333333333333333,7.206579166345111,0.45677747433913013,25.187340038263013,75.33333333333333,0.002720109788545718,0.08333333333333333,0.0,True,0.0,,0.0,0.16666666666666666,12.334713608058538,1.0278928006715449,0.08836933818993369,0.08836933818993369,T5,t5_boundary_axis_retarget
m1680-spec-0066,12,0.0,0.25,7.1640176680917,-0.031564970876676535,19.769636417540237,67.33333333333333,0.0026093045259282612,0.0,0.0,True,0.0,,0.0,0.0,9.592710661866187,2.3981776654665468,0.051773380827233005,0.051773380827233005,T5,t5_near_boundary_warmup
m1680-spec-0067,12,0.0,0.0,8.871534946187912,3.036616842255163,16.138908955371196,70.33333333333333,0.00248499219014775,0.0,0.0,True,0.0,,0.0,0.0,,0.0,0.0775892605041495,0.0775892605041495,T5,t5_near_boundary_warmup
m1680-spec-0068,12,0.08333333333333333,0.25,5.232962598457957,-0.060824553084657305,17.956862938924367,69.5,0.0024488765872471654,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,9.544488930359217,2.386122232589804,0.04796343623927809,0.04796343623927809,T5,t5_boundary_axis_retarget
m1680-spec-0069,12,0.08333333333333333,0.0,6.677722363139856,0.7857331982724902,24.624938471262436,71.66666666666667,0.002585319467470981,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,,0.0,0.06204538000224898,0.06204538000224898,T5,t5_near_boundary_warmup
m1680-spec-0070,12,0.08333333333333333,0.08333333333333333,8.020125221235274,2.5558360731394463,20.7495359996138,65.75,0.0026860986351190754,0.0,0.0,True,0.08333333333333333,0.0,0.08333333333333333,0.0,10.810910345128477,0.900909195427373,0.06476566450902628,0.06476566450902628,T5,t5_near_boundary_warmup
m1680-spec-0071,12,0.0,0.08333333333333333,9.37117158910134,3.948706264763225,15.910087268741208,65.5,0.00254399196516412,0.0,0.0,True,0.0,,0.0,0.0,11.753960550294993,0.9794967125245827,0.07692143449653166,0.07692143449653166,T5,t5_boundary_axis_retarget
