panel_source_id,panel_task_family,source_origin,source_kind,source_edge,window_tag,source_role_semantics,parent_feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label,source_reference
m2020-active-safety-0000,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,drift_required_recovery|tier_c_boundary_near_miss|post_friction_step|drift_required,m2020_public_diagnostic,drift_required_recovery,tier_c_boundary_near_miss,post_friction_step,drift_required,success_stabilizer|drift_required_recovery|tier_c_boundary_near_miss|post_friction_step|drift_required
m2020-active-safety-0001,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,drift_required_recovery|tier_e_mitigation_only|steady_surface|drift_required,m2020_public_diagnostic,drift_required_recovery,tier_e_mitigation_only,steady_surface,drift_required,success_stabilizer|drift_required_recovery|tier_e_mitigation_only|steady_surface|drift_required
m2020-active-safety-0002,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2020_public_diagnostic,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,success_stabilizer|stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible
m2020-active-safety-0003,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aeb|tier_e_mitigation_only|post_friction_step|aeb_feasible,m2020_public_diagnostic,stable_aeb,tier_e_mitigation_only,post_friction_step,aeb_feasible,success_stabilizer|stable_aeb|tier_e_mitigation_only|post_friction_step|aeb_feasible
m2020-active-safety-0004,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,m2020_public_diagnostic,stable_aes_only,tier_b_feasible_emergency,post_friction_step,aes_feasible,success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible
m2020-active-safety-0005,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable,m2020_public_diagnostic,unavoidable_mitigation,tier_b_feasible_emergency,post_friction_step,unavoidable,success_stabilizer|unavoidable_mitigation|tier_b_feasible_emergency|post_friction_step|unavoidable
m1680-spec-0000,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0001|right_target
m1680-spec-0001,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,public_measured_intervention_candidate,T4,actuator_delay_step,t4_capability_step_temporal,m1538::pair-0013
m1680-spec-0002,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,public_measured_intervention_candidate,T4,capability_step_down,t4_actuator_delay_response,m1538::pair-0012
m1680-spec-0003,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,actuator_delay_step,m1538::pair-0005
m1680-spec-0004,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,capability_step_up,m1538::pair-0004
m1680-spec-0005,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_capability_step_temporal,capability_step_down,m1538::pair-0002
m1680-spec-0006,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0000
m1680-spec-0007,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0025|right_target
m1680-spec-0008,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,public_measured_intervention_candidate,T4,actuator_delay_step,t4_capability_step_temporal,m1538::pair-0013
m1680-spec-0009,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,public_measured_intervention_candidate,T4,capability_step_down,t4_actuator_delay_response,m1538::pair-0012
m1680-spec-0010,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,actuator_delay_step,m1538::pair-0005
m1680-spec-0011,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,capability_step_up,m1538::pair-0004
m1680-spec-0012,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_capability_step_temporal,capability_step_down,m1538::pair-0003
m1680-spec-0013,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0001
m1680-spec-0014,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0049|right_target
m1680-spec-0015,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,public_measured_intervention_candidate,T4,actuator_delay_step,t4_capability_step_temporal,m1538::pair-0013
m1680-spec-0016,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,public_measured_intervention_candidate,T4,capability_step_down,t4_actuator_delay_response,m1538::pair-0012
m1680-spec-0017,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,actuator_delay_step,m1538::pair-0005
m1680-spec-0018,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,capability_step_up,m1538::pair-0004
m1680-spec-0019,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_capability_step_temporal,capability_step_down,m1538::pair-0002
m1680-spec-0020,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0000
m1680-spec-0021,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0073|right_target
m1680-spec-0022,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,public_measured_intervention_candidate,T4,actuator_delay_step,t4_capability_step_temporal,m1538::pair-0013
m1680-spec-0023,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,public_measured_intervention_candidate,T4,capability_step_down,t4_actuator_delay_response,m1538::pair-0012
m1680-spec-0024,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,actuator_delay_step,m1538::pair-0005
m1680-spec-0025,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,capability_step_up,m1538::pair-0004
m1680-spec-0026,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_capability_step_temporal,capability_step_down,m1538::pair-0003
m1680-spec-0027,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0001
m1680-spec-0028,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,m1615_public_diagnostic_positive_package,T4,capability_step_up,actuator_delay_step,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0016|right_target
m1680-spec-0029,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,public_measured_intervention_candidate,T4,actuator_delay_step,t4_capability_step_temporal,m1538::pair-0013
m1680-spec-0030,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,public_measured_intervention_candidate,T4,capability_step_down,t4_actuator_delay_response,m1538::pair-0012
m1680-spec-0031,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,actuator_delay_step,m1538::pair-0005
m1680-spec-0032,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,capability_step_up,m1538::pair-0004
m1680-spec-0033,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_capability_step_temporal,capability_step_down,m1538::pair-0002
m1680-spec-0034,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0000
m1680-spec-0035,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,m1615_public_diagnostic_positive_package,T4,capability_step_up,actuator_delay_step,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0017|right_target
m1680-spec-0006,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0000
m1680-spec-0013,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0001
m1680-spec-0020,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0000
m1680-spec-0027,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0001
m1680-spec-0034,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,m1538::pair-0000
m1680-spec-0036,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,m1595_selector_balanced_clean_source_repair_smoke::selected-0000|left_target
m1680-spec-0038,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,m1595_selector_balanced_clean_source_repair_smoke::selected-0003|right_target
m1680-spec-0043,T3_active_diagnostic_warmup,m1680_controller_family_task_source,terminal_boundary_proxy+warmup_proxy,t5_near_boundary_warmup|t5_boundary_axis_retarget,mapping_window_unspecified,public_measured_intervention_candidate,T5,t5_near_boundary_warmup,t5_boundary_axis_retarget,m1538::pair-0007
m1680-spec-0044,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,m1595_selector_balanced_clean_source_repair_smoke::selected-0024|left_target
m1680-spec-0046,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0021|right_target
m1680-spec-0051,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0000|left_target
m1680-spec-0052,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0025|right_target
m1680-spec-0054,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0001|left_target
m1680-spec-0055,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0026|right_target
m1680-spec-0057,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0005|left_target
m1680-spec-0058,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0029|right_target
m1680-spec-0060,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0006|left_target
m1680-spec-0061,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0030|right_target
m1680-spec-0063,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0007|right_target
m1680-spec-0064,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1595_balanced_repair::selected-0003|right_target
m1680-spec-0066,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0008|left_target
m1680-spec-0067,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,m1595_selector_balanced_clean_source_repair_smoke::selected-0003|right_target
m1680-spec-0069,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1595_balanced_repair::selected-0000|left_target
m1680-spec-0070,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0021|right_target
m1680-spec-0000,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0001|right_target
m1680-spec-0007,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0025|right_target
m1680-spec-0014,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0049|right_target
m1680-spec-0021,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,m1595_selector_balanced_clean_source_repair_smoke::selected-0073|right_target
m1680-spec-0028,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,m1615_public_diagnostic_positive_package,T4,capability_step_up,actuator_delay_step,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0016|right_target
m1680-spec-0035,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,m1615_public_diagnostic_positive_package,T4,capability_step_up,actuator_delay_step,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0017|right_target
m1680-spec-0036,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,m1595_selector_balanced_clean_source_repair_smoke::selected-0000|left_target
m1680-spec-0038,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,m1595_selector_balanced_clean_source_repair_smoke::selected-0003|right_target
m1680-spec-0040,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,clean_history_control_public_pairs,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,m1595_selector_balanced_clean_source_repair_smoke::selected-0002|left_target
m1680-spec-0044,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,m1595_selector_balanced_clean_source_repair_smoke::selected-0024|left_target
m1680-spec-0046,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0021|right_target
m1680-spec-0048,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,clean_history_control_public_pairs,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,m1595_selector_balanced_clean_source_repair_smoke::selected-0026|left_target
m1680-spec-0051,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0000|left_target
m1680-spec-0052,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0025|right_target
m1680-spec-0053,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,clean_history_control_public_pairs,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,m1595_selector_balanced_clean_source_repair_smoke::selected-0074|right_target
m1680-spec-0054,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0001|left_target
m1680-spec-0055,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0026|right_target
m1680-spec-0056,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,m1615_public_diagnostic_positive_package,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0018|left_target
m1680-spec-0057,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0005|left_target
m1680-spec-0058,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0029|right_target
m1680-spec-0059,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,m1615_public_diagnostic_positive_package,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0019|left_target
m1680-spec-0060,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,m1615_public_diagnostic_positive_package,T5,actuator_delay_step,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0006|left_target
m1680-spec-0061,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,m1615_public_diagnostic_positive_package,T5,capability_step_down,t5_near_boundary_warmup,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0030|right_target
m1680-spec-0062,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,m1615_public_diagnostic_positive_package,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,m1615_contour_aware_candidate_corpus::m1592_clean_repair::selected-0043|right_target
