task_source_id,candidate_source_id,repair_candidate_id,repair_source_kind,selection_quota_name,source_role_semantics,parent_feasibility_tier_id,parent_surface_variant,normalized_surface_variant,source_split,speed_ref,mu,friction_step_enabled,friction_step_at,obstacle_distance,obstacle_half_width,sampled_obstacle_label,threshold_score,representative_cell_rule,contract_violation_count,history_length_is_one,action_history_mode_full,include_privileged_params_false,wheel_observation_mode_none,obstacle_relative_velocity_mode_zero
tqcm_exec_v0_0010_otsr_v0_0010_anchor_neighborhood,otsr_v0_0010_anchor_neighborhood,otsr_v0_0010_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,18.0,0.4,True,20,60.0,0.6,aeb_feasible,4.086666666666668,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0011_otsr_v0_0011_anchor_neighborhood,otsr_v0_0011_anchor_neighborhood,otsr_v0_0011_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,18.0,0.4,True,20,60.0,0.5,aeb_feasible,4.385882352941178,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0012_otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,otsr_v0_0012_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,18.0,0.4,True,20,60.0,0.6,aeb_feasible,4.086666666666668,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0013_otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,otsr_v0_0013_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,18.0,0.4,True,20,60.0,0.5,aeb_feasible,4.385882352941178,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0014_otsr_v0_0014_anchor_neighborhood,otsr_v0_0014_anchor_neighborhood,otsr_v0_0014_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,18.0,0.4,True,20,60.0,0.6,aeb_feasible,4.086666666666668,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0015_otsr_v0_0015_anchor_neighborhood,otsr_v0_0015_anchor_neighborhood,otsr_v0_0015_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,18.0,0.4,True,20,60.0,0.5,aeb_feasible,4.385882352941178,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0016_otsr_v0_0032_anchor_neighborhood,otsr_v0_0032_anchor_neighborhood,otsr_v0_0032_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.6,aeb_feasible,3.753207407407408,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0017_otsr_v0_0033_anchor_neighborhood,otsr_v0_0033_anchor_neighborhood,otsr_v0_0033_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.5,aeb_feasible,4.032807843137256,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0018_otsr_v0_0034_anchor_neighborhood,otsr_v0_0034_anchor_neighborhood,otsr_v0_0034_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.6,aeb_feasible,3.753207407407408,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0019_otsr_v0_0035_anchor_neighborhood,otsr_v0_0035_anchor_neighborhood,otsr_v0_0035_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.5,aeb_feasible,4.032807843137256,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0020_otsr_v0_0036_anchor_neighborhood,otsr_v0_0036_anchor_neighborhood,otsr_v0_0036_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.6,aeb_feasible,3.753207407407408,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0021_otsr_v0_0037_anchor_neighborhood,otsr_v0_0037_anchor_neighborhood,otsr_v0_0037_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.5,aeb_feasible,4.032807843137256,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0022_otsr_v0_0038_anchor_neighborhood,otsr_v0_0038_anchor_neighborhood,otsr_v0_0038_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.6,aeb_feasible,3.753207407407408,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0023_otsr_v0_0039_anchor_neighborhood,otsr_v0_0039_anchor_neighborhood,otsr_v0_0039_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,58.0,0.5,aeb_feasible,4.032807843137256,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0024_otsr_v0_0040_anchor_neighborhood,otsr_v0_0040_anchor_neighborhood,otsr_v0_0040_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.6,aeb_feasible,4.086666666666668,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0025_otsr_v0_0041_anchor_neighborhood,otsr_v0_0041_anchor_neighborhood,otsr_v0_0041_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.5,aeb_feasible,4.385882352941178,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0026_otsr_v0_0042_anchor_neighborhood,otsr_v0_0042_anchor_neighborhood,otsr_v0_0042_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.6,aeb_feasible,4.086666666666668,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0027_otsr_v0_0043_anchor_neighborhood,otsr_v0_0043_anchor_neighborhood,otsr_v0_0043_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.5,aeb_feasible,4.385882352941178,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0028_otsr_v0_0044_anchor_neighborhood,otsr_v0_0044_anchor_neighborhood,otsr_v0_0044_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.6,aeb_feasible,4.086666666666668,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0029_otsr_v0_0045_anchor_neighborhood,otsr_v0_0045_anchor_neighborhood,otsr_v0_0045_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.5,aeb_feasible,4.385882352941178,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0030_otsr_v0_0046_anchor_neighborhood,otsr_v0_0046_anchor_neighborhood,otsr_v0_0046_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.6,aeb_feasible,4.086666666666668,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0031_otsr_v0_0047_anchor_neighborhood,otsr_v0_0047_anchor_neighborhood,otsr_v0_0047_anchor_neighborhood,anchor_neighborhood,anchor_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.4,False,0,60.0,0.5,aeb_feasible,4.385882352941178,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0032_otsr_v0_0097_success_stabilizer,otsr_v0_0097_success_stabilizer,otsr_v0_0097_success_stabilizer,success_stabilizer,success_stable_aeb_post,stable_aeb,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_gate,12.0,0.6,True,20,72.0,0.15,aeb_feasible,31.9616,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0033_otsr_v0_0065_success_stabilizer,otsr_v0_0065_success_stabilizer,otsr_v0_0065_success_stabilizer,success_stabilizer,success_stable_aeb_post,stable_aeb,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_debug,12.0,0.6,True,20,74.0,0.15,aeb_feasible,33.81823333333334,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0034_otsr_v0_0083_success_stabilizer,otsr_v0_0083_success_stabilizer,otsr_v0_0083_success_stabilizer,success_stabilizer,success_stable_aeb_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,12.0,0.4,True,20,25.708333333333332,1.2499999999999998,aeb_feasible,0.5437165550595243,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0035_otsr_v0_0084_success_stabilizer,otsr_v0_0084_success_stabilizer,otsr_v0_0084_success_stabilizer,success_stabilizer,success_stable_aeb_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,12.0,0.6,True,20,21.833333333333332,0.85,aeb_feasible,0.9960126524390247,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0036_otsr_v0_0110_success_stabilizer,otsr_v0_0110_success_stabilizer,otsr_v0_0110_success_stabilizer,success_stabilizer,success_stable_aeb_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_gate,12.0,0.4,False,0,25.708333333333332,1.2499999999999998,aeb_feasible,0.5437165550595243,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0037_otsr_v0_0111_success_stabilizer,otsr_v0_0111_success_stabilizer,otsr_v0_0111_success_stabilizer,success_stabilizer,success_stable_aeb_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_gate,12.0,0.6,False,0,21.833333333333332,0.7999999999999999,aeb_feasible,1.0459129687500002,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0038_otsr_v0_0077_success_stabilizer,otsr_v0_0077_success_stabilizer,otsr_v0_0077_success_stabilizer,success_stabilizer,success_stable_aeb_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,12.0,0.4,False,0,25.708333333333332,1.2999999999999998,aeb_feasible,0.5128422239583339,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0039_otsr_v0_0078_success_stabilizer,otsr_v0_0078_success_stabilizer,otsr_v0_0078_success_stabilizer,success_stabilizer,success_stable_aeb_steady,stable_aeb,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,12.0,0.4,False,0,27.708333333333332,1.2499999999999998,aeb_feasible,0.7932486979166669,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0040_otsr_v0_0103_success_stabilizer,otsr_v0_0103_success_stabilizer,otsr_v0_0103_success_stabilizer,success_stabilizer,success_stable_aes_post,stable_aes_only,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_gate,12.0,0.4,True,20,18.0,0.30000000000000004,aes_feasible,0.23605999999999996,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0041_otsr_v0_0070_success_stabilizer,otsr_v0_0070_success_stabilizer,otsr_v0_0070_success_stabilizer,success_stabilizer,success_stable_aes_post,stable_aes_only,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_debug,12.0,0.4,True,20,18.0,0.30000000000000004,aes_feasible,0.23605999999999996,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0042_otsr_v0_0101_success_stabilizer,otsr_v0_0101_success_stabilizer,otsr_v0_0101_success_stabilizer,success_stabilizer,success_stable_aes_post,stable_aes_only,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_gate,12.0,0.4,True,20,20.0,0.35,aes_feasible,0.47677419354838746,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0043_otsr_v0_0100_success_stabilizer,otsr_v0_0100_success_stabilizer,otsr_v0_0100_success_stabilizer,success_stabilizer,success_stable_aes_steady,stable_aes_only,tier_b_feasible_emergency,steady_surface,steady_surface,public_gate,18.0,0.8,False,0,20.0,0.35,aes_feasible,0.31268817204301114,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0044_otsr_v0_0067_success_stabilizer,otsr_v0_0067_success_stabilizer,otsr_v0_0067_success_stabilizer,success_stabilizer,success_stable_aes_steady,stable_aes_only,tier_b_feasible_emergency,steady_surface,steady_surface,public_debug,18.0,0.8,False,0,20.0,0.30000000000000004,aes_feasible,0.3564444444444447,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0045_otsr_v0_0091_success_stabilizer,otsr_v0_0091_success_stabilizer,otsr_v0_0091_success_stabilizer,success_stabilizer,success_stable_aes_steady,stable_aes_only,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_debug,12.0,0.4,False,0,19.0,0.8499999999999999,aes_feasible,0.007718292682926865,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0046_otsr_v0_0064_success_stabilizer,otsr_v0_0064_success_stabilizer,otsr_v0_0064_success_stabilizer,success_stabilizer,success_drift_post,drift_required_recovery,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_debug,12.0,0.25,True,20,16.0,0.65,drift_required,0.0016216216216214429,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0047_otsr_v0_0096_success_stabilizer,otsr_v0_0096_success_stabilizer,otsr_v0_0096_success_stabilizer,success_stabilizer,success_drift_post,drift_required_recovery,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_gate,12.0,0.25,True,20,22.666666666666668,0.65,drift_required,0.006725225225225114,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0048_otsr_v0_0076_success_stabilizer,otsr_v0_0076_success_stabilizer,otsr_v0_0076_success_stabilizer,success_stabilizer,success_drift_post,drift_required_recovery,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_debug,12.0,0.4,True,20,19.75,1.05,drift_required,0.007941041666666612,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0049_otsr_v0_0107_success_stabilizer,otsr_v0_0107_success_stabilizer,otsr_v0_0107_success_stabilizer,success_stabilizer,success_drift_post,drift_required_recovery,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_gate,12.0,0.4,True,20,19.75,1.05,drift_required,0.007941041666666612,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0050_otsr_v0_0106_success_stabilizer,otsr_v0_0106_success_stabilizer,otsr_v0_0106_success_stabilizer,success_stabilizer,success_drift_steady,drift_required_recovery,tier_c_boundary_near_miss,steady_surface,steady_surface,public_gate,18.0,0.8,False,0,21.708333333333332,1.2,drift_required,0.001208125964506368,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0051_otsr_v0_0074_success_stabilizer,otsr_v0_0074_success_stabilizer,otsr_v0_0074_success_stabilizer,success_stabilizer,success_drift_steady,drift_required_recovery,tier_c_boundary_near_miss,steady_surface,steady_surface,public_debug,18.0,0.8,False,0,21.708333333333332,1.2,drift_required,0.001208125964506368,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0052_otsr_v0_0073_success_stabilizer,otsr_v0_0073_success_stabilizer,otsr_v0_0073_success_stabilizer,success_stabilizer,success_unavoidable_post,unavoidable_mitigation,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_debug,12.0,0.25,True,20,16.0,1.2000000000000002,unavoidable,0.22791666666666674,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0053_otsr_v0_0094_success_stabilizer,otsr_v0_0094_success_stabilizer,otsr_v0_0094_success_stabilizer,success_stabilizer,success_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_debug,18.0,0.8,False,0,13.0,1.2,unavoidable,0.27509953703703693,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0054_otsr_v0_0092_success_stabilizer,otsr_v0_0092_success_stabilizer,otsr_v0_0092_success_stabilizer,success_stabilizer,success_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_debug,18.0,0.8,False,0,15.0,1.25,unavoidable,0.05459183673469353,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0055_otsr_v0_0095_success_stabilizer,otsr_v0_0095_success_stabilizer,otsr_v0_0095_success_stabilizer,success_stabilizer,success_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_debug,18.0,0.8,False,0,15.0,1.2,unavoidable,0.03489583333333306,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0056_otsr_v0_0114_offtrack_boundary_relief,otsr_v0_0114_offtrack_boundary_relief,otsr_v0_0114_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,33.0,0.8999999999999999,aes_feasible,0.3189000000000003,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0057_otsr_v0_0118_offtrack_boundary_relief,otsr_v0_0118_offtrack_boundary_relief,otsr_v0_0118_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,33.0,0.8999999999999999,aes_feasible,0.3189000000000003,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0058_otsr_v0_0121_offtrack_boundary_relief,otsr_v0_0121_offtrack_boundary_relief,otsr_v0_0121_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,31.0,1.0,aes_feasible,0.11097424242424296,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0059_otsr_v0_0127_offtrack_boundary_relief,otsr_v0_0127_offtrack_boundary_relief,otsr_v0_0127_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,35.0,0.8999999999999999,aes_feasible,0.4836111111111114,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0060_otsr_v0_0130_offtrack_boundary_relief,otsr_v0_0130_offtrack_boundary_relief,otsr_v0_0130_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,33.0,0.8999999999999999,aes_feasible,0.3189000000000003,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0061_otsr_v0_0133_offtrack_boundary_relief,otsr_v0_0133_offtrack_boundary_relief,otsr_v0_0133_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,31.0,1.0,aes_feasible,0.11097424242424296,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0062_otsr_v0_0139_offtrack_boundary_relief,otsr_v0_0139_offtrack_boundary_relief,otsr_v0_0139_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,35.0,0.8999999999999999,aes_feasible,0.4836111111111114,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0063_otsr_v0_0142_offtrack_boundary_relief,otsr_v0_0142_offtrack_boundary_relief,otsr_v0_0142_offtrack_boundary_relief,offtrack_boundary_relief,offtrack_relief_stable_aes,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,,relief_surface_unspecified,public_gate,18.0,0.4,False,0,33.0,0.8999999999999999,aes_feasible,0.3189000000000003,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0064_otsr_v0_0158_mitigation_isolation_check,otsr_v0_0158_mitigation_isolation_check,otsr_v0_0158_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_post,unavoidable_mitigation,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_gate,12.0,0.25,True,20,15.791666666666664,1.2499999999999998,unavoidable,0.2632412436003049,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0065_otsr_v0_0144_mitigation_isolation_check,otsr_v0_0144_mitigation_isolation_check,otsr_v0_0144_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_post,unavoidable_mitigation,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_gate,12.0,0.25,True,20,16.0,1.25,unavoidable,0.2436734693877551,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0066_otsr_v0_0157_mitigation_isolation_check,otsr_v0_0157_mitigation_isolation_check,otsr_v0_0157_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_post,unavoidable_mitigation,tier_b_feasible_emergency,post_friction_step,post_friction_step,public_gate,12.0,0.25,True,20,16.0,1.25,unavoidable,0.2436734693877551,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
