workload_id,task_source_id,candidate_source_id,repair_source_kind,selection_quota_name,source_role_semantics,parent_feasibility_tier_id,normalized_surface_variant,profile_name,profile_config_path,checkpoint_path,config_exists,checkpoint_exists,environment_rollout_scheduled,training_scheduled,profile_specific_tuning,controller_family_ranking_claim_made
tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood::L2_window_100,tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood,otsr_v0_0001_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_100,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood::L2_window_100_current_tiled,tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood,otsr_v0_0001_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_100_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood::L3_online_gru,tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood,otsr_v0_0001_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood::L3_reset_control_corrected,tqcm_exec_v0_0001_otsr_v0_0001_anchor_neighborhood,otsr_v0_0001_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L3_reset_control_corrected,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_reset_control_corrected_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_reset_control_corrected/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L0_current_masked,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L0_current_masked,runs/m1674_controller_family_one_seed_public_pilot/configs/L0_current_masked_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L0_current_masked/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L1_one_step,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L1_one_step,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_13,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_13,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_13_current_tiled,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_13_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_25,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_25,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_25_current_tiled,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_25_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_50,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_50,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_50_current_tiled,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_50_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_100,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_100,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L2_window_100_current_tiled,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_100_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L3_online_gru,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood::L3_reset_control_corrected,tqcm_exec_v0_0002_otsr_v0_0002_anchor_neighborhood,otsr_v0_0002_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L3_reset_control_corrected,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_reset_control_corrected_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_reset_control_corrected/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L0_current_masked,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L0_current_masked,runs/m1674_controller_family_one_seed_public_pilot/configs/L0_current_masked_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L0_current_masked/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L1_one_step,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L1_one_step,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_13,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_13,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_13_current_tiled,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_13_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_25,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_25,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_25_current_tiled,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_25_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_50,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_50,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_50_current_tiled,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_50_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_100,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_100,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L2_window_100_current_tiled,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_100_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L3_online_gru,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood::L3_reset_control_corrected,tqcm_exec_v0_0003_otsr_v0_0003_anchor_neighborhood,otsr_v0_0003_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L3_reset_control_corrected,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_reset_control_corrected_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_reset_control_corrected/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood::L0_current_masked,tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood,otsr_v0_0004_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L0_current_masked,runs/m1674_controller_family_one_seed_public_pilot/configs/L0_current_masked_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L0_current_masked/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood::L1_one_step,tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood,otsr_v0_0004_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L1_one_step,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood::L2_window_13,tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood,otsr_v0_0004_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_13,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,True,True,False,False,False,False
tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood::L2_window_13_current_tiled,tqcm_exec_v0_0004_otsr_v0_0004_anchor_neighborhood,otsr_v0_0004_anchor_neighborhood,anchor_neighborhood,anchor_post,stable_aeb,tier_c_boundary_near_miss,post_friction_step,L2_window_13_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13_current_tiled/seed_167400/checkpoint.pt,True,True,False,False,False,False
