repair_smoke_row_id,source_row_id,candidate_config_id,candidate_config_hash,protected_group,row_role,failure_surface,scenario_role,seed,subject_id,fixture_id,seed_panel_id,source_artifact,source_only_backend_step_run,policy_action_run,open_loop_action_rollout_run,repair_training_started,checkpoint_path,actor_contract_id,observation_shape,action_shape,actor_encoder,action_horizon,actor_input_leak_flags,hidden_or_oracle_actor_inputs_required,controller_mode_used,mu_enter_actor_input,minimum_road_margin_m,current_minimum_road_margin_m,road_margin_delta_m,road_departure_event,current_road_departure_event,road_departure_delta,collision_event,current_collision_event,collision_regressed,minimum_obstacle_clearance_m,current_minimum_obstacle_clearance_m,severity_proxy,current_severity_proxy,severity_delta,simultaneous_throttle_brake_fraction,current_simultaneous_throttle_brake_fraction,command_conflict_delta,candidate_road_boundary_penalty,candidate_mitigation_penalty,candidate_command_conflict_penalty,candidate_total_penalty,protected_row_matched,repair_smoke_status,diagnostic_only_no_ranking_claim,success_rate_field_emitted,ranking_or_winner_field_emitted,claim_scope,forbidden_interpretation
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_coast_open_loop_unavoidable_mitigation_seed_254300,m2523_coast_open_loop_unavoidable_mitigation_seed_254300,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,reference_coast_open_loop,reference_context,reference_context,unavoidable_mitigation,254300,coast_open_loop,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254300,m2523_unavoidable_mitigation_seed_254300,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,False,True,False,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,1.361686688574728,1.361686688574728,0.0,False,False,0,True,True,False,-0.378292837861967,-0.378292837861967,3.2581110567201024,3.2581110567201024,0.0,0.0,0.0,0.0,0.0,1.6290555283600512,0.0,1.6290555283600512,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_coast_open_loop_unavoidable_mitigation_seed_254301,m2523_coast_open_loop_unavoidable_mitigation_seed_254301,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,reference_coast_open_loop,reference_context,reference_context,unavoidable_mitigation,254301,coast_open_loop,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254301,m2523_unavoidable_mitigation_seed_254301,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,False,True,False,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,1.2734792752004642,1.2734792752004642,0.0,False,False,0,True,True,False,-0.9006629403343818,-0.9006629403343818,7.702372735897552,7.702372735897552,0.0,0.0,0.0,0.0,0.0,3.851186367948776,0.0,3.851186367948776,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_coast_open_loop_unavoidable_mitigation_seed_254302,m2523_coast_open_loop_unavoidable_mitigation_seed_254302,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,reference_coast_open_loop,reference_context,reference_context,unavoidable_mitigation,254302,coast_open_loop,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254302,m2523_unavoidable_mitigation_seed_254302,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,False,True,False,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,1.4012312402332725,1.4012312402332725,0.0,False,False,0,True,True,False,-1.6332572067208047,-1.6332572067208047,13.732129588316134,13.732129588316134,0.0,0.0,0.0,0.0,0.0,6.866064794158067,0.0,6.866064794158067,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_coast_open_loop_unavoidable_mitigation_seed_254303,m2523_coast_open_loop_unavoidable_mitigation_seed_254303,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,reference_coast_open_loop,reference_context,reference_context,unavoidable_mitigation,254303,coast_open_loop,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254303,m2523_unavoidable_mitigation_seed_254303,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,False,True,False,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,1.4099552713459915,1.4099552713459915,0.0,False,False,0,True,True,False,-1.1553402730961797,-1.1553402730961797,9.621864821243749,9.621864821243749,0.0,0.0,0.0,0.0,0.0,4.8109324106218745,0.0,4.8109324106218745,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_coast_open_loop_unavoidable_mitigation_seed_254304,m2523_coast_open_loop_unavoidable_mitigation_seed_254304,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,reference_coast_open_loop,reference_context,reference_context,unavoidable_mitigation,254304,coast_open_loop,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254304,m2523_unavoidable_mitigation_seed_254304,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,False,True,False,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,1.596380945619948,1.596380945619948,0.0,False,False,0,True,True,False,-0.3991595592309056,-0.3991595592309056,3.341379448049988,3.341379448049988,0.0,0.0,0.0,0.0,0.0,1.670689724024994,0.0,1.670689724024994,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_m1154_policy_actor_drift_required_recovery_seed_253300,m2523_m1154_policy_actor_drift_required_recovery_seed_253300,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,road_boundary_primary,primary_protected,road_departure_and_command_conflict,drift_required_recovery,253300,m1154_policy_actor,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253300,m2523_drift_required_recovery_seed_253300,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,True,False,False,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,-6.1702603590946214,-6.1702603590946214,0.0,True,True,0,False,False,False,2.404871087966205,2.404871087966205,0.0,0.0,0.0,1.0,1.0,0.0,7.1702603590946214,0.0,0.25,7.4202603590946214,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_m1154_policy_actor_drift_required_recovery_seed_253301,m2523_m1154_policy_actor_drift_required_recovery_seed_253301,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,road_boundary_primary,primary_protected,road_departure_and_command_conflict,drift_required_recovery,253301,m1154_policy_actor,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253301,m2523_drift_required_recovery_seed_253301,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,True,False,False,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,-6.590616816392739,-6.590616816392739,0.0,True,True,0,False,False,False,4.252161508214314,4.252161508214314,0.0,0.0,0.0,1.0,1.0,0.0,7.590616816392739,0.0,0.25,7.840616816392739,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_m1154_policy_actor_drift_required_recovery_seed_253302,m2523_m1154_policy_actor_drift_required_recovery_seed_253302,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,road_boundary_primary,primary_protected,road_departure_and_command_conflict,drift_required_recovery,253302,m1154_policy_actor,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253302,m2523_drift_required_recovery_seed_253302,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,True,False,False,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,-6.450429661674827,-6.450429661674827,0.0,True,True,0,False,False,False,3.8263960874868035,3.8263960874868035,0.0,0.0,0.0,1.0,1.0,0.0,7.450429661674827,0.0,0.25,7.700429661674827,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_m1154_policy_actor_drift_required_recovery_seed_253303,m2523_m1154_policy_actor_drift_required_recovery_seed_253303,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,road_boundary_primary,primary_protected,road_departure_and_command_conflict,drift_required_recovery,253303,m1154_policy_actor,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253303,m2523_drift_required_recovery_seed_253303,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,True,False,False,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,-6.3522137056298575,-6.3522137056298575,0.0,True,True,0,False,False,False,3.632985997142665,3.632985997142665,0.0,0.0,0.0,1.0,1.0,0.0,7.3522137056298575,0.0,0.25,7.6022137056298575,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_m1154_policy_actor_drift_required_recovery_seed_253304,m2523_m1154_policy_actor_drift_required_recovery_seed_253304,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,road_boundary_primary,primary_protected,road_departure_and_command_conflict,drift_required_recovery,253304,m1154_policy_actor,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253304,m2523_drift_required_recovery_seed_253304,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,True,False,False,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,-6.556293726249654,-6.556293726249654,0.0,True,True,0,False,False,False,3.067044681020128,3.067044681020128,0.0,0.0,0.0,1.0,1.0,0.0,7.556293726249654,0.0,0.25,7.806293726249654,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_m1154_policy_actor_stable_aes_seed_252300,m2523_m1154_policy_actor_stable_aes_seed_252300,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,road_boundary_primary,primary_protected,road_departure_and_command_conflict,stable_aes,252300,m1154_policy_actor,hf0_four_wheel_stable_aes_fixture_fresh_seed_252300,m2523_stable_aes_seed_252300,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,True,False,False,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,-6.5687640785122285,-6.5687640785122285,0.0,True,True,0,False,False,False,7.144184295653851,7.144184295653851,0.0,0.0,0.0,1.0,1.0,0.0,7.5687640785122285,0.0,0.25,7.8187640785122285,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
m2529-engineering-controller-failure-surface-intervention-repair-smoke-preflight_m1154_policy_actor_stable_aes_seed_252301,m2523_m1154_policy_actor_stable_aes_seed_252301,m2528_failure_surface_intervention_candidate_v0,dc72620e8cd608982ab1445dda034536fd1bb1a029eabd794cd3dcbf6b501dd0,road_boundary_primary,primary_protected,road_departure_and_command_conflict,stable_aes,252301,m1154_policy_actor,hf0_four_wheel_stable_aes_fixture_fresh_seed_252301,m2523_stable_aes_seed_252301,runs/m2523_engineering_controller_source_only_fresh_seed_measured_behavior_panel/measured_behavior_rows.csv,True,True,False,False,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,False,False,False,-6.47203464782976,-6.47203464782976,0.0,True,True,0,False,False,False,6.244219707763879,6.244219707763879,0.0,0.0,0.0,1.0,1.0,0.0,7.47203464782976,0.0,0.25,7.72203464782976,True,source_only_no_update_behavior_measured,True,False,False,bounded source-only repair smoke preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim"
