training_row_id,split,role_family,dynamics_axis,stress_family,seed_index,seed,source_curriculum_row_id,fixture_id,stress_preparation,warmup_step_count,observation_shape,action_shape,reset_run,policy_action_run,backend_step_run,source_action_steer,source_action_throttle,source_action_brake,candidate_action_steer,candidate_action_throttle,candidate_action_brake,action_delta_l1,candidate_throttle_brake_conflict_proxy,command_response_proxy,finite_observation,finite_action,actor_visible_label,hidden_or_oracle_actor_inputs_required,ordinary_denominator_allowed,mitigation_reference,update_index,claim_scope,forbidden_interpretation
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266101,training,drift_required_recovery,fresh_nominal_or_role_default,held_actuator_history_stress,1,266101,m2779_curriculum_held_actuator_history_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266101_axis_nominal,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.976746141910553,-1.0,1.0,0.9767978191375732,-1.0,1.0,1.722574234008789e-05,0.0,0.27535543590784073,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_held_actuator_history_stress_seed_266102,training,drift_required_recovery,fresh_nominal_or_role_default,held_actuator_history_stress,2,266102,m2779_curriculum_held_actuator_history_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266102_axis_nominal,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.9767194986343384,-1.0,1.0,0.9767712354660034,-1.0,1.0,1.7245611161342822e-05,0.0,0.2438209019601345,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266100,training,drift_required_recovery,fresh_nominal_or_role_default,previous_command_history_stress,0,266100,m2779_curriculum_previous_command_history_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266100_axis_nominal,zero_previous_command_history,0,72,3,True,True,True,0.9765278697013855,-1.0,1.0,0.976580023765564,-1.0,1.0,1.738468745315913e-05,0.0,0.43442221730947495,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266101,training,drift_required_recovery,fresh_nominal_or_role_default,previous_command_history_stress,1,266101,m2779_curriculum_previous_command_history_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266101_axis_nominal,zero_previous_command_history,0,72,3,True,True,True,0.976250410079956,-1.0,1.0,0.9763031601905823,-1.0,1.0,1.7583370208740234e-05,0.0,0.5354482010006905,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_previous_command_history_stress_seed_266102,training,drift_required_recovery,fresh_nominal_or_role_default,previous_command_history_stress,2,266102,m2779_curriculum_previous_command_history_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266102_axis_nominal,zero_previous_command_history,0,72,3,True,True,True,0.9762781858444214,-1.0,1.0,0.9763308763504028,-1.0,1.0,1.7563501387485303e-05,0.0,0.4086242914199829,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_recurrent_hidden_reset_stress_seed_266100,training,drift_required_recovery,fresh_nominal_or_role_default,recurrent_hidden_reset_stress,0,266100,m2779_curriculum_recurrent_hidden_reset_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266100_axis_nominal,reset_actor_state_before_action,0,72,3,True,True,True,0.9765278697013855,-1.0,1.0,0.976580023765564,-1.0,1.0,1.738468745315913e-05,0.0,0.43442221730947495,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_recurrent_hidden_reset_stress_seed_266101,training,drift_required_recovery,fresh_nominal_or_role_default,recurrent_hidden_reset_stress,1,266101,m2779_curriculum_recurrent_hidden_reset_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266101_axis_nominal,reset_actor_state_before_action,0,72,3,True,True,True,0.976250410079956,-1.0,1.0,0.9763031601905823,-1.0,1.0,1.7583370208740234e-05,0.0,0.5354482010006905,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_drift_required_recovery_fresh_nominal_or_role_default_recurrent_hidden_reset_stress_seed_266102,training,drift_required_recovery,fresh_nominal_or_role_default,recurrent_hidden_reset_stress,2,266102,m2779_curriculum_recurrent_hidden_reset_stress_drift_required_recovery_fresh_nominal_or_role_default,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_266102_axis_nominal,reset_actor_state_before_action,0,72,3,True,True,True,0.9762781858444214,-1.0,1.0,0.9763308763504028,-1.0,1.0,1.7563501387485303e-05,0.0,0.4086242914199829,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_held_actuator_history_stress_seed_265100,training,stable_aes,fresh_fault_delay_noise,held_actuator_history_stress,0,265100,m2779_curriculum_held_actuator_history_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265100_axis_fault_delay_noise,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.9734125137329102,-1.0,1.0,0.973471462726593,-1.0,1.0,1.9649663954623975e-05,0.0,0.27205000072717667,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_held_actuator_history_stress_seed_265101,training,stable_aes,fresh_fault_delay_noise,held_actuator_history_stress,1,265101,m2779_curriculum_held_actuator_history_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265101_axis_fault_delay_noise,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.9744088053703308,-1.0,1.0,0.9744656085968018,-1.0,1.0,1.8934408217319287e-05,0.0,0.3200155757367611,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_held_actuator_history_stress_seed_265102,training,stable_aes,fresh_fault_delay_noise,held_actuator_history_stress,2,265102,m2779_curriculum_held_actuator_history_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265102_axis_fault_delay_noise,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.974342942237854,-1.0,1.0,0.9743998646736145,-1.0,1.0,1.897414585982915e-05,0.0,0.2997826859354973,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_previous_command_history_stress_seed_265100,training,stable_aes,fresh_fault_delay_noise,previous_command_history_stress,0,265100,m2779_curriculum_previous_command_history_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265100_axis_fault_delay_noise,zero_previous_command_history,0,72,3,True,True,True,0.9756326675415039,-1.0,1.0,0.9756867289543152,-1.0,1.0,1.80204715434229e-05,0.0,0.2508627809584141,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_previous_command_history_stress_seed_265101,training,stable_aes,fresh_fault_delay_noise,previous_command_history_stress,1,265101,m2779_curriculum_previous_command_history_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265101_axis_fault_delay_noise,zero_previous_command_history,0,72,3,True,True,True,0.9761168956756592,-1.0,1.0,0.9761699438095093,-1.0,1.0,1.7682710677036084e-05,0.0,0.21308603696525097,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_previous_command_history_stress_seed_265102,training,stable_aes,fresh_fault_delay_noise,previous_command_history_stress,2,265102,m2779_curriculum_previous_command_history_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265102_axis_fault_delay_noise,zero_previous_command_history,0,72,3,True,True,True,0.9761592745780945,-1.0,1.0,0.9762122631072998,-1.0,1.0,1.7662843674770556e-05,0.0,0.22727913968265057,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_265100,training,stable_aes,fresh_fault_delay_noise,recurrent_hidden_reset_stress,0,265100,m2779_curriculum_recurrent_hidden_reset_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265100_axis_fault_delay_noise,reset_actor_state_before_action,0,72,3,True,True,True,0.9756326675415039,-1.0,1.0,0.9756867289543152,-1.0,1.0,1.80204715434229e-05,0.0,0.2508627809584141,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_265101,training,stable_aes,fresh_fault_delay_noise,recurrent_hidden_reset_stress,1,265101,m2779_curriculum_recurrent_hidden_reset_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265101_axis_fault_delay_noise,reset_actor_state_before_action,0,72,3,True,True,True,0.9761168956756592,-1.0,1.0,0.9761699438095093,-1.0,1.0,1.7682710677036084e-05,0.0,0.21308603696525097,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_fault_delay_noise_recurrent_hidden_reset_stress_seed_265102,training,stable_aes,fresh_fault_delay_noise,recurrent_hidden_reset_stress,2,265102,m2779_curriculum_recurrent_hidden_reset_stress_stable_aes_fresh_fault_delay_noise,hf0_four_wheel_stable_aes_fixture_fresh_seed_265102_axis_fault_delay_noise,reset_actor_state_before_action,0,72,3,True,True,True,0.9761592745780945,-1.0,1.0,0.9762122631072998,-1.0,1.0,1.7662843674770556e-05,0.0,0.22727913968265057,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_nominal_or_role_default_held_actuator_history_stress_seed_265100,training,stable_aes,fresh_nominal_or_role_default,held_actuator_history_stress,0,265100,m2779_curriculum_held_actuator_history_stress_stable_aes_fresh_nominal_or_role_default,hf0_four_wheel_stable_aes_fixture_fresh_seed_265100_axis_nominal,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.9732192158699036,-1.0,1.0,0.9732785820960999,-1.0,1.0,1.9788742065429688e-05,0.0,0.3799387440085411,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_nominal_or_role_default_held_actuator_history_stress_seed_265101,training,stable_aes,fresh_nominal_or_role_default,held_actuator_history_stress,1,265101,m2779_curriculum_held_actuator_history_stress_stable_aes_fresh_nominal_or_role_default,hf0_four_wheel_stable_aes_fixture_fresh_seed_265101_axis_nominal,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.9743688702583313,-1.0,1.0,0.974425733089447,-1.0,1.0,1.895427703857422e-05,0.0,0.3393382504582405,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_nominal_or_role_default_held_actuator_history_stress_seed_265102,training,stable_aes,fresh_nominal_or_role_default,held_actuator_history_stress,2,265102,m2779_curriculum_held_actuator_history_stress_stable_aes_fresh_nominal_or_role_default,hf0_four_wheel_stable_aes_fixture_fresh_seed_265102_axis_nominal,one_warmup_step_held_actuator_history,1,72,3,True,True,True,0.9742604494094849,-1.0,1.0,0.9743175506591797,-1.0,1.0,1.903375050460454e-05,0.0,0.3561576418578625,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_nominal_or_role_default_previous_command_history_stress_seed_265100,training,stable_aes,fresh_nominal_or_role_default,previous_command_history_stress,0,265100,m2779_curriculum_previous_command_history_stress_stable_aes_fresh_nominal_or_role_default,hf0_four_wheel_stable_aes_fixture_fresh_seed_265100_axis_nominal,zero_previous_command_history,0,72,3,True,True,True,0.9756326675415039,-1.0,1.0,0.9756867289543152,-1.0,1.0,1.80204715434229e-05,0.0,0.33279483765363693,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_nominal_or_role_default_previous_command_history_stress_seed_265101,training,stable_aes,fresh_nominal_or_role_default,previous_command_history_stress,1,265101,m2779_curriculum_previous_command_history_stress_stable_aes_fresh_nominal_or_role_default,hf0_four_wheel_stable_aes_fixture_fresh_seed_265101_axis_nominal,zero_previous_command_history,0,72,3,True,True,True,0.9761168956756592,-1.0,1.0,0.9761699438095093,-1.0,1.0,1.7682710677036084e-05,0.0,0.23563647456467152,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_nominal_or_role_default_previous_command_history_stress_seed_265102,training,stable_aes,fresh_nominal_or_role_default,previous_command_history_stress,2,265102,m2779_curriculum_previous_command_history_stress_stable_aes_fresh_nominal_or_role_default,hf0_four_wheel_stable_aes_fixture_fresh_seed_265102_axis_nominal,zero_previous_command_history,0,72,3,True,True,True,0.9761592745780945,-1.0,1.0,0.9762122631072998,-1.0,1.0,1.7662843674770556e-05,0.0,0.26356321573257446,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
m2791_training_stable_aes_fresh_nominal_or_role_default_recurrent_hidden_reset_stress_seed_265100,training,stable_aes,fresh_nominal_or_role_default,recurrent_hidden_reset_stress,0,265100,m2779_curriculum_recurrent_hidden_reset_stress_stable_aes_fresh_nominal_or_role_default,hf0_four_wheel_stable_aes_fixture_fresh_seed_265100_axis_nominal,reset_actor_state_before_action,0,72,3,True,True,True,0.9756326675415039,-1.0,1.0,0.9756867289543152,-1.0,1.0,1.80204715434229e-05,0.0,0.33279483765363693,True,True,False,False,True,False,0,Route A source-only belief-stress guardrailed multi-objective training/update preflight only,"validation, ranking, winner selection, checkpoint promotion, success-rate verdict, repair success, driver performance, paper evidence, finite-window-vs-GRU conclusion, current-sim verdict, high-fidelity validation, full ideal driver completion, or level3 self-identification"
