slice_kind,dominance_type,episode_count,success_count,collision_count,offtrack_outcome_count,success_rate,collision_rate,offtrack_outcome_rate,support_label,profile_name,panel_task_family,source_kind,proxy_template_family,generated_source_row,materialization_semantics,paper_validity_claim
outcome_by_source_kind,collision,20,1,19,0,0.05,0.95,0.0,weak_support,,,warmup_throttle_release_response,,,,
outcome_by_source_kind,collision,20,0,20,0,0.0,1.0,0.0,no_support,,,warmup_yaw_authority_probe,,,,
outcome_by_proxy_template,collision,180,17,155,8,0.09444444444444444,0.8611111111111112,0.044444444444444446,weak_support,,,,t4_actuator_delay_response,,,
outcome_by_proxy_template,collision,120,5,108,7,0.041666666666666664,0.9,0.058333333333333334,weak_support,,,,t4_staged_warmup_capability,,,
outcome_by_proxy_template,collision,180,19,152,9,0.10555555555555556,0.8444444444444444,0.05,weak_support,,,,t5_boundary_axis_retarget,,,
outcome_by_generated_proxy,collision,480,41,415,24,0.08541666666666667,0.8645833333333334,0.05,weak_support,,,,,true,smoke_proxy,false
outcome_by_sampled_label,collision,50,11,33,6,0.22,0.66,0.12,weak_support,,,,,,,
outcome_by_sampled_label,collision,160,14,133,13,0.0875,0.83125,0.08125,weak_support,,,,,,,
outcome_by_sampled_label,collision,270,16,249,5,0.05925925925925926,0.9222222222222223,0.018518518518518517,weak_support,,,,,,,
outcome_by_profile_family,collision,24,0,24,0,0.0,1.0,0.0,no_support,L0_current_masked,T3_active_diagnostic_warmup,,,,,
outcome_by_profile_family,collision,36,2,33,1,0.05555555555555555,0.9166666666666666,0.027777777777777776,weak_support,L0_current_masked,T4_variable_diagnostic_delay,,,,,
outcome_by_profile_family,collision,36,3,33,0,0.08333333333333333,0.9166666666666666,0.0,weak_support,L0_current_masked,T5_terminal_boundary_near_constraint,,,,,
outcome_by_profile_family,collision,24,0,24,0,0.0,1.0,0.0,no_support,L1_one_step,T3_active_diagnostic_warmup,,,,,
outcome_by_profile_family,collision,36,2,34,0,0.05555555555555555,0.9444444444444444,0.0,weak_support,L1_one_step,T4_variable_diagnostic_delay,,,,,
outcome_by_profile_family,collision,36,4,32,0,0.1111111111111111,0.8888888888888888,0.0,weak_support,L1_one_step,T5_terminal_boundary_near_constraint,,,,,
outcome_by_profile_family,collision,24,1,16,7,0.041666666666666664,0.6666666666666666,0.2916666666666667,weak_support,L2_window_50,T3_active_diagnostic_warmup,,,,,
outcome_by_profile_family,collision,36,0,29,7,0.0,0.8055555555555556,0.19444444444444445,no_support,L2_window_50,T4_variable_diagnostic_delay,,,,,
outcome_by_profile_family,collision,36,1,26,9,0.027777777777777776,0.7222222222222222,0.25,weak_support,L2_window_50,T5_terminal_boundary_near_constraint,,,,,
outcome_by_profile_family,collision,24,2,22,0,0.08333333333333333,0.9166666666666666,0.0,weak_support,L3_online_gru,T3_active_diagnostic_warmup,,,,,
outcome_by_profile_family,collision,36,8,28,0,0.2222222222222222,0.7777777777777778,0.0,weak_support,L3_online_gru,T4_variable_diagnostic_delay,,,,,
outcome_by_profile_family,collision,36,6,30,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L3_online_gru,T5_terminal_boundary_near_constraint,,,,,
outcome_by_profile_family,collision,24,2,22,0,0.08333333333333333,0.9166666666666666,0.0,weak_support,L3_reset_control_corrected,T3_active_diagnostic_warmup,,,,,
outcome_by_profile_family,collision,36,5,31,0,0.1388888888888889,0.8611111111111112,0.0,weak_support,L3_reset_control_corrected,T4_variable_diagnostic_delay,,,,,
outcome_by_profile_family,collision,36,5,31,0,0.1388888888888889,0.8611111111111112,0.0,weak_support,L3_reset_control_corrected,T5_terminal_boundary_near_constraint,,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L0_current_masked,,actuator_delay_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L0_current_masked,,delayed_obstacle_reveal_response,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L0_current_masked,,late_terminal_boundary_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L0_current_masked,,long_delay_steer_lag_evidence,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L0_current_masked,,low_grip_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L0_current_masked,,medium_delay_yaw_evidence,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L0_current_masked,,mixed_dynamics_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L0_current_masked,,near_zero_clearance_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L0_current_masked,,short_delay_brake_evidence,,,,
outcome_by_profile_source_kind,collision,6,1,4,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,weak_support,L0_current_masked,,stale_evidence_boundary_check,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L0_current_masked,,tight_road_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L0_current_masked,,variable_delay_mixed_authority,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,actuator_delay_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,delayed_obstacle_reveal_response,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,late_terminal_boundary_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,long_delay_steer_lag_evidence,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L1_one_step,,low_grip_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L1_one_step,,medium_delay_yaw_evidence,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,mixed_dynamics_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,3,3,0,0.5,0.5,0.0,weak_support,L1_one_step,,near_zero_clearance_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,short_delay_brake_evidence,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,stale_evidence_boundary_check,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L1_one_step,,tight_road_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L1_one_step,,variable_delay_mixed_authority,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L2_window_50,,actuator_delay_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L2_window_50,,delayed_obstacle_reveal_response,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L2_window_50,,late_terminal_boundary_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L2_window_50,,long_delay_steer_lag_evidence,,,,
outcome_by_profile_source_kind,collision,6,0,2,4,0.0,0.3333333333333333,0.6666666666666666,no_support,L2_window_50,,medium_delay_yaw_evidence,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L2_window_50,,mixed_dynamics_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,2,4,0.0,0.3333333333333333,0.6666666666666666,no_support,L2_window_50,,near_zero_clearance_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L2_window_50,,short_delay_brake_evidence,,,,
outcome_by_profile_source_kind,collision,6,0,3,3,0.0,0.5,0.5,no_support,L2_window_50,,stale_evidence_boundary_check,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L2_window_50,,tight_road_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L2_window_50,,variable_delay_mixed_authority,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_online_gru,,actuator_delay_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_online_gru,,delayed_obstacle_reveal_response,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_online_gru,,late_terminal_boundary_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_online_gru,,long_delay_steer_lag_evidence,,,,
outcome_by_profile_source_kind,collision,6,3,3,0,0.5,0.5,0.0,weak_support,L3_online_gru,,low_grip_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L3_online_gru,,mixed_dynamics_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,weak_support,L3_online_gru,,near_zero_clearance_margin,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L3_online_gru,,short_delay_brake_evidence,,,,
outcome_by_profile_source_kind,collision,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,weak_support,L3_online_gru,,stale_evidence_boundary_check,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_online_gru,,tight_road_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_online_gru,,variable_delay_mixed_authority,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_reset_control_corrected,,actuator_delay_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_reset_control_corrected,,delayed_obstacle_reveal_response,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_reset_control_corrected,,late_terminal_boundary_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_reset_control_corrected,,long_delay_steer_lag_evidence,,,,
outcome_by_profile_source_kind,collision,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,weak_support,L3_reset_control_corrected,,low_grip_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,weak_support,L3_reset_control_corrected,,medium_delay_yaw_evidence,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_reset_control_corrected,,mixed_dynamics_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,3,3,0,0.5,0.5,0.0,weak_support,L3_reset_control_corrected,,near_zero_clearance_margin,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_reset_control_corrected,,short_delay_brake_evidence,,,,
outcome_by_profile_source_kind,collision,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,weak_support,L3_reset_control_corrected,,stale_evidence_boundary_check,,,,
outcome_by_profile_source_kind,collision,6,0,6,0,0.0,1.0,0.0,no_support,L3_reset_control_corrected,,tight_road_terminal_boundary,,,,
outcome_by_profile_source_kind,collision,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L3_reset_control_corrected,,variable_delay_mixed_authority,,,,
outcome_by_profile_generated_proxy,collision,96,5,90,1,0.052083333333333336,0.9375,0.010416666666666666,weak_support,L0_current_masked,,,,true,smoke_proxy,false
outcome_by_profile_generated_proxy,collision,96,6,90,0,0.0625,0.9375,0.0,weak_support,L1_one_step,,,,true,smoke_proxy,false
outcome_by_profile_generated_proxy,collision,96,2,71,23,0.020833333333333332,0.7395833333333334,0.23958333333333334,weak_support,L2_window_50,,,,true,smoke_proxy,false
outcome_by_profile_generated_proxy,collision,96,16,80,0,0.16666666666666666,0.8333333333333334,0.0,weak_support,L3_online_gru,,,,true,smoke_proxy,false
outcome_by_profile_generated_proxy,collision,96,12,84,0,0.125,0.875,0.0,weak_support,L3_reset_control_corrected,,,,true,smoke_proxy,false
