workload_id,task_source_id,panel_source_id,panel_task_family,source_kind,proxy_template_family,generated_source_row,paper_validity_claim,profile_name,outcome_bucket,termination_reason,min_clearance_margin,return,steps
m2063-osd-osd_v0_0187_t4::L3_online_gru,m2063-osd-osd_v0_0187_t4,osd_v0_0187_t4,T4_variable_diagnostic_delay,medium_delay_yaw_evidence,t4_actuator_delay_response,true,false,L3_online_gru,success_obstacle_pass,,0.6716388021938748,96.93847971158654,71
m2063-osd-osd_v0_0193_t4::L0_current_masked,m2063-osd-osd_v0_0193_t4,osd_v0_0193_t4,T4_variable_diagnostic_delay,medium_delay_yaw_evidence,t4_actuator_delay_response,true,false,L0_current_masked,success_obstacle_pass,,0.03943117204208235,87.3945513286128,85
m2063-osd-osd_v0_0193_t4::L3_online_gru,m2063-osd-osd_v0_0193_t4,osd_v0_0193_t4,T4_variable_diagnostic_delay,medium_delay_yaw_evidence,t4_actuator_delay_response,true,false,L3_online_gru,success_obstacle_pass,,1.445270492693494,96.46233370739532,67
m2063-osd-osd_v0_0195_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0195_t4,osd_v0_0195_t4,T4_variable_diagnostic_delay,variable_delay_mixed_authority,t4_actuator_delay_response,true,false,L3_reset_control_corrected,success_obstacle_pass,,0.008444812218772135,92.93494003959181,55
m2063-osd-osd_v0_0196_t4::L3_online_gru,m2063-osd-osd_v0_0196_t4,osd_v0_0196_t4,T4_variable_diagnostic_delay,stale_evidence_boundary_check,t4_actuator_delay_response,true,false,L3_online_gru,success_obstacle_pass,,0.44543707497063045,64.76224169611032,54
m2063-osd-osd_v0_0199_t4::L3_online_gru,m2063-osd-osd_v0_0199_t4,osd_v0_0199_t4,T4_variable_diagnostic_delay,medium_delay_yaw_evidence,t4_actuator_delay_response,true,false,L3_online_gru,success_obstacle_pass,,0.7196410112091407,91.4097137963449,77
m2063-osd-osd_v0_0199_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0199_t4,osd_v0_0199_t4,T4_variable_diagnostic_delay,medium_delay_yaw_evidence,t4_actuator_delay_response,true,false,L3_reset_control_corrected,success_obstacle_pass,,0.45617423483844544,97.52085666388135,76
m2063-osd-osd_v0_0204_t5::L1_one_step,m2063-osd-osd_v0_0204_t5,osd_v0_0204_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L1_one_step,success_obstacle_pass,,0.08221175374235257,87.06734571784652,71
m2063-osd-osd_v0_0204_t5::L3_online_gru,m2063-osd-osd_v0_0204_t5,osd_v0_0204_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L3_online_gru,success_obstacle_pass,,0.4787201180400569,88.12889601037881,62
m2063-osd-osd_v0_0207_t5::L1_one_step,m2063-osd-osd_v0_0207_t5,osd_v0_0207_t5,T5_terminal_boundary_near_constraint,low_grip_terminal_boundary,t5_boundary_axis_retarget,true,false,L1_one_step,success_obstacle_pass,,0.02530176550772878,73.44516398756059,59
m2063-osd-osd_v0_0207_t5::L3_online_gru,m2063-osd-osd_v0_0207_t5,osd_v0_0207_t5,T5_terminal_boundary_near_constraint,low_grip_terminal_boundary,t5_boundary_axis_retarget,true,false,L3_online_gru,success_obstacle_pass,,0.8681125420437916,120.70808148052217,81
m2063-osd-osd_v0_0210_t5::L3_online_gru,m2063-osd-osd_v0_0210_t5,osd_v0_0210_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L3_online_gru,success_obstacle_pass,,1.0947388255734514,101.07265424637396,72
m2063-osd-osd_v0_0210_t5::L3_reset_control_corrected,m2063-osd-osd_v0_0210_t5,osd_v0_0210_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L3_reset_control_corrected,success_obstacle_pass,,0.12941369792979174,84.76188901426929,90
m2063-osd-osd_v0_0211_t5::L0_current_masked,m2063-osd-osd_v0_0211_t5,osd_v0_0211_t5,T5_terminal_boundary_near_constraint,late_terminal_boundary_margin,t5_boundary_axis_retarget,true,false,L0_current_masked,success_obstacle_pass,,0.19905347309605692,85.71842137606555,56
m2063-osd-osd_v0_0213_t5::L3_online_gru,m2063-osd-osd_v0_0213_t5,osd_v0_0213_t5,T5_terminal_boundary_near_constraint,low_grip_terminal_boundary,t5_boundary_axis_retarget,true,false,L3_online_gru,success_obstacle_pass,,0.1919332434069443,76.56603150569273,63
m2063-osd-osd_v0_0216_t5::L1_one_step,m2063-osd-osd_v0_0216_t5,osd_v0_0216_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L1_one_step,success_obstacle_pass,,0.286236169200238,85.52246887023846,73
m2063-osd-osd_v0_0216_t5::L3_reset_control_corrected,m2063-osd-osd_v0_0216_t5,osd_v0_0216_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L3_reset_control_corrected,success_obstacle_pass,,1.0385679633018885,76.96867931035166,59
m2063-osd-osd_v0_0219_t5::L0_current_masked,m2063-osd-osd_v0_0219_t5,osd_v0_0219_t5,T5_terminal_boundary_near_constraint,low_grip_terminal_boundary,t5_boundary_axis_retarget,true,false,L0_current_masked,success_obstacle_pass,,0.5194638311879676,71.90089451353306,52
m2063-osd-osd_v0_0219_t5::L3_reset_control_corrected,m2063-osd-osd_v0_0219_t5,osd_v0_0219_t5,T5_terminal_boundary_near_constraint,low_grip_terminal_boundary,t5_boundary_axis_retarget,true,false,L3_reset_control_corrected,success_obstacle_pass,,0.10263030930806849,57.67396325677533,42
m2063-osd-osd_v0_0222_t5::L1_one_step,m2063-osd-osd_v0_0222_t5,osd_v0_0222_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L1_one_step,success_obstacle_pass,,0.3640118282385547,94.52154194953604,81
m2063-osd-osd_v0_0222_t5::L3_reset_control_corrected,m2063-osd-osd_v0_0222_t5,osd_v0_0222_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L3_reset_control_corrected,success_obstacle_pass,,0.5974176374996643,76.04075992136241,60
m2063-osd-osd_v0_0226_t5::L2_window_50,m2063-osd-osd_v0_0226_t5,osd_v0_0226_t5,T5_terminal_boundary_near_constraint,actuator_delay_terminal_boundary,t5_boundary_axis_retarget,true,false,L2_window_50,success_obstacle_pass,,0.05040511006499848,57.917558709104924,78
m2063-osd-osd_v0_0231_t5::L3_online_gru,m2063-osd-osd_v0_0231_t5,osd_v0_0231_t5,T5_terminal_boundary_near_constraint,low_grip_terminal_boundary,t5_boundary_axis_retarget,true,false,L3_online_gru,success_obstacle_pass,,1.3002211458821435,85.06562010501554,67
m2063-osd-osd_v0_0234_t5::L0_current_masked,m2063-osd-osd_v0_0234_t5,osd_v0_0234_t5,T5_terminal_boundary_near_constraint,near_zero_clearance_margin,t5_boundary_axis_retarget,true,false,L0_current_masked,success_obstacle_pass,,1.7018581293300425,92.60928860966527,69
m2063-osd-osd_v0_0237_t5::L3_reset_control_corrected,m2063-osd-osd_v0_0237_t5,osd_v0_0237_t5,T5_terminal_boundary_near_constraint,low_grip_terminal_boundary,t5_boundary_axis_retarget,true,false,L3_reset_control_corrected,success_obstacle_pass,,1.499002370549242,69.45371188532634,53
m2063-osd-osd_v0_0239_t5::L3_online_gru,m2063-osd-osd_v0_0239_t5,osd_v0_0239_t5,T5_terminal_boundary_near_constraint,mixed_dynamics_terminal_boundary,t5_boundary_axis_retarget,true,false,L3_online_gru,success_obstacle_pass,,0.44362522784675207,79.83023750813665,53
