seed,policy,steps,terminated,truncated,mu,initial_mu,mass,mass_scale,inertia_scale,cg_shift,tire_stiffness_scale,brake_scale,drive_scale,steer_tau_scale,drive_tau_scale,friction_step_at,friction_step_applied,obstacle_enabled,obstacle_label,collision,obstacle_completed,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,termination_reason,obstacle_passed_raw,completion_reason,outcome_bucket,return,mean_reward,lateral_rmse,lateral_peak,beta_abs_error_mean,beta_abs_peak,high_sideslip_fraction,speed_mean,action_rate_mean,plan_horizon,plan_action_rate_mean,plan_first_action_error_mean,dt,track_width,first_obstacle_pass_step,first_obstacle_pass_time_s,first_recovery_step,first_recovery_time_s,recovery_success,recovery_time_proxy,max_abs_beta,max_abs_yaw_rate,drift_used,controlled_drift_recovery_success,impact_speed_proxy,impact_beta_abs,impact_yaw_rate_abs,impact_severity_proxy,collision_mitigation_score,max_off_track_overshoot,time_to_first_off_track_s,off_track_severity_proxy,left_curve_steps,left_curve_lateral_rmse,left_curve_beta_abs_error_mean,left_curve_speed_mean,left_curve_reward_mean,right_curve_steps,right_curve_lateral_rmse,right_curve_beta_abs_error_mean,right_curve_speed_mean,right_curve_reward_mean,near_zero_steps,near_zero_lateral_rmse,near_zero_beta_abs_error_mean,near_zero_speed_mean,near_zero_reward_mean,workload_id,task_source_id,candidate_source_id,repair_candidate_id,repair_axis,repair_source_kind,selection_quota_name,source_role_semantics,parent_feasibility_tier_id,parent_surface_variant,normalized_surface_variant,source_split,base_geometry_source,representative_cell_rule,profile_name,profile_config_path,checkpoint_path,source_v1_bounded_panel_spec_id,source_scenario_spec_id,speed_ref,friction_step_enabled,obstacle_distance,obstacle_half_width,threshold_score,time_to_obstacle,time_after_friction_step,preflight_sampled_obstacle_label,eval_seed,success,task_quality_calibrated_measured_execution,environment_rollout_started,policy_action_executed,measured_rollout_started,training_started,replay_started,ppo_used,promoted,private_holdout_used,actor_input_contract_changed,profile_specific_tuning,controller_family_ranking_claim_made,paper_level_claim_made,level3_self_id_claim_made,sampled_obstacle_label
201057,checkpoint,20,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,True,True,aeb_feasible,False,False,42.423976641846984,1.35,41.07397664184698,off_track,False,off_track,off_track_noncollision_noncompletion,9.507856098779525,0.4753928049389763,3.3098028463668365,6.5459728269062545,0.1498131222133006,0.6099973358398159,0.45,17.593855019712176,0.00551411509513855,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.6099973358398159,0.8550948149781545,True,False,nan,nan,nan,nan,0.0,0.04597282690625448,1.0,0.04597282690625448,20,3.3098028463668365,0.1498131222133006,17.593855019712176,0.4753928049389763,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L1_one_step,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L1_one_step,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201057,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201058,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,42.82249402526465,1.35,41.47249402526465,off_track,False,off_track,off_track_noncollision_noncompletion,0.2874286632063576,0.01512782437928198,3.4543969190256485,7.156435469525462,0.5602713876633255,0.16950885049649045,0.0,18.11954915008377,0.00973198190331459,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.16950885049649045,0.8307550515882225,False,False,nan,nan,nan,nan,0.0,0.6564354695254622,0.9500000000000001,0.6564354695254622,19,3.4543969190256485,0.5602713876633255,18.11954915008377,0.01512782437928198,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_100,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_100,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201058,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201059,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,42.74744958268685,1.35,41.397449582686846,off_track,False,off_track,off_track_noncollision_noncompletion,5.95143695286158,0.31323352383482,3.392873788449188,6.909602431271523,0.21947964510885137,0.17662385817943924,0.0,18.173032504341098,0.013064856640994549,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.17662385817943924,0.8314062609594061,False,False,nan,nan,nan,nan,0.0,0.40960243127152296,0.9500000000000001,0.40960243127152296,19,3.392873788449188,0.21947964510885137,18.173032504341098,0.31323352383482,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_100_current_tiled,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_100_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201059,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201060,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,42.80941791400385,1.35,41.45941791400385,off_track,False,off_track,off_track_noncollision_noncompletion,2.3606811515608963,0.12424637639794191,3.4225036147198233,7.02036107773106,0.464314509750032,0.16624550606741806,0.0,18.108138236128394,0.009823998436331749,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.16624550606741806,0.8306154670346124,False,False,nan,nan,nan,nan,0.0,0.5203610777310601,0.9500000000000001,0.5203610777310601,19,3.4225036147198233,0.464314509750032,18.108138236128394,0.12424637639794191,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_13,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_13,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201060,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201061,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,42.751063156489465,1.35,41.401063156489464,off_track,False,off_track,off_track_noncollision_noncompletion,2.738332140925636,0.14412274425924398,3.4241120196367105,7.066311192976531,0.4305243450908907,0.18113321891229683,0.0,18.175666353327724,0.012987140566110611,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.18113321891229683,0.8325298384910702,False,False,nan,nan,nan,nan,0.0,0.5663111929765314,0.9500000000000001,0.5663111929765314,19,3.4241120196367105,0.4305243450908907,18.175666353327724,0.14412274425924398,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_13_current_tiled,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_13_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13_current_tiled/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201061,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201062,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,42.84083875530938,1.35,41.490838755309376,off_track,False,off_track,off_track_noncollision_noncompletion,4.336273745362635,0.22822493396645446,3.3075235827507234,6.74927606002727,0.3981106147845727,0.18136756637440868,0.0,18.087142966892667,0.009806137531995773,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.18136756637440868,0.8308581263244716,False,False,nan,nan,nan,nan,0.0,0.24927606002727032,0.9500000000000001,0.24927606002727032,19,3.3075235827507234,0.3981106147845727,18.087142966892667,0.22822493396645446,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_25,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_25,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201062,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201063,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,42.74213959448654,1.35,41.39213959448654,off_track,False,off_track,off_track_noncollision_noncompletion,2.162318330878591,0.11380622794097849,3.531957993713224,7.086574453140141,0.4722701108153924,0.18237670939206715,0.0,18.178722236960382,0.012799513526260853,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.18237670939206715,0.8314676128175056,False,False,nan,nan,nan,nan,0.0,0.5865744531401411,0.9500000000000001,0.5865744531401411,19,3.531957993713224,0.4722701108153924,18.178722236960382,0.11380622794097849,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_25_current_tiled,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_25_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25_current_tiled/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201063,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201064,checkpoint,19,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,42.96292685634804,1.35,41.61292685634804,off_track,False,off_track,off_track_noncollision_noncompletion,8.755614840250127,0.4608218336973751,3.4645222428991196,6.59318208869426,0.06715526227351358,0.3531175398943568,0.05263157894736842,17.97130307298925,0.004917300306260586,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.3531175398943568,0.8307371339453414,True,False,nan,nan,nan,nan,0.0,0.09318208869425959,0.9500000000000001,0.09318208869425959,19,3.4645222428991196,0.06715526227351358,17.97130307298925,0.4608218336973751,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_50,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_50,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201064,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201065,checkpoint,17,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,44.622361361157544,1.35,43.27236136115754,off_track,False,off_track,off_track_noncollision_noncompletion,1.4982398292381816,0.0881317546610695,3.6641671782231384,6.983225202781906,0.37350503173019933,0.10269534967189445,0.0,18.184616313156976,0.011794636026024818,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.10269534967189445,0.9046800691503335,False,False,nan,nan,nan,nan,0.0,0.48322520278190595,0.8500000000000001,0.48322520278190595,17,3.6641671782231384,0.37350503173019933,18.184616313156976,0.0881317546610695,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L2_window_50_current_tiled,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_50_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50_current_tiled/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201065,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201066,checkpoint,20,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,True,True,aeb_feasible,False,False,41.79269465965682,1.35,40.442694659656816,off_track,False,off_track,off_track_noncollision_noncompletion,9.490520504015421,0.4745260252007711,3.4128346433630234,6.779684965907588,0.20825437665489188,0.6229938680119237,0.35,18.311363170399297,0.005158788524568081,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.6229938680119237,1.1353732065387259,True,False,nan,nan,nan,nan,0.0,0.2796849659075882,1.0,0.2796849659075882,20,3.4128346433630234,0.20825437665489188,18.311363170399297,0.4745260252007711,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L3_online_gru,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L3_online_gru,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_online_gru_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_online_gru/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201066,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201067,checkpoint,22,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,True,True,aeb_feasible,False,False,40.45317476326636,1.35,39.10317476326636,off_track,False,off_track,off_track_noncollision_noncompletion,12.790990222209086,0.5814086464640493,3.1623807029148097,6.708451026039786,0.23693174370721304,0.9518345241439652,0.5909090909090909,17.967336228454233,0.002715866779908538,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.9518345241439652,1.2795607025013958,True,False,nan,nan,nan,nan,0.0,0.2084510260397856,1.1,0.2084510260397856,22,3.1623807029148097,0.23693174370721304,17.967336228454233,0.5814086464640493,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief::L3_reset_control_corrected,tqcos_exec_v0_0013_cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,cosr_v0_0013_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L3_reset_control_corrected,runs/m1674_controller_family_one_seed_public_pilot/configs/L3_reset_control_corrected_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L3_reset_control_corrected/seed_167400/checkpoint.pt,,,18.0,True,60.0,0.44999999999999996,4.54909090909091,3.3333333333333335,2.3333333333333335,aeb_feasible,201067,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201068,checkpoint,22,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,True,True,aeb_feasible,False,False,45.17698858152315,1.35,43.826988581523146,off_track,False,off_track,off_track_noncollision_noncompletion,9.236104363849709,0.4198229256295322,3.431755554200166,6.812079692375178,0.23983489800928703,0.9814552122362218,0.7272727272727273,17.224891680375126,0.005271242931485176,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.9814552122362218,1.0240674592942423,True,False,nan,nan,nan,nan,0.0,0.3120796923751783,1.1,0.3120796923751783,22,3.431755554200166,0.23983489800928703,17.224891680375126,0.4198229256295322,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief::L0_current_masked,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L0_current_masked,runs/m1674_controller_family_one_seed_public_pilot/configs/L0_current_masked_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L0_current_masked/seed_167400/checkpoint.pt,,,18.0,True,64.0,0.44999999999999996,5.313632323232324,3.5555555555555554,2.5555555555555554,aeb_feasible,201068,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201069,checkpoint,21,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,True,True,aeb_feasible,False,False,45.67883078154608,1.35,44.32883078154608,off_track,False,off_track,off_track_noncollision_noncompletion,8.455520123324582,0.4026438153964087,3.531695880003887,6.838026325939378,0.1625426008787662,0.6677023041949796,0.5238095238095238,17.537265570942985,0.005445618182420731,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.6677023041949796,0.8637215677345016,True,False,nan,nan,nan,nan,0.0,0.33802632593937787,1.05,0.33802632593937787,21,3.531695880003887,0.1625426008787662,17.537265570942985,0.4026438153964087,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief::L1_one_step,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L1_one_step,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,,,18.0,True,64.0,0.44999999999999996,5.313632323232324,3.5555555555555554,2.5555555555555554,aeb_feasible,201069,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201070,checkpoint,18,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,47.75731630710315,1.35,46.40731630710315,off_track,False,off_track,off_track_noncollision_noncompletion,1.5516572232610093,0.08620317907005608,3.3920910168412335,6.913806278408082,0.49356524770584875,0.1473024682116509,0.0,18.126903016771532,0.009382253512740135,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.1473024682116509,0.833409280181262,False,False,nan,nan,nan,nan,0.0,0.4138062784080816,0.9,0.4138062784080816,18,3.3920910168412335,0.49356524770584875,18.126903016771532,0.08620317907005608,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief::L2_window_100,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_100,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,,,18.0,True,64.0,0.44999999999999996,5.313632323232324,3.5555555555555554,2.5555555555555554,aeb_feasible,201070,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201071,checkpoint,18,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,47.66369094084149,1.35,46.31369094084149,off_track,False,off_track,off_track_noncollision_noncompletion,3.486183927380398,0.19367688485446655,3.2890680708814526,6.630527668391416,0.47373204628639154,0.1448850397025066,0.0,18.169825055047788,0.013579241931438446,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.1448850397025066,0.8317847090751689,False,False,nan,nan,nan,nan,0.0,0.13052766839141583,0.9,0.13052766839141583,18,3.2890680708814526,0.47373204628639154,18.169825055047788,0.19367688485446655,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief::L2_window_100_current_tiled,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_100_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,,,18.0,True,64.0,0.44999999999999996,5.313632323232324,3.5555555555555554,2.5555555555555554,aeb_feasible,201071,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
201072,checkpoint,18,True,False,0.4,0.4,1450.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,False,True,aeb_feasible,False,False,47.7233563846254,1.35,46.373356384625396,off_track,False,off_track,off_track_noncollision_noncompletion,4.370268159899391,0.24279267554996617,3.2614539056503076,6.628493862989764,0.38743920991466246,0.1529204888444843,0.0,18.111544095546574,0.009860889054834843,1,nan,nan,0.05,6.5,nan,nan,nan,nan,False,nan,0.1529204888444843,0.8307771709283978,False,False,nan,nan,nan,nan,0.0,0.12849386298976384,0.9,0.12849386298976384,18,3.2614539056503076,0.38743920991466246,18.111544095546574,0.24279267554996617,0,nan,nan,nan,nan,0,nan,nan,nan,nan,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief::L2_window_13,tqcos_exec_v0_0014_cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,cosr_v0_0015_offtrack_anchor_relief,offtrack_anchor_relief,anchor_neighborhood,offtrack_anchor_relief,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,public_debug,m1950_calibrated_anchor_fallback::post_friction_step,stable_aeb_max_threshold_then_farther_distance,L2_window_13,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,,,18.0,True,64.0,0.44999999999999996,5.313632323232324,3.5555555555555554,2.5555555555555554,aeb_feasible,201072,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,aeb_feasible
