seed_panel_id,seed_index,seed,base_fixture_id,fresh_seed_variant_digest,comparison_subject,comparison_subject_family,fixture_id,surface_id,role_family,step_index,observation_shape,action_shape,action_steer,action_throttle,action_brake,action_finite,action_within_bounds,action_saturated,backend_status,terminated_by_backend,truncated_by_backend,diagnostic_wheel_force_count,state_x,state_y,state_psi,state_vx,state_vy,state_speed,state_yaw_rate,physical_steer,physical_throttle,physical_brake,parameterized_fixture,reset_observation_digest,policy_action,diagnostic_only,dynamics_axis_id,dynamics_axis_family,axis_index
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,10,72,3,0.8941235542297363,-0.7126330733299255,-0.43046635389328003,True,True,False,running,False,False,4,1.7948477847409519,-0.006059742785335498,0.05543078153365796,6.623185036781195,0.652038818230929,6.655203577045732,0.503735434119691,0.8941235542297363,0.14368346333503723,0.28476682305336,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,11,72,3,0.8783335089683533,-0.7053238749504089,-0.42094165086746216,True,True,False,running,False,False,4,1.925807915265132,0.015274059396553675,0.06575188043502289,6.578152549927534,0.6847797303270845,6.613698983865606,0.5281807833507399,0.8783335089683533,0.14733806252479553,0.2895291745662689,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,12,72,3,0.8605684041976929,-0.6946209669113159,-0.40757668018341064,True,True,False,running,False,False,4,2.055602500985967,0.03856586276605391,0.07655103705564269,6.534227251479122,0.7161433127811652,6.5733543201636095,0.5515525223873361,0.8605684041976929,0.15268951654434204,0.2962116599082947,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,13,72,3,0.8404067158699036,-0.6805452108383179,-0.39087608456611633,True,True,False,running,False,False,4,2.1842189963822936,0.06383014060330185,0.08780841977194087,6.491586120568014,0.746337030087172,6.534348423770393,0.5740132180484401,0.8404067158699036,0.15972739458084106,0.304561972618103,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,14,72,3,0.8176601529121399,-0.6632235646247864,-0.3711576461791992,True,True,False,running,False,False,4,2.311646863908826,0.09108187512398438,0.0995071260956338,6.450401730261938,0.7755245346027715,6.496854684040351,0.5956933942846078,0.8176601529121399,0.1683882176876068,0.3144211769104004,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,15,72,3,0.7923910617828369,-0.642787754535675,-0.34862324595451355,True,True,False,running,False,False,4,2.4378775152769716,0.12033637012524195,0.11163262960966924,6.410846284182513,0.80383748044772,6.461045176625007,0.6167002658039629,0.7923910617828369,0.17860612273216248,0.32568836212158203,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,16,72,3,0.7649276256561279,-0.6193392872810364,-0.32346293330192566,True,True,False,running,False,False,4,2.5629042744196617,0.1516091665803358,0.12417234807415047,6.373090064112473,0.8313804702233356,6.427088800659122,0.6371211617623164,0.7649276256561279,0.1903303563594818,0.338268518447876,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,17,72,3,0.7358502149581909,-0.5929238200187683,-0.29591846466064453,True,True,False,running,False,False,4,2.6867222922976337,0.18491595704829475,0.13711524985170012,6.337297610151982,0.8582320226041023,6.395146847747998,0.6570239335028983,0.7358502149581909,0.20353808999061584,0.35204076766967773,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,18,72,3,0.7059414386749268,-0.5635156631469727,-0.2663009464740753,True,True,False,running,False,False,4,2.8093284028269645,0.22027243186670692,0.15045144925247134,6.303623897413383,0.8844430098028372,6.3653683065185,0.6764553574200945,0.7059414386749268,0.21824216842651367,0.36684954166412354,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,19,72,3,0.6761311888694763,-0.5310418009757996,-0.2349942922592163,True,True,False,running,False,False,4,2.930720962148711,0.2576939816135174,0.16417172738694819,6.27221281183811,0.9100300234772557,6.337886729866364,0.6954348626484198,0.6761311888694763,0.23447909951210022,0.38250285387039185,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,20,72,3,0.6474762558937073,-0.4954667389392853,-0.20246173441410065,True,True,False,running,False,False,4,3.0508998483061642,0.29719498261336486,0.1782667171306277,6.243204999429533,0.9349443898076372,6.312822639432752,0.7139251938464236,0.6474762558937073,0.25226664543151855,0.3987691402435303,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,21,72,3,0.621232271194458,-0.4569619596004486,-0.16926614940166473,True,True,False,running,False,False,4,3.1698673973229208,0.33878639123413434,0.19272451386696426,6.21678585263988,0.9589273639180497,6.2903074667979615,0.7316958628757783,0.621232271194458,0.2715190052986145,0.41536691784858704,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,22,72,3,0.5992063879966736,-0.41627031564712524,-0.13616400957107544,True,True,False,running,False,False,4,3.2876332473593917,0.38246673283454574,0.20752199015425596,6.193366291357291,0.9809600212182726,6.270571631211091,0.7478106081320745,0.5992063879966736,0.2918648421764374,0.4319179952144623,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,23,72,3,0.5850204229354858,-0.37564289569854736,-0.10449563711881638,True,True,False,running,False,False,4,3.404228734632361,0.4281967811978322,0.22260129860299116,6.173848771011276,0.9982442409787831,6.2540307172226735,0.7597276304568608,0.5850204229354858,0.3121785521507263,0.4477521777153015,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,24,72,3,0.5860162377357483,-0.34007853269577026,-0.07658284902572632,True,True,False,running,False,False,4,3.5197172451704475,0.4758769954424582,0.2378550184989625,6.158670034432074,1.0081307486996074,6.240636521981167,0.7653105882926762,0.5860162377357483,0.32996073365211487,0.46170857548713684,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,25,72,3,0.6057078242301941,-0.31182020902633667,-0.05193024501204491,True,True,False,running,False,False,4,3.6341557592077285,0.5253978740158503,0.2531881497866001,6.145916036231467,1.0135799730945079,6.2289347633656735,0.7677975215059423,0.6057078242301941,0.34408989548683167,0.4740348756313324,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,26,72,3,0.6296021342277527,-0.280830055475235,-0.0230580884963274,True,True,False,running,False,False,4,3.7475488718620733,0.5767098201544232,0.26858059543412305,6.133480480933499,1.0189589393122305,6.217544541858669,0.7711530862877953,0.6296021342277527,0.3595849871635437,0.4884709417819977,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,27,72,3,0.6456491351127625,-0.24300658702850342,0.010566288605332375,True,True,False,running,False,False,4,3.8598634019747875,0.6298105545672273,0.284055287981015,6.120876082181084,1.0254006049438016,6.2061719613652,0.7759385862524162,0.6456491351127625,0.3784967064857483,0.5052831172943115,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,28,72,3,0.6565299034118652,-0.20625993609428406,0.04175884649157524,True,True,False,running,False,False,4,3.971059343660934,0.684706674546515,0.29963416484091354,6.108278843640607,1.0326212540393018,6.194947706475102,0.7815560701099381,0.6565299034118652,0.3968700170516968,0.5208794474601746,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,29,72,3,0.6677769422531128,-0.17619648575782776,0.06669415533542633,True,True,False,running,False,False,4,4.081098920894337,0.7414015237868198,0.31533031293691777,6.095788241945414,1.0403969908888646,6.183935655332336,0.7876813651983604,0.6677769422531128,0.4119017720222473,0.5333470702171326,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,30,72,3,0.6809723377227783,-0.152999609708786,0.0854746401309967,True,True,False,running,False,False,4,4.1899445414971055,0.7998960488009562,0.3311528445216119,6.0833791886257,1.0486580698360688,6.173101821615822,0.7942225354325995,0.6809723377227783,0.4235001802444458,0.5427373051643372,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,31,72,3,0.6949068903923035,-0.13501687347888947,0.09925374388694763,True,True,False,running,False,False,4,4.297557573864667,0.8601892001593173,0.34710881170271385,6.071030026897436,1.0572898546891099,6.162407599657685,0.801062139915905,0.6949068903923035,0.43249157071113586,0.549626886844635,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,32,72,3,0.708206295967102,-0.12104152888059616,0.10901714861392975,True,True,False,running,False,False,4,4.403899481541151,0.9222766375776098,0.3632022718573782,6.0587672832064525,1.0660970449350442,6.151847194239478,0.8080141181534986,0.708206295967102,0.4394792318344116,0.5545085668563843,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,33,72,3,0.7203043699264526,-0.11048123985528946,0.11550287157297134,True,True,False,running,False,False,4,4.5089331760899025,0.9861497795837181,0.3794336348065313,6.046638911270856,1.0748744951924734,6.141432838003691,0.8148939931210224,0.7203043699264526,0.4447593688964844,0.5577514171600342,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,34,72,3,0.731207013130188,-0.10293328016996384,0.11933525651693344,True,True,False,running,False,False,4,4.61262346359038,1.0517958885411722,0.395800159693649,6.034683306269925,1.083461700182729,6.1311737752844495,0.8215672088301665,0.731207013130188,0.4485333561897278,0.5596676468849182,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,35,72,3,0.7410909533500671,-0.09797181189060211,0.12107791006565094,True,True,False,running,False,False,4,4.714936778410633,1.1191987295901393,0.41229698128740255,6.022917240664209,1.0917551795499052,6.121067019724928,0.8279545233394484,0.7410909533500671,0.45101410150527954,0.5605389475822449,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,36,72,3,0.7501144409179688,-0.09514586627483368,0.1212281808257103,True,True,False,running,False,False,4,4.815840685193221,1.1883392974981162,0.42891806555665213,6.011337121422348,1.0996989083142639,6.111097419967866,0.8340185484411766,0.7501144409179688,0.45242705941200256,0.5606141090393066,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,37,72,3,0.7583855986595154,-0.09403116255998611,0.1202068030834198,True,True,False,running,False,False,4,4.915303430744519,1.2591963972205593,0.4456568906132895,5.999924828710276,1.1072700969754194,6.101241268613297,0.8397487611760466,0.7583855986595154,0.45298442244529724,0.5601034164428711,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,38,72,3,0.7659814357757568,-0.09425949305295944,0.11835765093564987,True,True,False,running,False,False,4,5.013293631476038,1.3317470514164114,0.46250687205656416,5.988653579065631,1.114467151292275,6.091470160918882,0.8451503996717779,0.7659814357757568,0.45287024974823,0.5591788291931152,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,39,72,3,0.7729646563529968,-0.09552572667598724,0.11595486849546432,True,True,False,running,False,False,4,5.109780090964702,1.4059667708801484,0.4794616074995476,5.977492436193629,1.1213010361182076,6.081754010016502,0.8502372775293822,0.7729646563529968,0.4522371292114258,0.5579774379730225,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,264100,m2641_source_only_stable_avoidable_base,71f9f812cccef278,m1154_original_policy,policy_checkpoint,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,source_only_four_wheel_hf0,stable_avoidable,40,72,3,0.779391348361969,-0.09758051484823227,0.11321255564689636,True,True,False,running,False,False,4,5.204731717296348,1.481829730423236,0.49651500569902024,5.966409447054498,1.1277895135787843,6.0720631482914795,0.8550273793973838,0.779391348361969,0.45120975375175476,0.5566062927246094,True,3c7971d3957843f3,True,True,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
