protocol_version,milestone_id,measured_behavior_row_id,seed_panel_id,seed_index,evidence_layer,surface_id,scenario_role,fixture_id,base_fixture_id,subject_id,seed,mitigation_reference_subject,collision_event,obstacle_passed_event,road_departure_event,minimum_obstacle_clearance_m,minimum_road_margin_m,final_road_margin_m,collision_speed_proxy,impact_angle_proxy,severity_proxy,mitigation_delta_against_reference,recovery_time_proxy_s,diagnostic_only_no_ranking_claim,claim_scope,forbidden_interpretation,dynamics_axis_id,dynamics_axis_family,axis_index
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_coast_open_loop_stable_avoidable_seed_264101_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264101_fresh_nominal_or_role_default,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_nominal,m2641_source_only_stable_avoidable_base,coast_open_loop,264101,straight_full_brake_open_loop,false,false,false,11.1603961475,2.00235461237,2.04906906617,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m1154_original_policy_stable_avoidable_seed_264101_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264101_fresh_nominal_or_role_default,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_nominal,m2641_source_only_stable_avoidable_base,m1154_original_policy,264101,straight_full_brake_open_loop,false,false,true,15.9939830975,-3.57348345288,-3.57348345288,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2532_guarded_repair_policy_stable_avoidable_seed_264101_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264101_fresh_nominal_or_role_default,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_nominal,m2641_source_only_stable_avoidable_base,m2532_guarded_repair_policy,264101,straight_full_brake_open_loop,false,false,false,17.7120112269,0.262625673585,0.262625673585,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2537_mitigation_preserving_policy_stable_avoidable_seed_264101_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264101_fresh_nominal_or_role_default,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_nominal,m2641_source_only_stable_avoidable_base,m2537_mitigation_preserving_policy,264101,straight_full_brake_open_loop,false,false,false,17.7120104605,0.262624758583,0.262624758583,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_straight_full_brake_open_loop_stable_avoidable_seed_264101_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264101_fresh_nominal_or_role_default,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_nominal,m2641_source_only_stable_avoidable_base,straight_full_brake_open_loop,264101,straight_full_brake_open_loop,false,false,false,16.1433097599,2.00235198126,2.030934059,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_coast_open_loop_stable_avoidable_seed_264101_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264101_fresh_fault_delay_noise,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,coast_open_loop,264101,straight_full_brake_open_loop,false,false,false,11.1604088377,2.00235311566,2.0499416684,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m1154_original_policy_stable_avoidable_seed_264101_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264101_fresh_fault_delay_noise,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,m1154_original_policy,264101,straight_full_brake_open_loop,false,false,true,15.6887133765,-3.55929090273,-3.55929090273,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2532_guarded_repair_policy_stable_avoidable_seed_264101_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264101_fresh_fault_delay_noise,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,m2532_guarded_repair_policy,264101,straight_full_brake_open_loop,false,false,true,17.3201922101,-0.0271885608536,-0.0271885608536,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2537_mitigation_preserving_policy_stable_avoidable_seed_264101_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264101_fresh_fault_delay_noise,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,m2537_mitigation_preserving_policy,264101,straight_full_brake_open_loop,false,false,true,17.3201915909,-0.027189469924,-0.027189469924,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_straight_full_brake_open_loop_stable_avoidable_seed_264101_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264101_fresh_fault_delay_noise,1,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264101_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,straight_full_brake_open_loop,264101,straight_full_brake_open_loop,false,false,false,15.5561640419,2.00235073901,2.03242451522,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_coast_open_loop_stable_avoidable_seed_264102_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264102_fresh_nominal_or_role_default,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_nominal,m2641_source_only_stable_avoidable_base,coast_open_loop,264102,straight_full_brake_open_loop,false,false,false,10.7677630488,2.0017646032,2.0017646032,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m1154_original_policy_stable_avoidable_seed_264102_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264102_fresh_nominal_or_role_default,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_nominal,m2641_source_only_stable_avoidable_base,m1154_original_policy,264102,straight_full_brake_open_loop,false,false,true,15.4458713647,-3.41103730846,-3.41103730846,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2532_guarded_repair_policy_stable_avoidable_seed_264102_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264102_fresh_nominal_or_role_default,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_nominal,m2641_source_only_stable_avoidable_base,m2532_guarded_repair_policy,264102,straight_full_brake_open_loop,false,false,false,17.1463151301,0.340130542815,0.340130542815,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2537_mitigation_preserving_policy_stable_avoidable_seed_264102_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264102_fresh_nominal_or_role_default,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_nominal,m2641_source_only_stable_avoidable_base,m2537_mitigation_preserving_policy,264102,straight_full_brake_open_loop,false,false,false,17.146314303,0.340129684118,0.340129684118,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_straight_full_brake_open_loop_stable_avoidable_seed_264102_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264102_fresh_nominal_or_role_default,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_nominal,m2641_source_only_stable_avoidable_base,straight_full_brake_open_loop,264102,straight_full_brake_open_loop,false,false,false,15.6713074836,2.04441283771,2.04441283771,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_coast_open_loop_stable_avoidable_seed_264102_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264102_fresh_fault_delay_noise,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,coast_open_loop,264102,straight_full_brake_open_loop,false,false,false,10.7677813874,2.00057596234,2.00057596234,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m1154_original_policy_stable_avoidable_seed_264102_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264102_fresh_fault_delay_noise,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,m1154_original_policy,264102,straight_full_brake_open_loop,false,false,true,14.9423544176,-2.84948459763,-2.84948459763,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2532_guarded_repair_policy_stable_avoidable_seed_264102_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264102_fresh_fault_delay_noise,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,m2532_guarded_repair_policy,264102,straight_full_brake_open_loop,false,false,false,17.2205805211,0.847669535271,0.852139735716,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m2537_mitigation_preserving_policy_stable_avoidable_seed_264102_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264102_fresh_fault_delay_noise,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,m2537_mitigation_preserving_policy,264102,straight_full_brake_open_loop,false,false,false,17.2205794585,0.847668640214,0.85213879444,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_straight_full_brake_open_loop_stable_avoidable_seed_264102_fresh_fault_delay_noise,m2641_stable_avoidable_seed_264102_fresh_fault_delay_noise,2,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264102_axis_fault_delay_noise,m2641_source_only_stable_avoidable_base,straight_full_brake_open_loop,264102,straight_full_brake_open_loop,false,false,false,16.043189364,2.04595083748,2.04613037083,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_fault_delay_noise,fresh_fault_delay_noise,1
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_coast_open_loop_stable_avoidable_seed_264103_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264103_fresh_nominal_or_role_default,3,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264103_axis_nominal,m2641_source_only_stable_avoidable_base,coast_open_loop,264103,straight_full_brake_open_loop,false,false,false,7.94091524524,1.81272207857,1.94002832771,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
engineering_controller_behavior_outcome_v0,m2641-engineering-controller-route-a-baseline-source-only-fresh-generalization-panel-materialization-preflight,m2641_m1154_original_policy_stable_avoidable_seed_264103_fresh_nominal_or_role_default,m2641_stable_avoidable_seed_264103_fresh_nominal_or_role_default,3,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264103_axis_nominal,m2641_source_only_stable_avoidable_base,m1154_original_policy,264103,straight_full_brake_open_loop,false,false,true,12.53388527,-3.78982380471,-3.78982380471,0,0,0,0,0,true,Route A source-only fresh generalization panel materialization preflight only,"controller ranking, winner selection, success-rate verdict, promotion, validation, driver performance, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",fresh_nominal_or_role_default,fresh_nominal_or_role_default,0
