protocol_version,milestone_id,measured_behavior_row_id,seed_panel_id,seed_index,evidence_layer,surface_id,scenario_role,fixture_id,base_fixture_id,subject_id,seed,mitigation_reference_subject,collision_event,obstacle_passed_event,road_departure_event,minimum_obstacle_clearance_m,minimum_road_margin_m,final_road_margin_m,collision_speed_proxy,impact_angle_proxy,severity_proxy,mitigation_delta_against_reference,recovery_time_proxy_s,diagnostic_only_no_ranking_claim,claim_scope,forbidden_interpretation
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_stable_aes_seed_252303,m2523_stable_aes_seed_252303,3,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252303,hf0_four_wheel_stable_aes_fixture,m1154_policy_actor,252303,straight_full_brake_open_loop,false,false,true,6.93891721674,-6.30875974612,-6.30875974612,0,0,0,0,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_stable_aes_seed_252303,m2523_stable_aes_seed_252303,3,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252303,hf0_four_wheel_stable_aes_fixture,straight_full_brake_open_loop,252303,straight_full_brake_open_loop,false,false,false,2.47023060445,1.85264987063,1.85264987063,0,0,0,0,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_stable_aes_seed_252304,m2523_stable_aes_seed_252304,4,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252304,hf0_four_wheel_stable_aes_fixture,coast_open_loop,252304,straight_full_brake_open_loop,true,true,false,-1.58926891488,2.00752551662,2.00752551662,8.3402035245,0.000134118933368,13.2409774173,13.2409774173,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_stable_aes_seed_252304,m2523_stable_aes_seed_252304,4,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252304,hf0_four_wheel_stable_aes_fixture,m1154_policy_actor,252304,straight_full_brake_open_loop,false,false,true,5.68523759055,-6.41695479587,-6.41695479587,0,0,0,0,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_stable_aes_seed_252304,m2523_stable_aes_seed_252304,4,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252304,hf0_four_wheel_stable_aes_fixture,straight_full_brake_open_loop,252304,straight_full_brake_open_loop,false,false,false,0.968922215413,2.03577386795,2.03577386795,0,0,0,0,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253300,m2523_drift_required_recovery_seed_253300,0,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253300,hf0_four_wheel_drift_required_recovery_fixture,coast_open_loop,253300,straight_full_brake_open_loop,true,true,false,-1.69507989419,1.55721249066,1.55721249066,9.77160569982,2.76135384952e-05,16.5266095367,12.63652345,0.02,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_drift_required_recovery_seed_253300,m2523_drift_required_recovery_seed_253300,0,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253300,hf0_four_wheel_drift_required_recovery_fixture,m1154_policy_actor,253300,straight_full_brake_open_loop,false,true,true,2.40487108797,-6.17026035909,-6.17026035909,0,0,0,-3.89008608666,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_drift_required_recovery_seed_253300,m2523_drift_required_recovery_seed_253300,0,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253300,hf0_four_wheel_drift_required_recovery_fixture,straight_full_brake_open_loop,253300,straight_full_brake_open_loop,true,false,false,-1.50130432708,1.62974003721,1.62974003721,3.21358656031,0.00746965594099,3.89008608666,0,0.04,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253301,m2523_drift_required_recovery_seed_253301,1,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253301,hf0_four_wheel_drift_required_recovery_fixture,coast_open_loop,253301,straight_full_brake_open_loop,true,true,false,-0.905002110923,1.18941631019,1.18941631019,9.52008747105,4.43617730933e-05,8.61011900367,6.66353597151,0.06,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_drift_required_recovery_seed_253301,m2523_drift_required_recovery_seed_253301,1,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253301,hf0_four_wheel_drift_required_recovery_fixture,m1154_policy_actor,253301,straight_full_brake_open_loop,false,false,true,4.25216150821,-6.59061681639,-6.59061681639,0,0,0,-1.94658303216,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_drift_required_recovery_seed_253301,m2523_drift_required_recovery_seed_253301,1,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253301,hf0_four_wheel_drift_required_recovery_fixture,straight_full_brake_open_loop,253301,straight_full_brake_open_loop,true,false,false,-1.09975591952,1.34997779748,1.34997779748,2.2622698489,0.00476529007466,1.94658303216,0,0.06,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253302,m2523_drift_required_recovery_seed_253302,2,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253302,hf0_four_wheel_drift_required_recovery_fixture,coast_open_loop,253302,straight_full_brake_open_loop,true,true,false,-0.443283650847,1.47012248336,1.47012248336,9.70184070825,1.44147104876e-05,4.29992011869,2.98396034581,0.04,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_drift_required_recovery_seed_253302,m2523_drift_required_recovery_seed_253302,2,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253302,hf0_four_wheel_drift_required_recovery_fixture,m1154_policy_actor,253302,straight_full_brake_open_loop,false,false,true,3.82639608749,-6.45042966167,-6.45042966167,0,0,0,-1.31595977288,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_drift_required_recovery_seed_253302,m2523_drift_required_recovery_seed_253302,2,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253302,hf0_four_wheel_drift_required_recovery_fixture,straight_full_brake_open_loop,253302,straight_full_brake_open_loop,true,false,false,-0.402067149729,1.53775718632,1.53775718632,3.43608021673,2.79232829651e-05,1.31595977288,0,0.04,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253303,m2523_drift_required_recovery_seed_253303,3,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253303,hf0_four_wheel_drift_required_recovery_fixture,coast_open_loop,253303,straight_full_brake_open_loop,true,true,false,-0.604506799163,1.79687630667,1.83176438443,9.69049154683,0.000214287587279,5.85570370907,4.07502639717,0.06,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_drift_required_recovery_seed_253303,m2523_drift_required_recovery_seed_253303,3,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253303,hf0_four_wheel_drift_required_recovery_fixture,m1154_policy_actor,253303,straight_full_brake_open_loop,false,true,true,3.63298599714,-6.35221370563,-6.35221370563,0,0,0,-1.7806773119,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_drift_required_recovery_seed_253303,m2523_drift_required_recovery_seed_253303,3,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253303,hf0_four_wheel_drift_required_recovery_fixture,straight_full_brake_open_loop,253303,straight_full_brake_open_loop,true,false,false,-0.539279184929,1.79575829185,1.79575829185,3.46842387745,0.00446254122,1.7806773119,0,0.06,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253304,m2523_drift_required_recovery_seed_253304,4,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253304,hf0_four_wheel_drift_required_recovery_fixture,coast_open_loop,253304,straight_full_brake_open_loop,true,true,false,-1.55332560613,1.41407199826,1.41507854312,10.185005864,5.0117290802e-05,15.8071145487,11.0886137186,0.06,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_drift_required_recovery_seed_253304,m2523_drift_required_recovery_seed_253304,4,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253304,hf0_four_wheel_drift_required_recovery_fixture,m1154_policy_actor,253304,straight_full_brake_open_loop,false,false,true,3.06704468102,-6.55629372625,-6.55629372625,0,0,0,-4.71850083011,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_drift_required_recovery_seed_253304,m2523_drift_required_recovery_seed_253304,4,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253304,hf0_four_wheel_drift_required_recovery_fixture,straight_full_brake_open_loop,253304,straight_full_brake_open_loop,true,false,false,-1.6582120751,1.4369363956,1.4369363956,3.49626016536,6.01719712826e-05,4.71850083011,0,0.06,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_unavoidable_mitigation_seed_254300,m2523_unavoidable_mitigation_seed_254300,0,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254300,hf0_four_wheel_unavoidable_mitigation_fixture,coast_open_loop,254300,straight_full_brake_open_loop,true,true,false,-0.378292837862,1.36168668857,1.36168668857,8.61451551871,2.05791782035e-05,3.25811105672,1.63149499678,0.02,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_unavoidable_mitigation_seed_254300,m2523_unavoidable_mitigation_seed_254300,0,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254300,hf0_four_wheel_unavoidable_mitigation_fixture,m1154_policy_actor,254300,straight_full_brake_open_loop,true,true,true,-1.891030806,-2.07640351314,-2.07640351314,6.70086774367,0.577663640089,11.8026981439,10.176082084,0.02,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_unavoidable_mitigation_seed_254300,m2523_unavoidable_mitigation_seed_254300,0,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254300,hf0_four_wheel_unavoidable_mitigation_fixture,straight_full_brake_open_loop,254300,straight_full_brake_open_loop,true,true,false,-0.353687366374,1.44481480648,1.44481480648,4.76579551321,0.000718134486814,1.62661605994,0,0.02,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_unavoidable_mitigation_seed_254301,m2523_unavoidable_mitigation_seed_254301,1,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254301,hf0_four_wheel_unavoidable_mitigation_fixture,coast_open_loop,254301,straight_full_brake_open_loop,true,true,false,-0.900662940334,1.2734792752,1.2734792752,8.55528089363,6.93002578241e-05,7.7023727359,3.35665890972,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_unavoidable_mitigation_seed_254301,m2523_unavoidable_mitigation_seed_254301,1,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254301,hf0_four_wheel_unavoidable_mitigation_fixture,m1154_policy_actor,254301,straight_full_brake_open_loop,true,true,true,-1.32637760478,-2.62272894226,-2.62272894226,6.7185765194,0.618872474641,8.69698685726,4.35127303108,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_unavoidable_mitigation_seed_254301,m2523_unavoidable_mitigation_seed_254301,1,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254301,hf0_four_wheel_unavoidable_mitigation_fixture,straight_full_brake_open_loop,254301,straight_full_brake_open_loop,true,true,false,-0.95847757076,1.45640968165,1.45640968165,4.86082646346,4.70194078561e-05,4.34571382618,0,0,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_unavoidable_mitigation_seed_254302,m2523_unavoidable_mitigation_seed_254302,2,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254302,hf0_four_wheel_unavoidable_mitigation_fixture,coast_open_loop,254302,straight_full_brake_open_loop,true,true,false,-1.63325720672,1.40123124023,1.40123124023,8.41902425875,7.14961229051e-05,13.7321295883,7.66680821095,0.02,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_unavoidable_mitigation_seed_254302,m2523_unavoidable_mitigation_seed_254302,2,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture_fresh_seed_254302,hf0_four_wheel_unavoidable_mitigation_fixture,m1154_policy_actor,254302,straight_full_brake_open_loop,true,true,true,-0.558715775337,-2.6177306706,-2.6177306706,6.48573136703,0.587205991319,3.59168038698,-2.47364099039,0.02,true,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim"
