protocol_version,milestone_id,run_id,row_id,evidence_layer,surface_id,scenario_role,fixture_id,seed,subject_id,checkpoint_path,actor_contract_id,observation_shape,action_shape,actor_encoder,action_horizon,actor_input_leak_flags,reset_status,backend_status,episode_started,episode_completed,step_count,terminal_status,action_finite,action_within_bounds,collision_event,obstacle_passed_event,road_departure_event,minimum_obstacle_clearance_m,minimum_road_margin_m,final_road_margin_m,maximum_abs_lateral_velocity,maximum_abs_yaw_rate,maximum_abs_lateral_position,final_abs_lateral_velocity,final_abs_yaw_rate,recovery_time_proxy_s,steering_saturation_fraction,throttle_saturation_fraction,brake_saturation_fraction,command_delta_l1_mean,simultaneous_throttle_brake_fraction,collision_speed_proxy,impact_angle_proxy,severity_proxy,mitigation_delta_against_reference,metric_completeness_flags,diagnostic_only_no_ranking_claim,claim_scope,forbidden_interpretation,source_artifact,attempted_row_retained,seed_panel_id,seed_index,base_fixture_id,fresh_seed_variant_digest,mitigation_reference_subject,mitigation_reference_seed,denominator_gap_reason,ranking_or_winner_field_emitted
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_stable_aes_seed_252303,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252303,252303,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,True,6.938917216739946,-6.308759746123833,-6.308759746123833,1.1464541143184694,0.8870228029159695,8.493481879678223,1.1464541143184694,0.8870228029159695,0.0,0.0,0.0,0.0,0.02124704864591059,1.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252303,3,hf0_four_wheel_stable_aes_fixture,ebed85c04dd92f52,straight_full_brake_open_loop,252303,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_stable_aes_seed_252303,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252303,252303,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,False,2.470230604454238,1.8526498706272787,1.8526498706272787,0.07428346229254272,0.027135086705920977,0.16258853801114528,0.0006445908808474748,0.027135086705920977,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252303,3,hf0_four_wheel_stable_aes_fixture,ebed85c04dd92f52,straight_full_brake_open_loop,252303,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_stable_aes_seed_252304,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252304,252304,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,True,False,-1.5892689148772452,2.007525516622462,2.007525516622462,0.04280695294513391,0.012160743430832784,0.11065414663744907,1.128754790273184e-05,0.0001335973682007102,0.0,1.0,1.0,1.0,0.0,0.0,8.340203524501112,0.00013411893336812077,13.240977417270082,13.240977417270082,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252304,4,hf0_four_wheel_stable_aes_fixture,f04ffa26e0d3ad8c,straight_full_brake_open_loop,252304,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_stable_aes_seed_252304,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252304,252304,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,True,5.6852375905530685,-6.416954795871682,-6.416954795871682,1.0977457089029414,0.8509993840892773,8.373335952413024,1.0977457089029414,0.8509993840892773,0.0,0.0,0.0,0.0,0.02180835506831757,1.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252304,4,hf0_four_wheel_stable_aes_fixture,f04ffa26e0d3ad8c,straight_full_brake_open_loop,252304,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_stable_aes_seed_252304,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252304,252304,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,False,0.9689222154126607,2.035773867950662,2.035773867950662,0.04271029981152376,0.022736603275327144,0.11065448118884962,0.007220298346335201,0.022736603275327144,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252304,4,hf0_four_wheel_stable_aes_fixture,f04ffa26e0d3ad8c,straight_full_brake_open_loop,252304,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253300,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253300,253300,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,True,False,-1.6950798941885745,1.557212490657008,1.557212490657008,0.3047041534947959,0.13863594377257674,1.4098958971961875,5.004199004700683e-06,2.7425028595677376e-05,0.02,1.0,1.0,1.0,0.0,0.0,9.771605699817654,2.76135384951546e-05,16.526609536676414,12.636523450015991,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_drift_required_recovery_seed_253300,0,hf0_four_wheel_drift_required_recovery_fixture,528f857ccb96eecb,straight_full_brake_open_loop,253300,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_drift_required_recovery_seed_253300,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253300,253300,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,True,True,2.404871087966205,-6.1702603590946214,-6.1702603590946214,0.7508893019818447,0.6026646832929131,8.869002931105252,0.7508893019818447,0.6026646832929131,0.0,0.0,0.0,0.0,0.014881015275463913,1.0,0.0,0.0,0.0,-3.8900860866604225,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_drift_required_recovery_seed_253300,0,hf0_four_wheel_drift_required_recovery_fixture,528f857ccb96eecb,straight_full_brake_open_loop,253300,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_drift_required_recovery_seed_253300,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253300,253300,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,False,False,-1.5013043270779347,1.6297400372145763,1.6297400372145763,0.30573432425789693,0.13902991170073808,0.9939873752282574,0.0007212179260031844,0.0043443163036262535,0.04,1.0,1.0,1.0,0.0,0.0,3.2135865603099734,0.007469655940988544,3.8900860866604225,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_drift_required_recovery_seed_253300,0,hf0_four_wheel_drift_required_recovery_fixture,528f857ccb96eecb,straight_full_brake_open_loop,253300,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253301,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253301,253301,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,True,False,-0.9050021109234326,1.189416310187638,1.189416310187638,0.49115645548727016,0.14861910175135867,1.6793718008746048,8.305693783754235e-06,4.4104547938473975e-05,0.06,1.0,1.0,1.0,0.0,0.0,9.520087471052014,4.4361773093288325e-05,8.610119003674807,6.663535971513749,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_drift_required_recovery_seed_253301,1,hf0_four_wheel_drift_required_recovery_fixture,4e1268f893f9fe90,straight_full_brake_open_loop,253301,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_drift_required_recovery_seed_253301,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253301,253301,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,True,4.252161508214314,-6.590616816392739,-6.590616816392739,0.7852808997970706,0.6235736874459367,9.189925055056003,0.7852808997970706,0.6235736874459367,0.0,0.0,0.0,0.0,0.01489050638382182,1.0,0.0,0.0,0.0,-1.9465830321610582,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_drift_required_recovery_seed_253301,1,hf0_four_wheel_drift_required_recovery_fixture,4e1268f893f9fe90,straight_full_brake_open_loop,253301,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_drift_required_recovery_seed_253301,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253301,253301,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,False,False,-1.0997559195185767,1.3499777974799823,1.3499777974799823,0.4932129651947047,0.14904442506576052,1.196525896021572,0.001633905249271867,0.004765290074659574,0.06,1.0,1.0,1.0,0.0,0.0,2.262269848902691,0.004765290074659574,1.9465830321610582,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_drift_required_recovery_seed_253301,1,hf0_four_wheel_drift_required_recovery_fixture,4e1268f893f9fe90,straight_full_brake_open_loop,253301,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_drift_required_recovery_seed_253302,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture_fresh_seed_253302,253302,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,True,False,-0.4432836508468645,1.4701224833566486,1.4701224833566486,0.38127908518530196,0.17036747026037946,1.54510514365823,2.9594520097498385e-06,1.4333899941305382e-05,0.04,1.0,1.0,1.0,0.0,0.0,9.701840708251293,1.4414710487634135e-05,4.299920118692541,2.9839603458141424,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_drift_required_recovery_seed_253302,2,hf0_four_wheel_drift_required_recovery_fixture,8cd6e73ce38f5864,straight_full_brake_open_loop,253302,,False
