slice_kind,dominance_type,episode_count,success_count,collision_count,offtrack_outcome_count,collision_rate,offtrack_outcome_rate,support_label,profile_name,repair_source_kind,source_role_semantics,parent_feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label
outcome_by_profile_source_kind,offtrack,20,0,3,17,0.15,0.85,no_support,L2_window_50,success_stabilizer,,,,
outcome_by_profile_source_kind,offtrack,24,0,0,24,0.0,1.0,no_support,L2_window_50_current_tiled,anchor_neighborhood,,,,
outcome_by_profile_source_kind,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_50_current_tiled,offtrack_boundary_relief,,,,
outcome_by_profile_source_kind,offtrack,20,0,3,17,0.15,0.85,no_support,L2_window_50_current_tiled,success_stabilizer,,,,
outcome_by_profile_source_kind,offtrack,24,0,0,24,0.0,1.0,no_support,L3_online_gru,anchor_neighborhood,,,,
outcome_by_profile_source_kind,offtrack,16,0,0,16,0.0,1.0,no_support,L3_online_gru,offtrack_boundary_relief,,,,
outcome_by_profile_source_kind,offtrack,24,0,0,24,0.0,1.0,no_support,L3_reset_control_corrected,anchor_neighborhood,,,,
outcome_by_profile_source_kind,offtrack,16,0,0,16,0.0,1.0,no_support,L3_reset_control_corrected,offtrack_boundary_relief,,,,
outcome_by_profile_parent_tier,offtrack,32,3,0,29,0.0,0.90625,weak_support,L0_current_masked,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L0_current_masked,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,32,3,0,29,0.0,0.90625,weak_support,L1_one_step,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L1_one_step,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,7,0,1,6,0.14285714285714285,0.8571428571428571,no_support,L2_window_100,,,tier_b_feasible_emergency,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_100,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_100,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,7,0,1,6,0.14285714285714285,0.8571428571428571,no_support,L2_window_100_current_tiled,,,tier_b_feasible_emergency,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_100_current_tiled,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_100_current_tiled,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,7,0,1,6,0.14285714285714285,0.8571428571428571,no_support,L2_window_13,,,tier_b_feasible_emergency,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_13,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_13,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_13_current_tiled,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_13_current_tiled,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_25,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_25,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,7,0,1,6,0.14285714285714285,0.8571428571428571,no_support,L2_window_25_current_tiled,,,tier_b_feasible_emergency,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_25_current_tiled,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_25_current_tiled,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,7,0,1,6,0.14285714285714285,0.8571428571428571,no_support,L2_window_50,,,tier_b_feasible_emergency,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_50,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_50,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,7,0,1,6,0.14285714285714285,0.8571428571428571,no_support,L2_window_50_current_tiled,,,tier_b_feasible_emergency,,
outcome_by_profile_parent_tier,offtrack,32,0,0,32,0.0,1.0,no_support,L2_window_50_current_tiled,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_50_current_tiled,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,32,3,0,29,0.0,0.90625,weak_support,L3_online_gru,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L3_online_gru,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_parent_tier,offtrack,32,4,0,28,0.0,0.875,weak_support,L3_reset_control_corrected,,,tier_c_boundary_near_miss,,
outcome_by_profile_parent_tier,offtrack,16,0,0,16,0.0,1.0,no_support,L3_reset_control_corrected,,,tier_not_applicable_offtrack_boundary_relief,,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L0_current_masked,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,7,1,32,0.025,0.8,weak_support,L1_one_step,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L1_one_step,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,1,39,0.025,0.975,no_support,L2_window_100,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_100,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,1,39,0.025,0.975,no_support,L2_window_100_current_tiled,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_100_current_tiled,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,1,39,0.025,0.975,no_support,L2_window_13,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_13,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,2,38,0.05,0.95,no_support,L2_window_13_current_tiled,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_13_current_tiled,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,3,37,0.075,0.925,no_support,L2_window_25,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_25,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,1,39,0.025,0.975,no_support,L2_window_25_current_tiled,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_25_current_tiled,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,1,39,0.025,0.975,no_support,L2_window_50,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_50,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,40,0,1,39,0.025,0.975,no_support,L2_window_50_current_tiled,,,,post_friction_step,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L2_window_50_current_tiled,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L3_online_gru,,,,relief_surface_unspecified,
outcome_by_profile_normalized_surface,offtrack,16,0,0,16,0.0,1.0,no_support,L3_reset_control_corrected,,,,relief_surface_unspecified,
outcome_by_source_kind_role_surface,offtrack,288,0,0,288,0.0,1.0,no_support,,anchor_neighborhood,stable_aeb,,post_friction_step,
outcome_by_source_kind_role_surface,offtrack,12,0,0,12,0.0,1.0,no_support,,mitigation_isolation_check,drift_required_recovery,,steady_surface,
outcome_by_source_kind_role_surface,offtrack,192,0,0,192,0.0,1.0,no_support,,offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,
outcome_by_source_kind_role_surface,offtrack,36,7,0,29,0.0,0.8055555555555556,weak_support,,success_stabilizer,drift_required_recovery,,post_friction_step,
outcome_by_source_kind_role_surface,offtrack,72,8,0,64,0.0,0.8888888888888888,weak_support,,success_stabilizer,stable_aeb,,post_friction_step,
outcome_by_source_kind_role_surface,offtrack,24,1,0,23,0.0,0.9583333333333334,weak_support,,success_stabilizer,stable_aeb,,steady_surface,
