workload_id,candidate_source_id,task_source_id,profile_name,repair_source_kind,selection_quota_name,source_role_semantics,parent_feasibility_tier_id,parent_surface_variant,normalized_surface_variant,sampled_obstacle_label,base_geometry_source,representative_cell_rule,outcome_bucket,termination_reason,min_clearance_margin,return,steps
tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion::L3_online_gru,cosr_v0_0133_success_support_expansion,tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,drift_required_recovery,tier_e_mitigation_only,,steady_surface,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,0.5359977875430766,36.81271579117129,26
tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion::L3_reset_control_corrected,cosr_v0_0133_success_support_expansion,tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,drift_required_recovery,tier_e_mitigation_only,,steady_surface,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,0.032928843674749686,33.934075718606984,27
tqcos_exec_v0_0045_cosr_v0_0129_success_support_expansion::L1_one_step,cosr_v0_0129_success_support_expansion,tqcos_exec_v0_0045_cosr_v0_0129_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,stable_aeb,tier_e_mitigation_only,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,5.14916965356193,28.679333356170147,33
tqcos_exec_v0_0046_cosr_v0_0130_success_support_expansion::L3_online_gru,cosr_v0_0130_success_support_expansion,tqcos_exec_v0_0046_cosr_v0_0130_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aeb,tier_e_mitigation_only,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,7.3242378674488995,36.01416534956314,32
tqcos_exec_v0_0047_cosr_v0_0131_success_support_expansion::L3_online_gru,cosr_v0_0131_success_support_expansion,tqcos_exec_v0_0047_cosr_v0_0131_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aeb,tier_e_mitigation_only,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,4.705616500729984,41.10512416084564,30
tqcos_exec_v0_0049_cosr_v0_0135_success_support_expansion::L1_one_step,cosr_v0_0135_success_support_expansion,tqcos_exec_v0_0049_cosr_v0_0135_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,4.240340681245943,26.756353195324373,35
tqcos_exec_v0_0049_cosr_v0_0135_success_support_expansion::L3_online_gru,cosr_v0_0135_success_support_expansion,tqcos_exec_v0_0049_cosr_v0_0135_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,4.666053368225565,27.380801788522,33
tqcos_exec_v0_0049_cosr_v0_0135_success_support_expansion::L3_reset_control_corrected,cosr_v0_0135_success_support_expansion,tqcos_exec_v0_0049_cosr_v0_0135_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,8.93648989189928,44.35125696186718,31
tqcos_exec_v0_0050_cosr_v0_0136_success_support_expansion::L0_current_masked,cosr_v0_0136_success_support_expansion,tqcos_exec_v0_0050_cosr_v0_0136_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,7.591354267576429,33.920525706216,35
tqcos_exec_v0_0050_cosr_v0_0136_success_support_expansion::L3_reset_control_corrected,cosr_v0_0136_success_support_expansion,tqcos_exec_v0_0050_cosr_v0_0136_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,stable_aeb,tier_c_boundary_near_miss,,post_friction_step,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,7.966373750399081,34.527570050325096,33
tqcos_exec_v0_0051_cosr_v0_0137_success_support_expansion::L1_one_step,cosr_v0_0137_success_support_expansion,tqcos_exec_v0_0051_cosr_v0_0137_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,stable_aeb,tier_c_boundary_near_miss,,steady_surface,aeb_feasible,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance,success_obstacle_pass,,11.144132764285121,36.09362918047005,41
tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion::L0_current_masked,cosr_v0_0139_success_support_expansion,tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.6997731278649475,36.44302327306566,30
tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion::L1_one_step,cosr_v0_0139_success_support_expansion,tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,3.4260824445337406,33.99118839779875,30
tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion::L3_online_gru,cosr_v0_0139_success_support_expansion,tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,1.3593942359125182,34.1433907192526,30
tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion::L3_reset_control_corrected,cosr_v0_0139_success_support_expansion,tqcos_exec_v0_0053_cosr_v0_0139_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.070024867073446,33.586283518830776,29
tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion::L0_current_masked,cosr_v0_0140_success_support_expansion,tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,3.1747973335471027,33.031122359552555,33
tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion::L1_one_step,cosr_v0_0140_success_support_expansion,tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,3.831566155437062,32.49813286242372,32
tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion::L3_online_gru,cosr_v0_0140_success_support_expansion,tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.834664521751402,33.5436495026597,31
tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion::L3_reset_control_corrected,cosr_v0_0140_success_support_expansion,tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,3.1902320952218144,37.12227633766115,31
tqcos_exec_v0_0055_cosr_v0_0141_success_support_expansion::L1_one_step,cosr_v0_0141_success_support_expansion,tqcos_exec_v0_0055_cosr_v0_0141_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.2287566288348604,30.505277706730666,27
tqcos_exec_v0_0055_cosr_v0_0141_success_support_expansion::L3_online_gru,cosr_v0_0141_success_support_expansion,tqcos_exec_v0_0055_cosr_v0_0141_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,0.4910498663099785,30.710323599165147,28
tqcos_exec_v0_0055_cosr_v0_0141_success_support_expansion::L3_reset_control_corrected,cosr_v0_0141_success_support_expansion,tqcos_exec_v0_0055_cosr_v0_0141_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,1.7819561864851303,37.443925640612186,27
tqcos_exec_v0_0056_cosr_v0_0142_success_support_expansion::L0_current_masked,cosr_v0_0142_success_support_expansion,tqcos_exec_v0_0056_cosr_v0_0142_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.312968762675153,23.965442462923924,30
tqcos_exec_v0_0056_cosr_v0_0142_success_support_expansion::L3_online_gru,cosr_v0_0142_success_support_expansion,tqcos_exec_v0_0056_cosr_v0_0142_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,1.7412015824224625,34.00498665825188,29
tqcos_exec_v0_0056_cosr_v0_0142_success_support_expansion::L3_reset_control_corrected,cosr_v0_0142_success_support_expansion,tqcos_exec_v0_0056_cosr_v0_0142_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,1.667709102887665,29.82194408818709,30
tqcos_exec_v0_0057_cosr_v0_0143_success_support_expansion::L0_current_masked,cosr_v0_0143_success_support_expansion,tqcos_exec_v0_0057_cosr_v0_0143_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,3.5105510329085083,32.664590051814955,32
tqcos_exec_v0_0057_cosr_v0_0143_success_support_expansion::L3_online_gru,cosr_v0_0143_success_support_expansion,tqcos_exec_v0_0057_cosr_v0_0143_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,3.7991195422930923,33.984423787685714,31
tqcos_exec_v0_0057_cosr_v0_0143_success_support_expansion::L3_reset_control_corrected,cosr_v0_0143_success_support_expansion,tqcos_exec_v0_0057_cosr_v0_0143_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,stable_aes_only,tier_b_feasible_emergency,,post_friction_step,aes_feasible,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,3.3245686896524234,35.193265984341245,31
tqcos_exec_v0_0058_cosr_v0_0116_success_support_expansion::L0_current_masked,cosr_v0_0116_success_support_expansion,tqcos_exec_v0_0058_cosr_v0_0116_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,unavoidable_mitigation,tier_b_feasible_emergency,,post_friction_step,unavoidable,m1969::parent_task_source_id,unavoidable_mitigation_closer_wider_then_threshold,success_obstacle_pass,,0.14828169443775208,21.54944658733632,31
tqcos_exec_v0_0058_cosr_v0_0116_success_support_expansion::L1_one_step,cosr_v0_0116_success_support_expansion,tqcos_exec_v0_0058_cosr_v0_0116_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,unavoidable_mitigation,tier_b_feasible_emergency,,post_friction_step,unavoidable,m1969::parent_task_source_id,unavoidable_mitigation_closer_wider_then_threshold,success_obstacle_pass,,0.4064992711281761,21.026354724528375,31
