slice_kind,dominance_type,episode_count,success_count,collision_count,offtrack_outcome_count,collision_rate,offtrack_outcome_rate,support_label,profile_name,repair_source_kind,source_role_semantics,parent_feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label
outcome_by_profile_normalized_surface,collision,24,2,20,2,0.8333333333333334,0.08333333333333333,weak_support,L1_one_step,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_100,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_100_current_tiled,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_13,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_13_current_tiled,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_25,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_25_current_tiled,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_50,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,0,21,3,0.875,0.125,no_support,L2_window_50_current_tiled,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,1,20,3,0.8333333333333334,0.125,weak_support,L3_online_gru,,,,steady_surface,
outcome_by_profile_normalized_surface,collision,24,2,19,3,0.7916666666666666,0.125,weak_support,L3_reset_control_corrected,,,,steady_surface,
outcome_by_source_kind_role_surface,collision,228,0,228,0,1.0,0.0,no_support,,mitigation_isolation_check,unavoidable_mitigation,,steady_surface,
outcome_by_source_kind_role_surface,collision,24,5,19,0,0.7916666666666666,0.0,candidate_support,,success_stabilizer,drift_required_recovery,,steady_surface,
outcome_by_source_kind_role_surface,collision,24,2,16,6,0.6666666666666666,0.25,weak_support,,success_stabilizer,unavoidable_mitigation,,post_friction_step,
